	c_0	c_1	c_2	c_3	c_4	c_5
var0052	212.0	208.0	195.0	204.0	142.0	136.0
var0053	241.0	223.0	195.0	127.0	124.0	70.0
var0054	225.0	271.0	306.0	293.0	360.0	323.0
var0055	229.0	253.0	272.0	287.0	265.0	233.0
var0056	146.0	95.0	3306.0	53.0	24.0	18.0
var0057	173.0	131.0	92.0	64.0	54.0	32.0
var0058	64.0	72.0	79.0	34.0	21.0	12.0
var0059	154.0	196.0	269.0	301.0	372.0	382.0
var0060	84.0	93.0	98.0	153.0	152.0	153.0
var0061	134.0	206.0	243.0	299.0	334.0	347.0
var0062	144.0	205.0	248.0	285.0	383.0	443.0
var0063	163.0	95.0	58.0	34.0	18.0	10.0
var0064	67.0	14.0	57.0	45.0	37.0	36.0
var0065	149.0	199.0	191.0	159.0	155.0	145.0
var0066	157.0	159.0	164.0	185.0	160.0	180.0
var0067	164.0	142.0	142.0	133.0	115.0	103.0
var0068	208.0	212.0	196.0	187.0	116.0	130.0
var0069	57.0	57.0	36.0	25.0	34.0	32.0
var0070	226.0	276.0	253.0	293.0	288.0	227.0
var0071	56.0	65.0	15.0	24.0	21.0	15.0
var0072	160.0	188.0	170.0	151.0	142.0	140.0
var0073	119.0	172.0	211.0	263.0	304.0	336.0
var0074	104.0	104.0	111.0	98.0	108.0	90.0
var0075	161.0	219.0	225.0	275.0	310.0	324.0
var0076	161.0	185.0	180.0	180.0	208.0	159.0
var0077	148.0	155.0	184.0	184.0	176.0	146.0
var0078	104.0	119.0	104.0	108.0	123.0	90.0
var0079	248.0	139.0	113.0	80.0	64.0	28.0
var0080	135.0	85.0	42.0	18.0	18.0	5.0
var0081	220.0	122.0	63.0	41.0	27.0	4.0
var0082	132.0	147.0	169.0	185.0	189.0	198.0
var0083	99.0	121.0	147.0	216.0	201.0	255.0
var0084	209.0	271.0	320.0	386.0	458.0	491.0
var0085	318.0	414.0	505.0	546.0	622.0	617.0
var0086	136.0	122.0	84.0	64.0	38.0	26.0
var0087	133.0	93.0	56.0	23.0	16.0	7.0
var0088	124.0	164.0	178.0	236.0	288.0	317.0
var0089	113.0	99.0	47.0	41.0	43.0	32.0
var0090	290.0	305.0	355.0	412.0	375.0	379.0
var0091	162.0	135.0	120.0	65.0	59.0	33.0
var0092	112.0	97.0	81.0	51.0	54.0	30.0
var0093	151.0	188.0	166.0	186.0	179.0	142.0
var0094	165.0	120.0	60.0	30.0	19.0	13.0
var0095	176.0	219.0	249.0	303.0	335.0	353.0
var0096	117.0	167.0	219.0	241.0	287.0	343.0
var0097	76.0	66.0	59.0	58.0	39.0	20.0
var0098	91.0	91.0	104.0	86.0	84.0	77.0
var0099	93.0	131.0	126.0	128.0	177.0	162.0
var0100	95.0	86.0	64.0	62.0	49.0	30.0
var0101	124.0	163.0	155.0	141.0	136.0	130.0
var0102	249.0	266.0	183.0	184.0	132.0	107.0
var0103	172.0	121.0	100.0	52.0	38.0	30.0
var0104	211.0	278.0	308.0	349.0	438.0	452.0
var0105	121.0	76.0	41.0	8.0	20.0	12.0
var0106	161.0	169.0	161.0	145.0	158.0	125.0
var0107	331.0	282.0	169.0	121.0	64.0	33.0
var0108	182.0	184.0	194.0	241.0	293.0	330.0
var0109	183.0	164.0	96.0	58.0	31.0	17.0
var0110	129.0	66.0	31.0	11.0	6.0	3.0
var0111	203.0	244.0	255.0	288.0	320.0	347.0
var0112	190.0	251.0	303.0	295.0	309.0	295.0
var0113	192.0	250.0	252.0	324.0	358.0	383.0
var0114	182.0	184.0	157.0	146.0	136.0	95.0
var0115	146.0	201.0	253.0	381.0	431.0	537.0
var0116	87.0	95.0	85.0	72.0	76.0	51.0
var0117	163.0	185.0	170.0	181.0	167.0	135.0
var0118	291.0	450.0	597.0	874.0	1280.0	1564.0
var0119	174.0	211.0	158.0	174.0	179.0	169.0
var0120	218.0	183.0	134.0	123.0	94.0	61.0
var0121	97.0	119.0	125.0	144.0	160.0	143.0
var0122	275.0	323.0	292.0	292.0	296.0	253.0
var0123	154.0	184.0	165.0	137.0	133.0	84.0
var0124	239.0	364.0	485.0	705.0	1071.0	1361.0
var0125	124.0	155.0	136.0	161.0	176.0	140.0
var0126	106.0	93.0	88.0	61.0	47.0	36.0
var0127	149.0	117.0	107.0	93.0	84.0	51.0
var0128	257.0	359.0	471.0	581.0	749.0	894.0
var0129	218.0	203.0	149.0	90.0	79.0	58.0
var0130	207.0	229.0	224.0	195.0	165.0	142.0
var0131	178.0	240.0	250.0	323.0	379.0	330.0
var0132	131.0	132.0	131.0	126.0	154.0	139.0
var0133	229.0	169.0	103.0	81.0	49.0	20.0
var0134	60.0	75.0	34.0	27.0	14.0	17.0
var0135	149.0	167.0	158.0	139.0	139.0	103.0
var0136	202.0	175.0	181.0	143.0	129.0	91.0
var0137	256.0	243.0	246.0	272.0	240.0	212.0
var0138	226.0	269.0	248.0	259.0	228.0	222.0
var0139	345.0	392.0	339.0	445.0	463.0	430.0
var0140	268.0	236.0	157.0	152.0	102.0	78.0
var0141	260.0	287.0	274.0	225.0	207.0	165.0
var0142	318.0	407.0	452.0	486.0	486.0	545.0
var0143	152.0	177.0	201.0	217.0	202.0	233.0
var0144	82.0	104.0	92.0	93.0	57.0	62.0
var0145	146.0	123.0	114.0	89.0	68.0	40.0
var0146	168.0	142.0	95.0	56.0	39.0	19.0
var0147	250.0	354.0	335.0	373.0	441.0	392.0
var0148	88.0	62.0	46.0	46.0	21.0	13.0
var0149	53.0	55.0	53.0	33.0	26.0	14.0
var0150	112.0	107.0	96.0	85.0	88.0	65.0
var0151	192.0	125.0	104.0	61.0	45.0	22.0
var0152	441.0	389.0	236.0	138.0	99.0	67.0
var0153	120.0	139.0	94.0	68.0	54.0	39.0
var0154	125.0	138.0	158.0	162.0	173.0	169.0
var0155	110.0	96.0	75.0	57.0	35.0	34.0
var0156	180.0	183.0	149.0	132.0	151.0	119.0
var0157	125.0	123.0	130.0	163.0	156.0	166.0
var0158	96.0	76.0	72.0	49.0	29.0	13.0
var0159	117.0	83.0	91.0	92.0	90.0	67.0
var0160	101.0	54.0	17.0	12.0	5.0	3.0
var0161	185.0	156.0	159.0	119.0	110.0	116.0
var0162	159.0	134.0	140.0	89.0	68.0	60.0
var0163	197.0	218.0	188.0	209.0	226.0	189.0
var0164	94.0	99.0	110.0	83.0	91.0	84.0
var0165	94.0	88.0	83.0	59.0	36.0	26.0
var0166	184.0	118.0	84.0	56.0	28.0	14.0
var0167	124.0	155.0	137.0	138.0	152.0	124.0
var0168	129.0	205.0	198.0	161.0	143.0	164.0
var0169	168.0	179.0	181.0	154.0	150.0	132.0
var0170	183.0	170.0	169.0	150.0	140.0	114.0
var0171	379.0	531.0	553.0	674.0	817.0	826.0
var0172	237.0	297.0	400.0	519.0	642.0	776.0
var0173	164.0	282.0	447.0	614.0	980.0	1261.0
var0174	240.0	196.0	130.0	89.0	64.0	38.0
var0175	141.0	148.0	155.0	130.0	133.0	106.0
var0176	83.0	67.0	38.0	27.0	25.0	25.0
var0177	194.0	144.0	86.0	47.0	29.0	7.0
var0178	168.0	165.0	168.0	146.0	140.0	91.0
var0179	143.0	107.0	75.0	69.0	53.0	35.0
var0180	248.0	195.0	111.0	91.0	56.0	40.0
var0181	209.0	187.0	142.0	97.0	53.0	42.0
var0182	145.0	152.0	187.0	185.0	187.0	153.0
var0183	192.0	119.0	61.0	36.0	27.0	8.0
var0184	136.0	175.0	172.0	137.0	137.0	138.0
var0185	173.0	167.0	125.0	78.0	58.0	33.0
var0186	230.0	187.0	109.0	66.0	55.0	45.0
var0187	335.0	299.0	306.0	311.0	290.0	266.0
var0188	405.0	208.0	142.0	104.0	37.0	27.0
var0189	222.0	281.0	244.0	280.0	293.0	265.0
var0190	267.0	206.0	163.0	126.0	83.0	42.0
var0191	146.0	200.0	237.0	336.0	403.0	474.0
var0192	157.0	127.0	185.0	139.0	118.0	89.0
var0193	206.0	89.0	44.0	19.0	13.0	13.0
var0194	122.0	110.0	69.0	78.0	49.0	28.0
var0195	142.0	111.0	82.0	61.0	50.0	29.0
var0196	310.0	271.0	204.0	189.0	164.0	92.0
var0197	162.0	94.0	51.0	28.0	7.0	4.0
var0198	267.0	288.0	183.0	159.0	138.0	90.0
var0199	122.0	43.0	18.0	16.0	3.0	1.0
var0200	223.0	245.0	283.0	284.0	277.0	300.0
var0201	88.0	27.0	7.0	NA	1.0	1.0
var0202	290.0	259.0	188.0	151.0	128.0	71.0
var0203	229.0	159.0	123.0	82.0	39.0	36.0
var0204	210.0	205.0	163.0	190.0	131.0	139.0
var0205	202.0	144.0	87.0	62.0	29.0	21.0
var0206	78.0	40.0	26.0	11.0	13.0	5.0
var0207	136.0	199.0	272.0	368.0	521.0	616.0
var0208	192.0	188.0	164.0	139.0	110.0	77.0
var0209	256.0	242.0	193.0	163.0	162.0	136.0
var0210	212.0	154.0	123.0	96.0	11.0	37.0
var0211	190.0	182.0	180.0	176.0	179.0	153.0
var0212	125.0	182.0	318.0	399.0	481.0	654.0
var0213	99.0	116.0	147.0	187.0	267.0	285.0
var0214	126.0	184.0	199.0	206.0	262.0	281.0
var0215	135.0	78.0	39.0	16.0	13.0	3.0
var0216	126.0	109.0	102.0	65.0	60.0	48.0
var0217	158.0	180.0	169.0	153.0	181.0	126.0
var0218	146.0	94.0	44.0	24.0	16.0	1.0
var0219	370.0	458.0	544.0	601.0	697.0	674.0
var0220	227.0	270.0	239.0	238.0	185.0	166.0
var0221	163.0	258.0	449.0	608.0	875.0	1259.0
var0222	112.0	154.0	172.0	166.0	174.0	113.0
var0223	90.0	110.0	107.0	125.0	148.0	144.0
var0224	236.0	274.0	296.0	354.0	298.0	295.0
var0225	112.0	120.0	86.0	90.0	66.0	50.0
var0226	144.0	138.0	112.0	120.0	106.0	77.0
var0227	229.0	275.0	214.0	235.0	175.0	149.0
var0228	130.0	137.0	121.0	126.0	109.0	111.0
var0229	261.0	307.0	234.0	210.0	177.0	142.0
var0230	192.0	208.0	120.0	91.0	86.0	55.0
var0231	235.0	276.0	277.0	277.0	236.0	201.0
var0232	136.0	111.0	85.0	68.0	48.0	26.0
var0233	108.0	147.0	159.0	108.0	126.0	112.0
var0234	302.0	304.0	230.0	175.0	144.0	121.0
var0235	218.0	272.0	317.0	304.0	322.0	303.0
var0236	217.0	216.0	259.0	301.0	260.0	259.0
var0237	118.0	115.0	129.0	105.0	97.0	80.0
var0238	135.0	170.0	167.0	171.0	159.0	160.0
var0239	104.0	100.0	76.0	85.0	56.0	47.0
var0240	156.0	177.0	153.0	158.0	155.0	94.0
var0241	188.0	175.0	118.0	88.0	77.0	51.0
var0242	120.0	73.0	41.0	23.0	11.0	8.0
var0243	155.0	154.0	169.0	236.0	221.0	243.0
var0244	101.0	119.0	124.0	123.0	118.0	68.0
var0245	145.0	161.0	136.0	151.0	136.0	147.0
var0246	247.0	379.0	566.0	715.0	1025.0	1277.0
var0247	174.0	271.0	478.0	753.0	1246.0	1852.0
var0248	145.0	180.0	164.0	155.0	170.0	167.0
var0249	97.0	104.0	71.0	71.0	50.0	23.0
var0250	257.0	319.0	316.0	321.0	337.0	362.0
var0251	390.0	397.0	326.0	323.0	329.0	264.0
var0252	128.0	110.0	81.0	73.0	51.0	42.0
var0253	130.0	150.0	167.0	6620.0	133.0	128.0
var0254	117.0	184.0	212.0	280.0	308.0	334.0
var0255	110.0	113.0	53.0	41.0	25.0	22.0
var0256	190.0	111.0	59.0	34.0	17.0	12.0
var0257	340.0	378.0	384.0	404.0	451.0	410.0
var0258	137.0	154.0	225.0	209.0	200.0	178.0
var0259	68.0	90.0	127.0	121.0	144.0	154.0
var0260	268.0	254.0	289.0	315.0	316.0	302.0
var0261	152.0	162.0	130.0	123.0	120.0	92.0
var0262	277.0	404.0	505.0	650.0	778.0	862.0
var0263	108.0	84.0	69.0	91.0	58.0	68.0
var0264	133.0	128.0	127.0	157.0	156.0	144.0
var0265	126.0	223.0	309.0	505.0	673.0	966.0
var0266	256.0	268.0	217.0	240.0	221.0	184.0
var0267	166.0	177.0	160.0	131.0	114.0	99.0
var0268	459.0	380.0	318.0	256.0	195.0	130.0
var0269	249.0	335.0	372.0	366.0	426.0	416.0
var0270	220.0	227.0	230.0	250.0	230.0	176.0
var0271	107.0	138.0	144.0	186.0	209.0	244.0
var0272	147.0	164.0	159.0	158.0	149.0	125.0
var0273	171.0	186.0	148.0	120.0	107.0	79.0
var0274	236.0	274.0	272.0	247.0	233.0	216.0
var0275	264.0	192.0	173.0	6482.0	99.0	60.0
var0276	113.0	167.0	208.0	211.0	259.0	269.0
var0277	119.0	88.0	57.0	25.0	15.0	7.0
var0278	201.0	207.0	268.0	283.0	323.0	333.0
var0279	86.0	77.0	58.0	55.0	37.0	22.0
var0280	122.0	156.0	169.0	174.0	197.0	229.0
var0281	174.0	171.0	155.0	104.0	114.0	84.0
var0282	261.0	287.0	294.0	274.0	234.0	224.0
var0283	182.0	283.0	425.0	539.0	648.0	778.0
var0284	123.0	91.0	47.0	35.0	33.0	31.0
var0285	379.0	425.0	407.0	404.0	335.0	355.0
var0286	85.0	118.0	180.0	206.0	213.0	270.0
var0287	73.0	34.0	6.0	8.0	5.0	1.0
var0288	218.0	187.0	146.0	94.0	83.0	46.0
var0289	170.0	181.0	169.0	144.0	116.0	120.0
var0290	151.0	142.0	105.0	85.0	70.0	49.0
var0291	144.0	166.0	158.0	142.0	122.0	125.0
var0292	442.0	495.0	590.0	763.0	782.0	786.0
var0293	187.0	169.0	188.0	201.0	163.0	139.0
var0294	108.0	105.0	32.0	35.0	24.0	5.0
var0295	183.0	121.0	68.0	42.0	23.0	16.0
var0296	266.0	192.0	165.0	127.0	73.0	64.0
var0297	201.0	198.0	146.0	171.0	144.0	125.0
var0298	226.0	179.0	207.0	149.0	166.0	121.0
var0299	118.0	156.0	213.0	295.0	348.0	316.0
var0300	157.0	124.0	79.0	76.0	44.0	27.0
var0301	230.0	145.0	91.0	70.0	48.0	31.0
var0302	166.0	196.0	220.0	164.0	169.0	188.0
var0303	116.0	86.0	82.0	74.0	60.0	48.0
var0304	150.0	139.0	128.0	131.0	108.0	95.0
var0305	398.0	348.0	275.0	221.0	158.0	96.0
var0306	189.0	203.0	195.0	222.0	198.0	171.0
var0307	220.0	281.0	317.0	411.0	410.0	394.0
var0308	294.0	265.0	197.0	170.0	189.0	139.0
var0309	230.0	147.0	110.0	65.0	32.0	15.0
var0310	107.0	87.0	62.0	52.0	44.0	18.0
var0311	99.0	130.0	155.0	178.0	166.0	165.0
var0312	152.0	148.0	135.0	115.0	93.0	104.0
var0313	147.0	164.0	149.0	121.0	121.0	134.0
var0314	180.0	176.0	137.0	139.0	112.0	93.0
var0315	280.0	279.0	223.0	174.0	151.0	102.0
var0316	202.0	240.0	298.0	334.0	325.0	274.0
var0317	110.0	145.0	131.0	173.0	183.0	167.0
var0318	105.0	76.0	49.0	34.0	15.0	6.0
var0319	141.0	150.0	96.0	49.0	54.0	35.0
var0320	146.0	190.0	205.0	305.0	285.0	269.0
var0321	195.0	232.0	215.0	198.0	189.0	160.0
var0322	163.0	139.0	119.0	120.0	121.0	91.0
var0323	124.0	107.0	99.0	81.0	83.0	53.0
var0324	188.0	172.0	171.0	161.0	152.0	162.0
var0325	233.0	318.0	412.0	504.0	647.0	727.0
var0326	139.0	92.0	77.0	72.0	55.0	35.0
var0327	171.0	363.0	590.0	944.0	1456.0	2211.0
var0328	86.0	143.0	159.0	221.0	283.0	334.0
var0329	149.0	219.0	249.0	252.0	266.0	251.0
var0330	231.0	167.0	120.0	81.0	43.0	29.0
var0331	60.0	69.0	46.0	46.0	69.0	67.0
var0332	232.0	314.0	431.0	603.0	831.0	1042.0
var0333	346.0	126.0	57.0	21.0	2.0	3.0
var0334	265.0	226.0	224.0	201.0	188.0	136.0
var0335	235.0	247.0	272.0	278.0	213.0	198.0
var0336	240.0	293.0	341.0	404.0	438.0	479.0
var0337	154.0	243.0	333.0	425.0	592.0	654.0
var0338	164.0	134.0	91.0	58.0	48.0	44.0
var0339	101.0	135.0	168.0	176.0	197.0	235.0
var0340	318.0	572.0	698.0	953.0	1325.0	1676.0
var0341	75.0	88.0	80.0	66.0	60.0	43.0
var0342	278.0	317.0	293.0	316.0	365.0	347.0
var0343	171.0	126.0	80.0	39.0	41.0	22.0
var0344	99.0	71.0	54.0	41.0	32.0	32.0
var0345	286.0	212.0	188.0	99.0	69.0	55.0
var0346	124.0	124.0	51.0	43.0	27.0	19.0
var0347	130.0	73.0	40.0	30.0	21.0	8.0
var0348	350.0	443.0	467.0	555.0	613.0	630.0
var0349	143.0	231.0	316.0	506.0	725.0	947.0
var0350	242.0	285.0	243.0	236.0	208.0	195.0
var0351	91.0	99.0	96.0	94.0	134.0	91.0
var0352	241.0	160.0	110.0	57.0	43.0	28.0
var0353	215.0	196.0	259.0	245.0	270.0	267.0
var0354	129.0	169.0	223.0	306.0	418.0	470.0
var0355	119.0	20.0	69.0	57.0	48.0	21.0
var0356	242.0	256.0	236.0	202.0	194.0	159.0
var0357	299.0	376.0	405.0	481.0	619.0	668.0
var0358	162.0	185.0	209.0	229.0	161.0	165.0
var0359	130.0	125.0	100.0	70.0	58.0	60.0
var0360	119.0	140.0	107.0	134.0	113.0	90.0
var0361	244.0	310.0	338.0	382.0	450.0	479.0
var0362	293.0	362.0	362.0	371.0	344.0	319.0
var0363	173.0	258.0	271.0	349.0	442.0	489.0
var0364	139.0	150.0	120.0	149.0	125.0	115.0
var0365	107.0	84.0	70.0	50.0	44.0	21.0
var0366	120.0	193.0	269.0	378.0	541.0	672.0
var0367	113.0	166.0	141.0	165.0	170.0	183.0
var0368	134.0	141.0	118.0	88.0	105.0	62.0
var0369	158.0	115.0	97.0	73.0	62.0	38.0
var0370	243.0	289.0	343.0	356.0	334.0	326.0
var0371	153.0	162.0	150.0	127.0	62.0	56.0
var0372	293.0	329.0	393.0	415.0	444.0	434.0
var0373	102.0	128.0	143.0	170.0	193.0	204.0
var0374	87.0	106.0	82.0	80.0	60.0	56.0
var0375	164.0	112.0	70.0	65.0	35.0	15.0
var0376	95.0	107.0	87.0	109.0	73.0	81.0
var0377	254.0	233.0	217.0	206.0	182.0	126.0
var0378	156.0	103.0	76.0	40.0	33.0	16.0
var0379	371.0	546.0	783.0	1044.0	1410.0	1881.0
var0380	131.0	190.0	185.0	213.0	239.0	211.0
var0381	159.0	132.0	110.0	79.0	48.0	38.0
var0382	85.0	83.0	47.0	41.0	21.0	23.0
var0383	172.0	200.0	208.0	233.0	270.0	284.0
var0384	140.0	188.0	234.0	240.0	283.0	299.0
var0385	309.0	308.0	254.0	203.0	131.0	84.0
var0386	127.0	176.0	180.0	217.0	214.0	224.0
var0387	218.0	247.0	282.0	302.0	259.0	243.0
var0388	158.0	211.0	230.0	303.0	349.0	377.0
var0389	204.0	228.0	245.0	293.0	303.0	269.0
var0390	234.0	279.0	324.0	411.0	436.0	472.0
var0391	161.0	110.0	50.0	35.0	13.0	6.0
var0392	161.0	119.0	113.0	49.0	44.0	30.0
var0393	175.0	165.0	147.0	137.0	128.0	112.0
var0394	149.0	153.0	143.0	94.0	97.0	10.0
var0395	98.0	67.0	48.0	16.0	14.0	12.0
var0396	172.0	222.0	204.0	224.0	201.0	188.0
var0397	288.0	16598.0	346.0	340.0	340.0	378.0
var0398	126.0	103.0	106.0	115.0	93.0	96.0
var0399	177.0	182.0	166.0	147.0	113.0	91.0
var0400	253.0	124.0	84.0	34.0	19.0	6.0
var0401	135.0	237.0	310.0	419.0	498.0	606.0
var0402	114.0	105.0	108.0	117.0	80.0	64.0
var0403	207.0	191.0	166.0	145.0	118.0	100.0
var0404	173.0	196.0	173.0	151.0	145.0	141.0
var0405	155.0	168.0	186.0	198.0	199.0	149.0
var0406	168.0	179.0	178.0	7162.0	133.0	130.0
var0407	76.0	78.0	66.0	81.0	86.0	38.0
var0408	284.0	365.0	388.0	433.0	537.0	537.0
var0409	160.0	175.0	154.0	121.0	98.0	74.0
var0410	230.0	311.0	363.0	420.0	520.0	545.0
var0411	120.0	97.0	79.0	61.0	51.0	37.0
var0412	158.0	152.0	152.0	122.0	82.0	75.0
var0413	144.0	158.0	158.0	150.0	128.0	104.0
var0414	157.0	105.0	59.0	27.0	16.0	8.0
var0415	84.0	151.0	160.0	239.0	260.0	274.0
var0416	181.0	280.0	445.0	665.0	980.0	1289.0
var0417	197.0	214.0	203.0	184.0	173.0	120.0
var0418	188.0	153.0	145.0	114.0	63.0	49.0
var0419	123.0	164.0	178.0	193.0	208.0	208.0
var0420	232.0	218.0	224.0	198.0	191.0	157.0
var0421	145.0	137.0	96.0	73.0	55.0	69.0
var0422	182.0	194.0	190.0	184.0	167.0	143.0
var0423	261.0	193.0	110.0	88.0	56.0	27.0
var0424	172.0	172.0	203.0	229.0	265.0	278.0
var0425	152.0	197.0	220.0	261.0	244.0	290.0
var0426	72.0	48.0	30.0	16.0	11.0	2.0
var0427	69.0	63.0	78.0	64.0	52.0	39.0
var0428	114.0	128.0	95.0	93.0	79.0	75.0
var0429	146.0	186.0	219.0	264.0	283.0	302.0
var0430	174.0	249.0	307.0	351.0	429.0	503.0
var0431	99.0	81.0	69.0	70.0	89.0	62.0
var0432	117.0	85.0	84.0	49.0	50.0	29.0
var0433	211.0	198.0	201.0	167.0	150.0	115.0
var0434	220.0	253.0	231.0	218.0	248.0	210.0
var0435	71.0	17.0	2.0	NA	NA	NA
var0436	141.0	134.0	115.0	83.0	78.0	60.0
var0437	192.0	185.0	217.0	117.0	141.0	116.0
var0438	184.0	103.0	84.0	41.0	28.0	12.0
var0439	112.0	151.0	185.0	181.0	253.0	253.0
var0440	339.0	478.0	635.0	871.0	1149.0	1365.0
var0441	177.0	257.0	266.0	317.0	365.0	398.0
var0442	333.0	358.0	346.0	292.0	309.0	299.0
var0443	128.0	195.0	209.0	304.0	310.0	368.0
var0444	337.0	396.0	482.0	524.0	571.0	595.0
var0445	157.0	143.0	149.0	129.0	102.0	88.0
var0446	308.0	242.0	217.0	199.0	141.0	121.0
var0447	113.0	177.0	216.0	274.0	333.0	366.0
var0448	150.0	160.0	129.0	100.0	82.0	51.0
var0449	140.0	184.0	191.0	167.0	170.0	171.0
var0450	169.0	156.0	102.0	104.0	60.0	53.0
var0451	106.0	51.0	34.0	20.0	13.0	9.0
var0452	139.0	114.0	124.0	96.0	92.0	99.0
var0453	126.0	196.0	212.0	242.0	290.0	318.0
var0454	163.0	108.0	89.0	66.0	31.0	31.0
var0455	138.0	150.0	122.0	164.0	157.0	133.0
var0456	100.0	107.0	79.0	65.0	59.0	48.0
var0457	232.0	359.0	424.0	547.0	716.0	759.0
var0458	247.0	214.0	149.0	101.0	93.0	52.0
var0459	172.0	253.0	245.0	261.0	57.0	315.0
var0460	122.0	133.0	106.0	119.0	99.0	89.0
var0461	188.0	167.0	180.0	176.0	195.0	130.0
var0462	167.0	183.0	171.0	165.0	183.0	151.0
var0463	196.0	191.0	144.0	124.0	107.0	98.0
var0464	401.0	274.0	178.0	110.0	77.0	42.0
var0465	94.0	79.0	55.0	53.0	42.0	27.0
var0466	203.0	195.0	146.0	110.0	79.0	53.0
var0467	112.0	80.0	55.0	37.0	28.0	17.0
var0468	237.0	299.0	302.0	299.0	374.0	330.0
var0469	328.0	199.0	120.0	80.0	50.0	32.0
var0470	159.0	218.0	339.0	372.0	463.0	540.0
var0471	264.0	372.0	436.0	488.0	600.0	614.0
var0472	211.0	307.0	347.0	368.0	402.0	395.0
var0473	209.0	297.0	350.0	360.0	401.0	466.0
var0474	207.0	204.0	208.0	204.0	194.0	173.0
var0475	175.0	187.0	226.0	198.0	195.0	179.0
var0476	169.0	213.0	250.0	331.0	332.0	347.0
var0477	99.0	79.0	50.0	26.0	25.0	19.0
var0478	164.0	225.0	236.0	221.0	270.0	240.0
var0479	244.0	333.0	417.0	515.0	584.0	628.0
var0480	151.0	202.0	212.0	212.0	226.0	269.0
var0481	250.0	384.0	533.0	725.0	1000.0	1226.0
var0482	203.0	199.0	172.0	174.0	156.0	123.0
var0483	197.0	310.0	461.0	672.0	927.0	1247.0
var0484	224.0	202.0	187.0	173.0	196.0	150.0
var0485	135.0	132.0	152.0	153.0	135.0	125.0
var0486	232.0	257.0	242.0	216.0	181.0	152.0
var0487	70.0	42.0	30.0	12.0	9.0	6.0
var0488	156.0	218.0	263.0	349.0	378.0	393.0
var0489	216.0	216.0	188.0	134.0	143.0	89.0
var0490	161.0	181.0	179.0	175.0	147.0	162.0
var0491	113.0	76.0	82.0	55.0	56.0	36.0
var0492	161.0	166.0	175.0	181.0	137.0	149.0
var0493	199.0	175.0	192.0	178.0	143.0	114.0
var0494	147.0	139.0	145.0	123.0	147.0	149.0
var0495	75.0	86.0	86.0	80.0	72.0	63.0
