	c_0	c_1	c_2	c_3	c_4	c_5
var0136	214.0	189.0	181.0	188.0	128.0	107.0
var0137	280.0	265.0	289.0	303.0	259.0	230.0
var0138	235.0	305.0	235.0	298.0	240.0	210.0
var0139	364.0	395.0	442.0	430.0	507.0	405.0
var0140	290.0	215.0	173.0	156.0	85.0	99.0
var0141	329.0	306.0	264.0	265.0	196.0	169.0
var0142	323.0	454.0	526.0	594.0	535.0	543.0
var0143	184.0	192.0	219.0	229.0	255.0	207.0
var0144	104.0	98.0	104.0	82.0	103.0	57.0
var0145	130.0	139.0	140.0	70.0	54.0	49.0
var0146	202.0	145.0	92.0	64.0	38.0	24.0
var0147	301.0	344.0	365.0	411.0	458.0	467.0
var0148	109.0	72.0	51.0	44.0	36.0	23.0
var0149	83.0	65.0	53.0	30.0	16.0	10.0
var0150	94.0	114.0	113.0	119.0	97.0	74.0
var0151	225.0	168.0	97.0	70.0	40.0	21.0
var0152	462.0	355.0	238.0	138.0	95.0	60.0
var0153	142.0	128.0	109.0	72.0	59.0	26.0
var0154	153.0	181.0	193.0	161.0	178.0	181.0
var0155	128.0	102.0	89.0	70.0	45.0	30.0
var0156	183.0	191.0	193.0	132.0	137.0	124.0
var0157	107.0	114.0	167.0	175.0	186.0	186.0
var0158	104.0	84.0	78.0	47.0	37.0	17.0
var0159	142.0	123.0	108.0	94.0	76.0	63.0
var0160	125.0	59.0	32.0	16.0	4.0	4.0
var0161	199.0	198.0	138.0	151.0	129.0	116.0
var0162	199.0	134.0	127.0	110.0	86.0	57.0
var0163	228.0	237.0	278.0	232.0	215.0	180.0
var0164	95.0	103.0	113.0	118.0	111.0	83.0
var0165	91.0	83.0	65.0	61.0	42.0	31.0
var0166	181.0	144.0	78.0	55.0	35.0	19.0
var0167	139.0	185.0	161.0	153.0	166.0	130.0
var0168	166.0	196.0	214.0	176.0	183.0	170.0
var0169	178.0	194.0	188.0	169.0	183.0	127.0
var0170	186.0	222.0	205.0	148.0	141.0	122.0
var0171	368.0	494.0	710.0	682.0	790.0	845.0
var0172	260.0	357.0	468.0	592.0	673.0	821.0
var0173	184.0	329.0	482.0	679.0	967.0	1417.0
var0174	264.0	211.0	145.0	107.0	64.0	46.0
var0175	139.0	179.0	166.0	126.0	130.0	112.0
var0176	95.0	93.0	45.0	44.0	21.0	15.0
var0177	218.0	141.0	90.0	39.0	22.0	19.0
var0178	215.0	179.0	174.0	152.0	145.0	104.0
var0179	136.0	105.0	122.0	75.0	53.0	33.0
var0180	259.0	213.0	153.0	96.0	69.0	36.0
var0181	234.0	205.0	134.0	109.0	80.0	47.0
var0182	162.0	170.0	188.0	184.0	166.0	187.0
var0183	230.0	131.0	75.0	26.0	17.0	7.0
var0184	154.0	194.0	160.0	139.0	140.0	117.0
var0185	192.0	154.0	137.0	92.0	57.0	42.0
var0186	252.0	188.0	118.0	56.0	63.0	44.0
var0187	349.0	326.0	337.0	343.0	308.0	319.0
var0188	458.0	290.0	142.0	108.0	50.0	18.0
var0189	228.0	247.0	309.0	301.0	283.0	271.0
var0190	281.0	232.0	181.0	139.0	90.0	57.0
var0191	171.0	217.0	278.0	353.0	382.0	495.0
var0192	180.0	160.0	166.0	154.0	122.0	82.0
var0193	185.0	90.0	35.0	20.0	7.0	1.0
var0194	118.0	125.0	82.0	60.0	45.0	32.0
var0195	123.0	120.0	84.0	70.0	50.0	36.0
var0196	344.0	282.0	224.0	191.0	131.0	95.0
var0197	201.0	76.0	52.0	24.0	8.0	7.0
var0198	269.0	236.0	232.0	175.0	122.0	126.0
var0199	133.0	53.0	11.0	7.0	8.0	2.0
var0200	263.0	248.0	251.0	327.0	309.0	296.0
var0202	331.0	254.0	223.0	149.0	116.0	54.0
var0203	266.0	178.0	118.0	80.0	61.0	29.0
var0204	264.0	239.0	221.0	203.0	151.0	121.0
var0205	216.0	134.0	94.0	35.0	27.0	12.0
var0206	75.0	51.0	20.0	17.0	13.0	6.0
var0207	152.0	218.0	318.0	375.0	570.0	603.0
var0208	199.0	206.0	180.0	121.0	129.0	73.0
var0209	264.0	248.0	233.0	169.0	168.0	129.0
var0210	247.0	173.0	110.0	93.0	55.0	39.0
var0211	197.0	248.0	203.0	200.0	163.0	160.0
var0212	138.0	181.0	308.0	433.0	549.0	717.0
var0213	98.0	119.0	196.0	217.0	262.0	310.0
var0214	177.0	223.0	230.0	225.0	308.0	295.0
var0215	183.0	87.0	45.0	22.0	8.0	5.0
var0216	126.0	131.0	101.0	97.0	81.0	53.0
var0217	164.0	179.0	172.0	176.0	179.0	128.0
var0219	386.0	486.0	594.0	688.0	647.0	738.0
var0220	258.0	228.0	262.0	228.0	229.0	176.0
var0221	162.0	300.0	437.0	630.0	962.0	1303.0
var0222	158.0	156.0	172.0	175.0	177.0	121.0
var0223	112.0	114.0	130.0	129.0	157.0	176.0
var0224	281.0	286.0	356.0	380.0	386.0	342.0
var0225	96.0	109.0	91.0	74.0	77.0	49.0
var0226	146.0	154.0	134.0	108.0	85.0	88.0
var0227	294.0	232.0	217.0	212.0	215.0	191.0
var0228	141.0	147.0	134.0	119.0	114.0	110.0
var0229	299.0	290.0	284.0	241.0	188.0	147.0
var0230	263.0	200.0	153.0	101.0	96.0	66.0
var0231	248.0	292.0	332.0	315.0	234.0	210.0
var0232	155.0	126.0	89.0	79.0	50.0	28.0
var0233	134.0	160.0	139.0	139.0	119.0	122.0
var0234	370.0	284.0	247.0	195.0	163.0	133.0
var0235	243.0	264.0	289.0	357.0	319.0	336.0
var0236	236.0	278.0	294.0	294.0	279.0	294.0
var0237	121.0	137.0	124.0	117.0	94.0	95.0
var0238	145.0	171.0	176.0	152.0	176.0	159.0
var0239	116.0	122.0	84.0	84.0	61.0	47.0
var0240	165.0	191.0	196.0	179.0	138.0	101.0
var0241	171.0	185.0	139.0	108.0	72.0	66.0
var0242	123.0	88.0	41.0	18.0	10.0	1.0
var0243	146.0	157.0	203.0	241.0	258.0	250.0
var0244	107.0	130.0	130.0	127.0	104.0	87.0
var0245	161.0	201.0	170.0	163.0	149.0	152.0
var0246	246.0	368.0	563.0	784.0	1039.0	1267.0
var0247	175.0	319.0	502.0	795.0	1290.0	1919.0
var0248	164.0	200.0	169.0	166.0	174.0	149.0
var0249	107.0	98.0	89.0	73.0	46.0	41.0
var0250	280.0	321.0	383.0	314.0	342.0	378.0
var0251	428.0	428.0	403.0	339.0	312.0	264.0
var0252	121.0	138.0	88.0	95.0	67.0	55.0
var0253	131.0	133.0	163.0	141.0	146.0	116.0
var0254	145.0	186.0	219.0	260.0	347.0	333.0
var0255	156.0	109.0	64.0	41.0	26.0	22.0
var0256	174.0	107.0	83.0	44.0	17.0	6.0
var0257	365.0	428.0	434.0	455.0	493.0	421.0
var0258	159.0	170.0	187.0	201.0	231.0	196.0
var0259	89.0	113.0	138.0	176.0	187.0	164.0
var0260	284.0	279.0	337.0	319.0	320.0	297.0
var0261	154.0	146.0	173.0	168.0	119.0	101.0
var0262	363.0	458.0	571.0	694.0	839.0	922.0
var0263	102.0	104.0	81.0	93.0	74.0	54.0
var0264	158.0	178.0	186.0	186.0	159.0	161.0
var0265	126.0	197.0	387.0	533.0	751.0	910.0
var0266	255.0	244.0	220.0	269.0	229.0	217.0
var0267	174.0	174.0	177.0	158.0	96.0	120.0
var0268	496.0	423.0	332.0	273.0	190.0	141.0
var0269	291.0	325.0	397.0	443.0	419.0	457.0
var0270	242.0	270.0	247.0	255.0	267.0	193.0
var0271	119.0	161.0	169.0	199.0	209.0	228.0
var0272	161.0	161.0	155.0	157.0	162.0	119.0
var0273	202.0	195.0	167.0	144.0	118.0	67.0
var0274	251.0	290.0	278.0	274.0	245.0	195.0
var0275	287.0	264.0	193.0	144.0	94.0	63.0
var0276	125.0	136.0	198.0	248.0	289.0	278.0
var0277	128.0	104.0	52.0	29.0	15.0	5.0
var0278	192.0	231.0	300.0	327.0	352.0	348.0
var0279	94.0	55.0	50.0	45.0	45.0	22.0
var0280	142.0	140.0	156.0	178.0	226.0	230.0
var0281	217.0	201.0	144.0	128.0	95.0	86.0
var0282	316.0	299.0	306.0	293.0	253.0	226.0
var0283	228.0	297.0	471.0	579.0	672.0	778.0
var0284	120.0	96.0	67.0	56.0	37.0	34.0
var0285	400.0	444.0	430.0	398.0	406.0	358.0
var0286	97.0	139.0	153.0	221.0	219.0	269.0
var0287	102.0	34.0	15.0	3.0	2.0	2.0
var0288	232.0	213.0	155.0	135.0	82.0	61.0
var0289	188.0	218.0	211.0	158.0	141.0	141.0
var0290	127.0	137.0	109.0	102.0	73.0	54.0
var0291	183.0	191.0	190.0	168.0	142.0	112.0
var0292	417.0	565.0	641.0	771.0	804.0	838.0
var0293	166.0	197.0	211.0	195.0	165.0	147.0
var0294	92.0	76.0	45.0	31.0	22.0	9.0
var0295	200.0	150.0	84.0	42.0	21.0	17.0
var0296	269.0	224.0	160.0	111.0	89.0	68.0
var0297	200.0	202.0	192.0	178.0	174.0	147.0
var0298	285.0	235.0	221.0	183.0	163.0	141.0
var0299	126.0	186.0	240.0	257.0	331.0	385.0
var0300	191.0	139.0	94.0	76.0	46.0	27.0
var0301	215.0	169.0	105.0	56.0	37.0	18.0
var0302	181.0	213.0	189.0	188.0	178.0	179.0
var0303	133.0	117.0	112.0	75.0	72.0	55.0
var0304	144.0	153.0	142.0	150.0	121.0	98.0
var0305	426.0	376.0	292.0	247.0	153.0	103.0
var0306	176.0	193.0	197.0	255.0	209.0	229.0
var0307	217.0	283.0	353.0	405.0	424.0	377.0
var0308	331.0	255.0	247.0	216.0	157.0	132.0
var0309	242.0	150.0	101.0	52.0	31.0	16.0
var0310	149.0	104.0	71.0	55.0	39.0	25.0
var0311	140.0	119.0	147.0	179.0	176.0	187.0
var0312	159.0	151.0	160.0	119.0	94.0	76.0
var0313	160.0	156.0	168.0	163.0	140.0	121.0
var0314	197.0	185.0	164.0	147.0	111.0	80.0
var0315	316.0	253.0	206.0	206.0	166.0	120.0
var0316	234.0	285.0	319.0	329.0	329.0	308.0
var0317	121.0	109.0	153.0	153.0	199.0	177.0
var0318	125.0	77.0	60.0	31.0	12.0	2.0
var0319	188.0	132.0	84.0	61.0	40.0	38.0
var0320	163.0	221.0	238.0	266.0	272.0	272.0
var0321	221.0	243.0	233.0	222.0	172.0	168.0
var0322	149.0	168.0	156.0	131.0	109.0	111.0
var0323	123.0	100.0	94.0	102.0	86.0	63.0
var0324	209.0	178.0	182.0	179.0	140.0	116.0
var0325	272.0	344.0	449.0	531.0	659.0	776.0
var0326	155.0	109.0	97.0	64.0	49.0	38.0
var0327	198.0	362.0	614.0	1033.0	1514.0	2355.0
var0328	108.0	151.0	193.0	247.0	326.0	362.0
var0329	172.0	200.0	242.0	281.0	274.0	276.0
var0330	265.0	170.0	142.0	104.0	60.0	31.0
var0331	77.0	81.0	50.0	55.0	69.0	47.0
var0332	235.0	300.0	489.0	660.0	821.0	1153.0
var0333	389.0	147.0	52.0	14.0	5.0	3.0
var0334	286.0	284.0	262.0	234.0	187.0	146.0
var0335	243.0	295.0	308.0	287.0	222.0	186.0
var0336	253.0	307.0	350.0	435.0	485.0	481.0
var0337	192.0	277.0	341.0	483.0	574.0	677.0
var0338	205.0	141.0	128.0	80.0	49.0	43.0
var0339	126.0	125.0	183.0	189.0	226.0	244.0
var0340	408.0	576.0	848.0	1132.0	1464.0	1825.0
var0341	99.0	82.0	83.0	75.0	55.0	53.0
var0342	300.0	281.0	363.0	349.0	400.0	368.0
var0343	196.0	140.0	87.0	46.0	41.0	35.0
var0344	77.0	98.0	62.0	47.0	34.0	19.0
var0345	288.0	230.0	154.0	111.0	59.0	57.0
var0346	139.0	101.0	63.0	57.0	28.0	24.0
var0347	146.0	101.0	58.0	42.0	19.0	17.0
var0348	452.0	520.0	490.0	544.0	642.0	638.0
var0349	188.0	240.0	342.0	530.0	771.0	1041.0
var0350	288.0	260.0	259.0	232.0	240.0	202.0
var0351	76.0	106.0	107.0	134.0	100.0	96.0
var0352	276.0	170.0	111.0	64.0	38.0	22.0
var0353	216.0	239.0	265.0	284.0	299.0	295.0
var0354	150.0	191.0	270.0	338.0	411.0	486.0
var0355	124.0	103.0	63.0	66.0	34.0	25.0
var0356	234.0	272.0	265.0	257.0	204.0	177.0
var0357	349.0	425.0	474.0	550.0	625.0	679.0
var0358	191.0	198.0	232.0	246.0	210.0	168.0
var0359	152.0	133.0	97.0	81.0	63.0	59.0
var0360	121.0	146.0	134.0	116.0	110.0	102.0
var0361	272.0	358.0	364.0	380.0	464.0	540.0
var0362	353.0	355.0	443.0	396.0	367.0	297.0
var0363	174.0	245.0	330.0	398.0	504.0	558.0
var0364	134.0	149.0	146.0	137.0	109.0	113.0
var0365	120.0	87.0	64.0	63.0	41.0	21.0
var0366	126.0	172.0	275.0	401.0	519.0	763.0
var0367	145.0	172.0	188.0	192.0	197.0	202.0
var0368	173.0	158.0	140.0	129.0	96.0	82.0
var0369	188.0	127.0	103.0	64.0	51.0	38.0
var0370	246.0	285.0	338.0	355.0	353.0	348.0
var0371	204.0	192.0	168.0	149.0	93.0	64.0
var0372	327.0	380.0	432.0	482.0	496.0	501.0
var0373	130.0	129.0	154.0	172.0	208.0	223.0
var0374	123.0	102.0	99.0	88.0	49.0	57.0
var0375	191.0	122.0	71.0	63.0	32.0	19.0
var0376	103.0	109.0	101.0	93.0	94.0	77.0
var0377	297.0	221.0	227.0	242.0	168.0	139.0
var0378	175.0	124.0	75.0	46.0	30.0	27.0
var0379	392.0	582.0	828.0	1132.0	1424.0	1965.0
var0380	166.0	210.0	218.0	259.0	254.0	261.0
var0381	176.0	131.0	97.0	79.0	51.0	27.0
var0382	115.0	80.0	52.0	39.0	30.0	21.0
var0383	189.0	217.0	232.0	259.0	274.0	298.0
var0384	183.0	219.0	235.0	293.0	297.0	291.0
var0385	369.0	316.0	268.0	208.0	151.0	121.0
var0386	131.0	166.0	184.0	205.0	234.0	221.0
var0387	253.0	311.0	313.0	330.0	272.0	250.0
var0388	182.0	217.0	282.0	352.0	368.0	383.0
var0389	262.0	268.0	279.0	265.0	305.0	270.0
var0390	253.0	331.0	360.0	451.0	456.0	445.0
var0391	183.0	115.0	55.0	30.0	12.0	7.0
var0392	183.0	149.0	104.0	64.0	51.0	41.0
var0393	213.0	183.0	154.0	159.0	132.0	122.0
var0394	187.0	143.0	134.0	126.0	87.0	75.0
var0395	126.0	64.0	41.0	22.0	9.0	9.0
var0396	194.0	238.0	246.0	209.0	240.0	204.0
var0397	300.0	354.0	374.0	388.0	397.0	422.0
var0398	87.0	120.0	109.0	113.0	102.0	125.0
var0399	212.0	188.0	162.0	155.0	116.0	108.0
var0400	309.0	149.0	69.0	33.0	19.0	9.0
var0401	170.0	257.0	328.0	445.0	524.0	637.0
var0402	121.0	115.0	112.0	112.0	90.0	76.0
var0403	248.0	217.0	194.0	140.0	118.0	105.0
var0404	203.0	195.0	186.0	166.0	165.0	117.0
var0405	184.0	208.0	193.0	210.0	218.0	194.0
var0406	219.0	173.0	169.0	143.0	121.0	146.0
var0407	109.0	80.0	73.0	58.0	68.0	58.0
var0408	291.0	372.0	483.0	489.0	506.0	511.0
var0409	185.0	151.0	153.0	122.0	111.0	87.0
var0410	268.0	297.0	389.0	462.0	548.0	562.0
var0411	132.0	109.0	93.0	63.0	39.0	35.0
var0412	161.0	169.0	148.0	140.0	111.0	93.0
var0413	143.0	164.0	182.0	155.0	128.0	125.0
var0414	181.0	106.0	70.0	32.0	15.0	9.0
var0415	106.0	142.0	170.0	238.0	292.0	297.0
var0416	186.0	312.0	474.0	755.0	986.0	1374.0
var0417	219.0	191.0	207.0	201.0	141.0	134.0
var0418	220.0	190.0	135.0	102.0	79.0	43.0
var0419	134.0	168.0	167.0	221.0	213.0	233.0
var0420	245.0	235.0	256.0	220.0	195.0	169.0
var0421	145.0	136.0	102.0	82.0	79.0	58.0
var0422	229.0	223.0	199.0	193.0	184.0	174.0
var0423	322.0	193.0	143.0	86.0	59.0	29.0
var0424	208.0	191.0	239.0	249.0	273.0	287.0
var0425	158.0	209.0	234.0	261.0	279.0	277.0
var0426	87.0	56.0	39.0	14.0	11.0	4.0
var0427	77.0	77.0	77.0	73.0	61.0	56.0
var0428	135.0	123.0	127.0	91.0	93.0	64.0
var0429	171.0	204.0	269.0	244.0	324.0	298.0
var0430	193.0	237.0	323.0	400.0	418.0	531.0
var0431	101.0	101.0	89.0	92.0	74.0	47.0
var0432	107.0	83.0	72.0	56.0	43.0	35.0
var0433	281.0	214.0	211.0	170.0	159.0	160.0
var0434	225.0	245.0	270.0	246.0	251.0	202.0
var0436	194.0	134.0	144.0	95.0	76.0	52.0
var0437	211.0	168.0	229.0	178.0	130.0	130.0
var0438	182.0	133.0	72.0	49.0	19.0	21.0
var0439	135.0	160.0	220.0	202.0	282.0	297.0
var0440	390.0	563.0	742.0	965.0	1209.0	1467.0
var0441	212.0	275.0	290.0	371.0	377.0	414.0
var0442	384.0	388.0	416.0	346.0	312.0	260.0
var0443	134.0	226.0	253.0	275.0	346.0	385.0
var0444	348.0	468.0	530.0	545.0	618.0	581.0
var0445	196.0	186.0	145.0	130.0	93.0	79.0
var0446	329.0	290.0	251.0	171.0	142.0	124.0
var0447	142.0	224.0	224.0	276.0	338.0	372.0
var0448	181.0	145.0	143.0	125.0	78.0	46.0
var0449	132.0	198.0	177.0	179.0	132.0	167.0
var0450	176.0	174.0	118.0	75.0	76.0	49.0
var0451	125.0	61.0	51.0	27.0	13.0	13.0
var0452	135.0	152.0	130.0	109.0	132.0	95.0
var0453	127.0	213.0	250.0	286.0	289.0	286.0
var0454	173.0	158.0	95.0	57.0	33.0	29.0
var0455	152.0	164.0	148.0	163.0	134.0	144.0
var0456	109.0	94.0	78.0	76.0	72.0	58.0
var0457	293.0	368.0	516.0	587.0	659.0	787.0
var0458	284.0	235.0	155.0	111.0	72.0	44.0
var0459	222.0	251.0	260.0	328.0	315.0	373.0
var0460	143.0	132.0	127.0	109.0	109.0	95.0
var0461	207.0	173.0	209.0	169.0	153.0	155.0
var0462	177.0	187.0	216.0	194.0	197.0	172.0
var0463	223.0	208.0	164.0	122.0	138.0	111.0
var0464	399.0	312.0	205.0	123.0	73.0	43.0
var0465	116.0	103.0	75.0	48.0	45.0	31.0
var0466	205.0	192.0	149.0	120.0	79.0	53.0
var0467	149.0	94.0	63.0	31.0	20.0	15.0
var0468	291.0	318.0	336.0	335.0	329.0	366.0
var0469	332.0	225.0	121.0	81.0	44.0	25.0
var0470	188.0	240.0	326.0	414.0	498.0	585.0
var0471	343.0	393.0	506.0	556.0	579.0	628.0
var0472	257.0	343.0	364.0	345.0	425.0	402.0
var0473	227.0	307.0	334.0	410.0	472.0	459.0
var0474	251.0	207.0	236.0	206.0	178.0	147.0
var0475	209.0	213.0	239.0	192.0	195.0	183.0
var0476	162.0	225.0	308.0	315.0	328.0	352.0
var0477	128.0	74.0	59.0	29.0	17.0	11.0
var0478	208.0	237.0	228.0	275.0	238.0	249.0
var0479	252.0	356.0	481.0	541.0	607.0	654.0
var0480	171.0	205.0	229.0	238.0	268.0	253.0
var0481	237.0	422.0	616.0	811.0	1041.0	1349.0
var0482	199.0	244.0	224.0	170.0	160.0	131.0
var0483	199.0	309.0	516.0	710.0	995.0	1233.0
var0484	252.0	254.0	227.0	204.0	185.0	148.0
var0485	156.0	167.0	154.0	168.0	137.0	159.0
var0486	253.0	272.0	259.0	226.0	216.0	164.0
var0487	83.0	47.0	36.0	22.0	15.0	2.0
var0488	141.0	205.0	264.0	335.0	449.0	443.0
var0489	222.0	223.0	188.0	160.0	111.0	95.0
var0490	162.0	196.0	191.0	170.0	172.0	132.0
var0491	132.0	90.0	75.0	78.0	50.0	27.0
var0492	165.0	183.0	207.0	151.0	124.0	116.0
var0493	214.0	220.0	235.0	215.0	151.0	142.0
var0494	137.0	131.0	159.0	140.0	146.0	126.0
var0495	72.0	105.0	99.0	105.0	67.0	70.0
var0496	127.0	137.0	113.0	100.0	86.0	68.0
var0497	98.0	69.0	91.0	89.0	88.0	75.0
var0498	359.0	527.0	627.0	735.0	824.0	834.0
