test_cutoff	FP	TP	n_ctrl	n_sig	method
0	0	0	229	483	Naive
0.01	0.017467248908296942	0.09730848861283643	229	483	Naive
0.02	0.017467248908296942	0.14699792960662525	229	483	Naive
0.03	0.034934497816593885	0.19668737060041408	229	483	Naive
0.04	0.048034934497816595	0.2691511387163561	229	483	Naive
0.05	0.07860262008733625	0.3084886128364389	229	483	Naive
0.06	0.08733624454148471	0.33540372670807456	229	483	Naive
0.07	0.10480349344978165	0.36438923395445133	229	483	Naive
0.08	0.11353711790393013	0.38095238095238093	229	483	Naive
0.09	0.13100436681222707	0.42028985507246375	229	483	Naive
0.1	0.14847161572052403	0.4409937888198758	229	483	Naive
0.11	0.15283842794759825	0.46790890269151136	229	483	Naive
0.12	0.16593886462882096	0.5072463768115942	229	483	Naive
0.13	0.18777292576419213	0.5300207039337475	229	483	Naive
0.14	0.18777292576419213	0.5445134575569358	229	483	Naive
0.15	0.21397379912663755	0.5610766045548654	229	483	Naive
0.16	0.22707423580786026	0.577639751552795	229	483	Naive
0.17	0.23580786026200873	0.6045548654244306	229	483	Naive
0.18	0.23580786026200873	0.6169772256728778	229	483	Naive
0.19	0.24017467248908297	0.6273291925465838	229	483	Naive
0.2	0.2445414847161572	0.6376811594202898	229	483	Naive
0	0	0	229	483	mutscan(edgeR)
0.01	0	0	229	483	mutscan(edgeR)
0.02	0	0	229	483	mutscan(edgeR)
0.03	0	0	229	483	mutscan(edgeR)
0.04	0	0	229	483	mutscan(edgeR)
0.05	0	0	229	483	mutscan(edgeR)
0.06	0	0	229	483	mutscan(edgeR)
0.07	0	0	229	483	mutscan(edgeR)
0.08	0	0	229	483	mutscan(edgeR)
0.09	0	0	229	483	mutscan(edgeR)
0.1	0	0	229	483	mutscan(edgeR)
0.11	0	0	229	483	mutscan(edgeR)
0.12	0	0	229	483	mutscan(edgeR)
0.13	0	0	229	483	mutscan(edgeR)
0.14	0	0	229	483	mutscan(edgeR)
0.15	0	0	229	483	mutscan(edgeR)
0.16	0	0	229	483	mutscan(edgeR)
0.17	0	0	229	483	mutscan(edgeR)
0.18	0	0	229	483	mutscan(edgeR)
0.19	0	0	229	483	mutscan(edgeR)
0.2	0	0	229	483	mutscan(edgeR)
0	0	0	229	483	mutscan(limma)
0.01	0	0	229	483	mutscan(limma)
0.02	0	0	229	483	mutscan(limma)
0.03	0	0	229	483	mutscan(limma)
0.04	0	0	229	483	mutscan(limma)
0.05	0	0	229	483	mutscan(limma)
0.06	0	0	229	483	mutscan(limma)
0.07	0	0	229	483	mutscan(limma)
0.08	0	0	229	483	mutscan(limma)
0.09	0	0	229	483	mutscan(limma)
0.1	0	0	229	483	mutscan(limma)
0.11	0	0	229	483	mutscan(limma)
0.12	0	0	229	483	mutscan(limma)
0.13	0	0	229	483	mutscan(limma)
0.14	0	0	229	483	mutscan(limma)
0.15	0	0	229	483	mutscan(limma)
0.16	0	0	229	483	mutscan(limma)
0.17	0	0	229	483	mutscan(limma)
0.18	0	0	229	483	mutscan(limma)
0.19	0	0	229	483	mutscan(limma)
0.2	0	0	229	483	mutscan(limma)
0	0	0	229	483	DiMSum
0.01	0.004366812227074236	0.2567287784679089	229	483	DiMSum
0.02	0.008733624454148471	0.31469979296066253	229	483	DiMSum
0.03	0.021834061135371178	0.3747412008281574	229	483	DiMSum
0.04	0.039301310043668124	0.4078674948240166	229	483	DiMSum
0.05	0.056768558951965066	0.4161490683229814	229	483	DiMSum
0.06	0.07423580786026202	0.44306418219461696	229	483	DiMSum
0.07	0.08733624454148471	0.45962732919254656	229	483	DiMSum
0.08	0.11353711790393013	0.46790890269151136	229	483	DiMSum
0.09	0.12663755458515283	0.4824016563146998	229	483	DiMSum
0.1	0.14410480349344978	0.4989648033126294	229	483	DiMSum
0.11	0.1572052401746725	0.5238095238095238	229	483	DiMSum
0.12	0.16593886462882096	0.5403726708074534	229	483	DiMSum
0.13	0.1703056768558952	0.5424430641821946	229	483	DiMSum
0.14	0.18340611353711792	0.5527950310559007	229	483	DiMSum
0.15	0.2052401746724891	0.5548654244306418	229	483	DiMSum
0.16	0.22270742358078602	0.5652173913043478	229	483	DiMSum
0.17	0.22707423580786026	0.5714285714285714	229	483	DiMSum
0.18	0.2576419213973799	0.5859213250517599	229	483	DiMSum
0.19	0.27074235807860264	0.5921325051759835	229	483	DiMSum
0.2	0.2794759825327511	0.5962732919254659	229	483	DiMSum
