test	TP	FN	FP	TN	NAR	FDR	POWER	fdr	sim	rep	rd	mode
ROSACE_tests	0.305458768873403	0.02853824456611913	0.2271445163431226	0.3212211713953874	0.1176372988219678	0.42647975077881617	0.914555389965226	0.01	sim4	rep1	rd1	nopos
ROSACENP_tests	0.02007632321221171	0.31392069022731045	0.01426912228305956	0.5340965654554505	0.1176372988219678	0.4154589371980677	0.06010928961748633	0.01	sim4	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim4	rep1	rd1	nopos
DIMSUM_tests	0.09507217521154804	0.01708976273436203	0.3940600630496101	0.1523145843703335	0.34146341463414637	0.8056309362279511	0.8476331360946746	0.01	sim4	rep1	rd1	nopos
ENRICH2_tests	0.3607101377136221	0.05707648913223826	0.44317239090758254	0.13904098224655717	0	0.5512899896800826	0.8633836378077839	0.05	sim4	rep1	rd1	nopos
ROSACE_tests	0.3132570101211216	0.02074000331840053	0.2882030861124938	0.2601626016260163	0.1176372988219678	0.47917241379310344	0.9379036264282166	0.05	sim4	rep1	rd1	nopos
ROSACENP_tests	0.03334992533598805	0.3006470881035341	0.03052928488468558	0.5178364028538245	0.1176372988219678	0.4779220779220779	0.09985096870342772	0.05	sim4	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim4	rep1	rd1	nopos
DIMSUM_tests	0.09905425584868094	0.01310768209722913	0.429732868757259	0.1166417786626846	0.34146341463414637	0.8126764982742392	0.8831360946745562	0.05	sim4	rep1	rd1	nopos
ENRICH2_tests	0.3749792599966816	0.0428073668491787	0.4660693545710967	0.11614401858304298	0	0.5541526928388243	0.897537728355838	0.1	sim4	rep1	rd1	nopos
ROSACE_tests	0.3164094906255185	0.01758752281400365	0.3227144516343123	0.22565123610419777	0.1176372988219678	0.504932502596054	0.9473422752111276	0.1	sim4	rep1	rd1	nopos
ROSACENP_tests	0.04629168740666999	0.28770532603285215	0.04347104695536751	0.5048946407831425	0.1176372988219678	0.4842883548983365	0.13859910581222057	0.1	sim4	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim4	rep1	rd1	nopos
DIMSUM_tests	0.10071345611415296	0.01144848183175709	0.4478181516509043	0.09855649576903933	0.34146341463414637	0.8163944343617665	0.8979289940828402	0.1	sim4	rep1	rd1	nopos
ENRICH2_tests	0.31674133067861293	0.11647585863613738	0.3628670980587357	0.20391571262651403	0	0.533935546875	0.7311374952125623	0.005	sim5	rep1	rd1	nopos
ROSACE_tests	0.30993860959017755	0.03218848515015762	0.1911398705823793	0.34162933466069356	0.125103700016592	0.3814569536423841	0.9059165858389912	0.005	sim5	rep1	rd1	nopos
ROSACENP_tests	0.01659200265472042	0.3255350920856147	0.01211216193794591	0.520657043305127	0.125103700016592	0.4219653179190751	0.04849660523763337	0.005	sim5	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim5	rep1	rd1	nopos
DIMSUM_tests	0.0895968143354903	0.01825120292019247	0.3585531773685084	0.1753774680603949	0.35822133731541395	0.8000740466493891	0.8307692307692307	0.005	sim5	rep1	rd1	nopos
ENRICH2_tests	0.33831093412974944	0.09490625518500084	0.38178198108511696	0.18500082960013273	0	0.530184331797235	0.7809268479509766	0.01	sim5	rep1	rd1	nopos
ROSACE_tests	0.31159780985564955	0.03052928488468558	0.20806371329019413	0.32470549195287873	0.125103700016592	0.40038314176245215	0.9107662463627546	0.01	sim5	rep1	rd1	nopos
ROSACENP_tests	0.01825120292019247	0.3238758918201427	0.01460096233615397	0.5181682429069189	0.125103700016592	0.4444444444444444	0.0533462657613967	0.01	sim5	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim5	rep1	rd1	nopos
DIMSUM_tests	0.09158785465405676	0.01626016260162601	0.3738178198108512	0.1601128256180521	0.35822133731541395	0.8032085561497326	0.8492307692307692	0.01	sim5	rep1	rd1	nopos
ENRICH2_tests	0.3738178198108512	0.05939936950389912	0.42425750788120126	0.14252530280404846	0	0.5316008316008316	0.862887782458828	0.05	sim5	rep1	rd1	nopos
ROSACE_tests	0.31906421105027377	0.02306288369006139	0.2644765223162436	0.2682926829268293	0.125103700016592	0.45322718225760594	0.9325897187196897	0.05	sim5	rep1	rd1	nopos
ROSACENP_tests	0.03102704496432719	0.31110004977600797	0.02787456445993031	0.5048946407831425	0.125103700016592	0.4732394366197183	0.0906886517943744	0.05	sim5	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim5	rep1	rd1	nopos
DIMSUM_tests	0.09457441513190644	0.01327360212377634	0.41114982578397213	0.12278081964493116	0.35822133731541395	0.812992125984252	0.8769230769230769	0.05	sim5	rep1	rd1	nopos
ENRICH2_tests	0.3829434212709474	0.05027376804380289	0.4448315911730546	0.12195121951219512	0	0.5373822409300462	0.8839525086173879	0.1	sim5	rep1	rd1	nopos
ROSACE_tests	0.3227144516343123	0.01941264310602289	0.29832420773187324	0.2344449975111996	0.125103700016592	0.4803633449104996	0.9432589718719688	0.1	sim5	rep1	rd1	nopos
ROSACENP_tests	0.03965488634478181	0.30247220839555333	0.03733200597312095	0.4954371992699519	0.125103700016592	0.4849137931034483	0.11590688651794374	0.1	sim5	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim5	rep1	rd1	nopos
DIMSUM_tests	0.09606769537083126	0.0117803218848515	0.4330512692882031	0.10087937614070018	0.35822133731541395	0.8184383819379115	0.8907692307692308	0.1	sim5	rep1	rd1	nopos
ENRICH2_tests	0.3069520491123279	0.1090094574415132	0.3759747801559648	0.20806371329019413	0	0.5505344995140914	0.7379337854008775	0.005	sim6	rep1	rd1	nopos
ROSACE_tests	0.29815828770532604	0.03169072507051601	0.1954537912726066	0.3530778164924506	0.12161937945910072	0.39596638655462185	0.9039235412474848	0.005	sim6	rep1	rd1	nopos
ROSACENP_tests	0.02074000331840053	0.3091090094574415	0.02040816326530612	0.5281234444997511	0.12161937945910072	0.4959677419354838	0.06287726358148893	0.005	sim6	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim6	rep1	rd1	nopos
DIMSUM_tests	0.08843537414965986	0.02123776339804214	0.37448149991704	0.17637298821967812	0.3394723743155799	0.8089605734767026	0.8063540090771558	0.005	sim6	rep1	rd1	nopos
ENRICH2_tests	0.32171893147502906	0.094242575078812	0.3912394225983076	0.19279907084785133	0	0.5487549453106819	0.7734343837255684	0.01	sim6	rep1	rd1	nopos
ROSACE_tests	0.3004811680769869	0.02936784469885515	0.2151982744317239	0.3333333333333333	0.12161937945910072	0.4173101673101673	0.9109657947686116	0.01	sim6	rep1	rd1	nopos
ROSACENP_tests	0.02156960345113655	0.3082794093247055	0.02455616392898622	0.523975443836071	0.12161937945910072	0.5323741007194245	0.06539235412474849	0.01	sim6	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim6	rep1	rd1	nopos
DIMSUM_tests	0.08926497428239588	0.02040816326530612	0.38709142193462753	0.16376306620209058	0.3394723743155799	0.8126088470916057	0.8139183055975795	0.01	sim6	rep1	rd1	nopos
ENRICH2_tests	0.3545710967313755	0.06139040982246557	0.43537414965986393	0.148664343786295	0	0.5511447174963243	0.8524132429198245	0.05	sim6	rep1	rd1	nopos
ROSACE_tests	0.30595652895304465	0.02389248382279741	0.2691222830595653	0.27940932470549196	0.12161937945910072	0.4679746105020196	0.9275653923541248	0.05	sim6	rep1	rd1	nopos
ROSACENP_tests	0.03733200597312095	0.2925170068027211	0.04214368674298988	0.5063879210220673	0.12161937945910072	0.5302713987473905	0.11317907444668009	0.05	sim6	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim6	rep1	rd1	nopos
DIMSUM_tests	0.09440849510535922	0.01526464244234279	0.4245893479342957	0.12626514020242244	0.3394723743155799	0.8180946291560102	0.8608169440242057	0.05	sim6	rep1	rd1	nopos
ENRICH2_tests	0.3638626182180189	0.05209888833582214	0.4571096731375477	0.12692882030861125	0	0.5567906224737268	0.8747506980454727	0.1	sim6	rep1	rd1	nopos
ROSACE_tests	0.3107682097229136	0.01908080305292849	0.3094408495105359	0.2390907582545213	0.12161937945910072	0.4989299090422686	0.9421529175050304	0.1	sim6	rep1	rd1	nopos
ROSACENP_tests	0.04961008793761407	0.280238924838228	0.05392400862784138	0.49460759913721586	0.12161937945910072	0.5208333333333333	0.15040241448692152	0.1	sim6	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim6	rep1	rd1	nopos
DIMSUM_tests	0.09639953542392568	0.01327360212377634	0.4453293512526962	0.1055251368840219	0.3394723743155799	0.822052067381317	0.8789712556732223	0.1	sim6	rep1	rd1	nopos
ENRICH2_tests	0.3202256512361042	0.11183009789281566	0.3666832586693214	0.20126099220175875	0	0.533816425120773	0.7411674347158218	0.005	sim7	rep1	rd1	nopos
ROSACE_tests	0.3129251700680272	0.03417952546872407	0.1911398705823793	0.34312261489961837	0.11863281898125104	0.3791968400263331	0.9015296367112812	0.005	sim7	rep1	rd1	nopos
ROSACENP_tests	0.01410320225651236	0.3330014932802389	0.01924672307947569	0.515015762402522	0.11863281898125104	0.5771144278606966	0.04063097514340344	0.005	sim7	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim7	rep1	rd1	nopos
DIMSUM_tests	0.0977268956363033	0.02389248382279741	0.36469221835075494	0.1672473867595819	0.3464410154305625	0.7886616433440976	0.8035470668485676	0.005	sim7	rep1	rd1	nopos
ENRICH2_tests	0.33781317405010786	0.094242575078812	0.3832752613240418	0.1846689895470383	0	0.5315232397606995	0.7818740399385561	0.01	sim7	rep1	rd1	nopos
ROSACE_tests	0.31541397046623526	0.03169072507051601	0.2107184337149494	0.32354405176704826	0.11863281898125104	0.4005045726900031	0.9086998087954112	0.01	sim7	rep1	rd1	nopos
ROSACENP_tests	0.01758752281400365	0.3295171727227476	0.02256512361041977	0.5116973618715779	0.11863281898125104	0.5619834710743802	0.05066921606118547	0.01	sim7	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim7	rep1	rd1	nopos
DIMSUM_tests	0.09955201592832257	0.02206736353077816	0.3781317405010785	0.15380786460925833	0.3464410154305625	0.791594303577631	0.8185538881309686	0.01	sim7	rep1	rd1	nopos
ENRICH2_tests	0.3718267794922847	0.06022896963663514	0.42823958851833416	0.13970466235274598	0	0.5352550808793032	0.8605990783410138	0.05	sim7	rep1	rd1	nopos
ROSACE_tests	0.3227144516343123	0.02439024390243902	0.27044964327194293	0.26381284221005474	0.11863281898125104	0.455944055944056	0.9297323135755258	0.05	sim7	rep1	rd1	nopos
ROSACENP_tests	0.02887008461921354	0.31823461091753774	0.03965488634478181	0.49460759913721586	0.11863281898125104	0.5786924939467313	0.08317399617590822	0.05	sim7	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim7	rep1	rd1	nopos
DIMSUM_tests	0.10652065704330511	0.01509872241579558	0.4157955865272938	0.11614401858304298	0.3464410154305625	0.7960609911054638	0.8758526603001364	0.05	sim7	rep1	rd1	nopos
ENRICH2_tests	0.3787954206072673	0.05326032852165256	0.4529616724738676	0.11498257839721254	0	0.5445840813883902	0.8767281105990783	0.1	sim7	rep1	rd1	nopos
ROSACE_tests	0.32619877219180354	0.02090592334494773	0.304629168740667	0.22963331674133067	0.11863281898125104	0.4829037348763808	0.9397705544933078	0.1	sim7	rep1	rd1	nopos
ROSACENP_tests	0.04529616724738676	0.30180852828936455	0.05043968807035009	0.4838227974116476	0.11863281898125104	0.5268630849220104	0.13049713193116633	0.1	sim7	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim7	rep1	rd1	nopos
DIMSUM_tests	0.10851169736187158	0.01310768209722913	0.4386925501908081	0.09324705491952878	0.3464410154305625	0.8016979987871438	0.8922237380627558	0.1	sim7	rep1	rd1	nopos
ENRICH2_tests	0.3086112493777999	0.09888833582213372	0.3882528621204579	0.2042475526796084	0	0.5571428571428572	0.757328990228013	0.005	sim8	rep1	rd1	nopos
ROSACE_tests	0.296499087439854	0.03003152480504397	0.20192467230794756	0.35009125601460095	0.1214534594325535	0.4051264980026631	0.9080284552845528	0.005	sim8	rep1	rd1	nopos
ROSACENP_tests	0.01692384270781483	0.3096067695370831	0.01708976273436203	0.5349261655881865	0.1214534594325535	0.502439024390244	0.05182926829268293	0.005	sim8	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim8	rep1	rd1	nopos
DIMSUM_tests	0.09042641446822632	0.01858304297328687	0.3862618218018915	0.1680769868923179	0.33665173386427744	0.8103028193525932	0.8295281582952816	0.005	sim8	rep1	rd1	nopos
ENRICH2_tests	0.32736021237763396	0.08013937282229965	0.4074995851999336	0.18500082960013273	0	0.5545269812598781	0.8033387622149837	0.01	sim8	rep1	rd1	nopos
ROSACE_tests	0.29832420773187324	0.02820640451302472	0.2196781151484984	0.3323378131740501	0.1214534594325535	0.4240871236386931	0.913617886178862	0.01	sim8	rep1	rd1	nopos
ROSACENP_tests	0.02007632321221171	0.30645428903268623	0.02040816326530612	0.5316077650572424	0.1214534594325535	0.5040983606557378	0.06148373983739837	0.01	sim8	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim8	rep1	rd1	nopos
DIMSUM_tests	0.09274929483988716	0.01626016260162601	0.4010287041645927	0.15331010452961671	0.33665173386427744	0.8121639784946237	0.8508371385083714	0.01	sim8	rep1	rd1	nopos
ENRICH2_tests	0.3519163763066202	0.05558320889331342	0.4456611913057906	0.14683922349427575	0	0.5587684626586229	0.863599348534202	0.05	sim8	rep1	rd1	nopos
