	c_0	c_1	c_2	c_3	c_4	c_5
var0054	120.0	183.0	231.0	305.0	432.0	548.0
var0055	162.0	275.0	347.0	445.0	574.0	755.0
var0056	280.0	190.0	124.0	93.0	55.0	40.0
var0057	129.0	123.0	136.0	152.0	138.0	111.0
var0058	192.0	188.0	127.0	112.0	40.0	33.0
var0059	243.0	237.0	218.0	174.0	160.0	130.0
var0060	326.0	349.0	405.0	427.0	422.0	346.0
var0061	174.0	222.0	249.0	297.0	311.0	324.0
var0062	155.0	151.0	145.0	160.0	144.0	121.0
var0063	174.0	248.0	347.0	457.0	498.0	638.0
var0064	185.0	236.0	229.0	259.0	244.0	259.0
var0065	203.0	214.0	263.0	267.0	267.0	290.0
var0066	181.0	151.0	143.0	109.0	82.0	73.0
var0067	515.0	536.0	524.0	480.0	396.0	389.0
var0068	304.0	322.0	324.0	302.0	300.0	258.0
var0069	383.0	514.0	622.0	672.0	761.0	828.0
var0070	347.0	201.0	159.0	75.0	40.0	19.0
var0071	218.0	169.0	141.0	118.0	76.0	40.0
var0072	165.0	141.0	155.0	181.0	179.0	174.0
var0073	135.0	139.0	147.0	161.0	180.0	159.0
var0074	180.0	195.0	178.0	219.0	207.0	213.0
var0075	172.0	145.0	128.0	137.0	111.0	109.0
var0076	123.0	115.0	89.0	69.0	44.0	34.0
var0077	255.0	186.0	119.0	74.0	49.0	35.0
var0078	317.0	353.0	377.0	398.0	402.0	395.0
var0079	143.0	73.0	58.0	50.0	18.0	17.0
var0080	277.0	397.0	456.0	568.0	648.0	690.0
var0081	171.0	131.0	113.0	93.0	77.0	72.0
var0082	144.0	123.0	75.0	61.0	39.0	17.0
var0083	154.0	158.0	122.0	117.0	119.0	108.0
var0084	211.0	158.0	112.0	69.0	49.0	40.0
var0085	191.0	169.0	150.0	148.0	102.0	69.0
var0086	146.0	63.0	63.0	39.0	31.0	9.0
var0087	158.0	200.0	211.0	251.0	272.0	341.0
var0088	105.0	109.0	83.0	93.0	73.0	85.0
var0089	286.0	271.0	229.0	224.0	171.0	159.0
var0090	105.0	125.0	140.0	194.0	197.0	201.0
var0091	238.0	282.0	252.0	300.0	252.0	231.0
var0092	158.0	193.0	164.0	181.0	200.0	215.0
var0093	177.0	160.0	149.0	161.0	126.0	100.0
var0094	218.0	206.0	149.0	121.0	113.0	79.0
var0095	157.0	202.0	203.0	182.0	180.0	213.0
var0096	337.0	324.0	344.0	323.0	360.0	320.0
var0097	172.0	188.0	200.0	216.0	204.0	186.0
var0098	276.0	295.0	265.0	240.0	215.0	147.0
var0099	184.0	222.0	277.0	370.0	372.0	427.0
var0100	123.0	147.0	188.0	220.0	219.0	196.0
var0101	164.0	176.0	170.0	143.0	111.0	95.0
var0102	354.0	280.0	214.0	148.0	111.0	81.0
var0103	239.0	208.0	141.0	110.0	97.0	66.0
var0104	197.0	152.0	124.0	116.0	82.0	67.0
var0105	188.0	155.0	154.0	109.0	110.0	99.0
var0106	205.0	233.0	241.0	203.0	172.0	143.0
var0107	381.0	403.0	361.0	415.0	346.0	331.0
var0108	222.0	233.0	233.0	198.0	170.0	155.0
var0109	111.0	113.0	86.0	85.0	49.0	55.0
var0110	262.0	160.0	148.0	124.0	94.0	70.0
var0111	277.0	179.0	109.0	86.0	58.0	20.0
var0112	171.0	140.0	103.0	110.0	68.0	43.0
var0113	138.0	108.0	94.0	72.0	51.0	45.0
var0114	287.0	315.0	363.0	407.0	413.0	407.0
var0115	144.0	137.0	114.0	73.0	46.0	36.0
var0116	144.0	170.0	202.0	163.0	195.0	190.0
var0117	219.0	158.0	158.0	178.0	121.0	116.0
var0118	99.0	58.0	69.0	45.0	22.0	17.0
var0119	202.0	235.0	237.0	191.0	200.0	207.0
var0120	251.0	329.0	309.0	333.0	298.0	236.0
var0121	185.0	204.0	225.0	245.0	234.0	217.0
var0122	113.0	118.0	106.0	108.0	84.0	80.0
var0123	103.0	101.0	113.0	140.0	124.0	81.0
var0124	271.0	337.0	349.0	421.0	423.0	371.0
var0125	222.0	277.0	364.0	287.0	399.0	344.0
var0126	327.0	332.0	322.0	348.0	340.0	322.0
var0127	165.0	213.0	176.0	191.0	141.0	127.0
var0128	252.0	257.0	238.0	197.0	182.0	152.0
var0129	255.0	432.0	605.0	844.0	1112.0	1480.0
var0130	183.0	243.0	348.0	459.0	578.0	706.0
var0131	160.0	154.0	134.0	91.0	84.0	89.0
var0132	329.0	411.0	432.0	491.0	550.0	584.0
var0133	145.0	153.0	222.0	258.0	330.0	312.0
var0134	501.0	456.0	356.0	264.0	244.0	157.0
var0135	186.0	184.0	202.0	167.0	147.0	118.0
var0136	109.0	81.0	70.0	34.0	30.0	22.0
var0137	168.0	100.0	96.0	72.0	47.0	51.0
var0138	248.0	242.0	210.0	204.0	196.0	156.0
var0139	236.0	233.0	225.0	186.0	142.0	133.0
var0140	218.0	179.0	150.0	96.0	80.0	53.0
var0141	163.0	194.0	276.0	276.0	329.0	342.0
var0142	169.0	156.0	119.0	128.0	92.0	106.0
var0143	176.0	181.0	179.0	130.0	110.0	94.0
var0144	187.0	154.0	115.0	79.0	60.0	30.0
var0145	293.0	281.0	238.0	208.0	190.0	148.0
var0146	276.0	323.0	330.0	362.0	321.0	306.0
var0147	150.0	106.0	94.0	55.0	37.0	16.0
var0148	293.0	290.0	231.0	183.0	163.0	132.0
var0149	233.0	256.0	285.0	276.0	237.0	226.0
var0150	304.0	253.0	163.0	143.0	93.0	99.0
var0151	128.0	89.0	57.0	48.0	22.0	9.0
var0152	108.0	118.0	100.0	90.0	65.0	75.0
var0153	212.0	280.0	382.0	552.0	664.0	726.0
var0154	412.0	358.0	324.0	218.0	172.0	132.0
var0155	162.0	127.0	147.0	106.0	111.0	87.0
var0156	104.0	97.0	100.0	91.0	102.0	131.0
var0157	366.0	372.0	412.0	371.0	328.0	323.0
var0158	112.0	108.0	139.0	171.0	163.0	165.0
var0159	176.0	140.0	139.0	102.0	79.0	50.0
var0160	136.0	158.0	140.0	116.0	118.0	93.0
var0161	182.0	164.0	153.0	95.0	86.0	47.0
var0162	270.0	318.0	327.0	291.0	305.0	302.0
var0163	126.0	205.0	262.0	364.0	538.0	692.0
var0164	181.0	247.0	265.0	280.0	356.0	358.0
var0165	267.0	225.0	197.0	143.0	128.0	87.0
var0166	174.0	222.0	248.0	310.0	333.0	368.0
var0167	223.0	251.0	236.0	262.0	255.0	230.0
var0168	122.0	112.0	56.0	30.0	22.0	21.0
var0169	76.0	63.0	89.0	65.0	44.0	32.0
var0170	185.0	213.0	210.0	184.0	185.0	183.0
var0171	183.0	192.0	221.0	257.0	239.0	226.0
var0172	181.0	193.0	244.0	212.0	214.0	224.0
var0173	261.0	303.0	369.0	471.0	524.0	511.0
var0174	218.0	174.0	150.0	108.0	74.0	70.0
var0175	147.0	129.0	99.0	57.0	30.0	19.0
var0176	108.0	56.0	33.0	19.0	9.0	7.0
var0177	138.0	102.0	122.0	103.0	111.0	117.0
var0178	101.0	83.0	72.0	85.0	27.0	30.0
var0179	143.0	164.0	199.0	217.0	230.0	245.0
var0180	230.0	169.0	148.0	104.0	97.0	93.0
var0181	113.0	155.0	173.0	190.0	251.0	258.0
var0182	267.0	263.0	297.0	329.0	329.0	312.0
var0183	137.0	158.0	238.0	319.0	401.0	444.0
var0184	118.0	117.0	104.0	73.0	71.0	58.0
var0185	174.0	177.0	141.0	100.0	86.0	42.0
var0186	147.0	217.0	265.0	293.0	393.0	456.0
var0187	314.0	260.0	162.0	117.0	104.0	53.0
var0188	225.0	255.0	279.0	289.0	258.0	287.0
var0189	304.0	306.0	292.0	292.0	305.0	296.0
var0190	187.0	250.0	347.0	423.0	496.0	600.0
var0191	174.0	145.0	155.0	167.0	107.0	115.0
var0192	126.0	131.0	153.0	178.0	151.0	166.0
var0193	191.0	153.0	129.0	100.0	52.0	44.0
var0194	367.0	364.0	389.0	386.0	350.0	329.0
var0195	152.0	95.0	49.0	40.0	36.0	33.0
var0196	155.0	164.0	242.0	230.0	300.0	256.0
var0197	186.0	198.0	200.0	174.0	168.0	149.0
var0198	234.0	150.0	110.0	66.0	56.0	23.0
var0199	148.0	142.0	138.0	99.0	106.0	95.0
var0200	152.0	162.0	174.0	193.0	209.0	173.0
var0201	173.0	197.0	195.0	225.0	240.0	247.0
var0202	103.0	93.0	100.0	55.0	56.0	62.0
var0203	153.0	165.0	203.0	272.0	290.0	354.0
var0204	256.0	253.0	279.0	260.0	228.0	212.0
var0205	208.0	193.0	203.0	173.0	150.0	141.0
var0206	199.0	257.0	271.0	314.0	335.0	331.0
var0207	173.0	212.0	225.0	250.0	247.0	265.0
var0208	152.0	188.0	215.0	200.0	207.0	207.0
var0209	141.0	173.0	166.0	178.0	145.0	161.0
var0210	148.0	150.0	157.0	165.0	188.0	191.0
var0211	85.0	92.0	90.0	85.0	85.0	84.0
var0212	176.0	208.0	199.0	177.0	180.0	184.0
var0213	120.0	145.0	151.0	214.0	214.0	249.0
var0214	238.0	205.0	177.0	142.0	135.0	91.0
var0215	136.0	167.0	136.0	155.0	123.0	118.0
var0216	91.0	114.0	101.0	90.0	55.0	42.0
var0217	253.0	308.0	284.0	348.0	333.0	371.0
var0218	287.0	260.0	218.0	189.0	97.0	87.0
var0219	72.0	106.0	127.0	199.0	237.0	315.0
var0220	152.0	149.0	92.0	87.0	93.0	54.0
var0221	275.0	310.0	289.0	258.0	260.0	272.0
var0222	108.0	108.0	121.0	93.0	83.0	74.0
var0223	142.0	116.0	92.0	79.0	54.0	21.0
var0224	198.0	215.0	193.0	208.0	168.0	176.0
var0225	140.0	139.0	183.0	246.0	234.0	232.0
var0226	147.0	131.0	140.0	103.0	104.0	79.0
var0227	176.0	114.0	101.0	64.0	40.0	34.0
var0228	148.0	144.0	130.0	120.0	112.0	99.0
var0229	191.0	142.0	98.0	70.0	40.0	23.0
var0230	248.0	229.0	234.0	239.0	218.0	138.0
var0231	168.0	121.0	101.0	68.0	31.0	27.0
var0232	237.0	203.0	156.0	101.0	75.0	50.0
var0233	184.0	138.0	91.0	61.0	42.0	25.0
var0234	219.0	214.0	193.0	191.0	146.0	149.0
var0235	133.0	127.0	140.0	169.0	152.0	145.0
var0236	323.0	246.0	183.0	118.0	81.0	61.0
var0237	154.0	140.0	156.0	127.0	126.0	106.0
var0238	110.0	91.0	123.0	132.0	128.0	144.0
var0239	203.0	253.0	255.0	230.0	249.0	258.0
var0240	176.0	175.0	174.0	119.0	82.0	66.0
var0241	124.0	127.0	159.0	166.0	196.0	234.0
var0242	209.0	192.0	208.0	200.0	214.0	136.0
var0243	131.0	154.0	106.0	106.0	102.0	119.0
var0244	299.0	287.0	256.0	214.0	182.0	168.0
var0245	265.0	387.0	507.0	638.0	776.0	926.0
var0246	118.0	110.0	136.0	141.0	166.0	211.0
var0247	323.0	373.0	352.0	321.0	352.0	318.0
var0248	200.0	221.0	196.0	180.0	176.0	128.0
var0249	213.0	175.0	138.0	127.0	111.0	94.0
var0250	62.0	43.0	28.0	15.0	7.0	7.0
var0251	324.0	345.0	284.0	285.0	271.0	208.0
var0252	274.0	382.0	529.0	821.0	1099.0	1608.0
var0253	100.0	81.0	66.0	58.0	41.0	28.0
var0254	94.0	104.0	102.0	116.0	117.0	125.0
var0255	219.0	234.0	300.0	326.0	313.0	370.0
var0256	262.0	353.0	501.0	569.0	812.0	1033.0
var0257	108.0	115.0	81.0	85.0	97.0	74.0
var0258	172.0	149.0	109.0	85.0	82.0	58.0
var0259	193.0	231.0	180.0	155.0	148.0	117.0
var0260	154.0	185.0	178.0	219.0	258.0	304.0
var0261	130.0	129.0	107.0	77.0	82.0	62.0
var0262	94.0	124.0	105.0	127.0	138.0	122.0
var0263	140.0	141.0	144.0	119.0	141.0	127.0
var0264	183.0	169.0	136.0	134.0	144.0	130.0
var0265	272.0	369.0	459.0	605.0	683.0	772.0
var0266	320.0	417.0	480.0	509.0	529.0	585.0
var0267	179.0	283.0	333.0	469.0	703.0	833.0
var0268	130.0	95.0	79.0	49.0	36.0	33.0
var0269	267.0	243.0	185.0	129.0	69.0	66.0
var0270	236.0	180.0	170.0	142.0	133.0	108.0
var0271	131.0	117.0	151.0	119.0	136.0	98.0
var0272	97.0	92.0	105.0	107.0	109.0	136.0
var0273	86.0	112.0	97.0	99.0	127.0	123.0
var0274	236.0	169.0	138.0	95.0	58.0	47.0
var0275	227.0	283.0	327.0	382.0	449.0	502.0
var0276	222.0	199.0	191.0	114.0	94.0	80.0
var0277	312.0	285.0	235.0	209.0	147.0	135.0
var0278	248.0	210.0	191.0	166.0	119.0	74.0
var0279	98.0	115.0	102.0	139.0	100.0	110.0
var0280	237.0	252.0	279.0	238.0	242.0	250.0
var0281	158.0	183.0	230.0	256.0	252.0	264.0
var0282	103.0	163.0	141.0	163.0	163.0	132.0
var0283	334.0	276.0	270.0	201.0	170.0	119.0
var0284	238.0	244.0	281.0	272.0	260.0	244.0
var0285	201.0	182.0	131.0	141.0	94.0	64.0
var0286	129.0	186.0	203.0	208.0	219.0	224.0
var0287	193.0	179.0	158.0	124.0	89.0	74.0
var0288	265.0	357.0	474.0	533.0	696.0	760.0
var0289	192.0	175.0	190.0	159.0	167.0	138.0
var0290	111.0	127.0	158.0	132.0	137.0	98.0
var0291	291.0	248.0	202.0	218.0	215.0	158.0
var0292	135.0	131.0	136.0	142.0	128.0	88.0
var0293	58.0	42.0	39.0	27.0	23.0	12.0
var0294	189.0	268.0	322.0	443.0	458.0	512.0
var0295	178.0	153.0	87.0	55.0	35.0	27.0
var0296	66.0	132.0	149.0	176.0	254.0	279.0
var0297	85.0	99.0	86.0	70.0	63.0	63.0
var0298	203.0	200.0	218.0	204.0	187.0	190.0
var0299	138.0	145.0	147.0	163.0	135.0	144.0
var0300	95.0	85.0	79.0	91.0	101.0	84.0
var0301	170.0	282.0	385.0	535.0	791.0	1073.0
var0302	206.0	126.0	70.0	56.0	28.0	14.0
var0303	151.0	153.0	164.0	186.0	185.0	172.0
var0304	141.0	140.0	135.0	126.0	98.0	94.0
var0305	260.0	250.0	286.0	274.0	265.0	251.0
var0306	149.0	175.0	208.0	252.0	267.0	312.0
var0307	180.0	232.0	331.0	448.0	548.0	678.0
var0308	297.0	244.0	215.0	166.0	102.0	63.0
var0309	180.0	255.0	329.0	346.0	417.0	454.0
var0310	126.0	110.0	103.0	113.0	71.0	59.0
var0311	161.0	160.0	151.0	139.0	138.0	126.0
var0312	161.0	293.0	437.0	626.0	943.0	1323.0
var0313	347.0	262.0	237.0	184.0	118.0	100.0
var0314	196.0	203.0	163.0	158.0	142.0	104.0
var0315	214.0	281.0	303.0	382.0	383.0	426.0
var0316	266.0	268.0	178.0	167.0	135.0	79.0
var0317	173.0	100.0	85.0	76.0	56.0	45.0
var0318	199.0	192.0	166.0	139.0	95.0	60.0
var0319	145.0	158.0	152.0	105.0	95.0	85.0
var0320	237.0	140.0	100.0	79.0	55.0	18.0
var0321	201.0	193.0	154.0	134.0	127.0	98.0
var0322	382.0	391.0	391.0	316.0	305.0	312.0
var0323	203.0	171.0	160.0	133.0	139.0	83.0
var0324	354.0	389.0	481.0	578.0	604.0	613.0
var0325	101.0	124.0	123.0	101.0	92.0	75.0
var0326	384.0	311.0	248.0	238.0	158.0	145.0
var0327	225.0	210.0	241.0	251.0	196.0	178.0
var0328	120.0	123.0	150.0	142.0	138.0	118.0
var0329	165.0	115.0	91.0	52.0	34.0	20.0
var0330	171.0	99.0	65.0	55.0	29.0	20.0
var0331	250.0	164.0	90.0	69.0	48.0	35.0
var0332	246.0	278.0	243.0	238.0	251.0	220.0
var0333	251.0	257.0	315.0	362.0	335.0	335.0
var0334	136.0	182.0	153.0	183.0	143.0	127.0
var0335	186.0	241.0	175.0	174.0	149.0	128.0
var0336	161.0	122.0	116.0	98.0	110.0	73.0
var0337	55.0	68.0	60.0	70.0	69.0	88.0
var0338	91.0	136.0	190.0	209.0	239.0	260.0
var0339	256.0	263.0	305.0	354.0	359.0	336.0
var0340	150.0	103.0	113.0	78.0	56.0	38.0
var0341	175.0	220.0	224.0	236.0	240.0	230.0
var0342	316.0	185.0	103.0	56.0	37.0	14.0
var0343	202.0	235.0	277.0	288.0	236.0	216.0
var0344	151.0	142.0	157.0	155.0	151.0	137.0
var0345	201.0	217.0	292.0	350.0	368.0	383.0
var0346	246.0	289.0	306.0	301.0	334.0	276.0
var0347	137.0	148.0	133.0	127.0	153.0	132.0
var0348	188.0	229.0	194.0	199.0	195.0	172.0
var0349	349.0	305.0	337.0	238.0	260.0	209.0
var0350	117.0	100.0	67.0	52.0	38.0	34.0
var0351	292.0	365.0	423.0	467.0	510.0	490.0
var0352	234.0	208.0	209.0	143.0	145.0	117.0
var0353	444.0	690.0	985.0	1298.0	1759.0	2348.0
var0354	141.0	126.0	157.0	189.0	161.0	198.0
var0355	229.0	169.0	142.0	88.0	54.0	45.0
var0356	239.0	184.0	131.0	87.0	62.0	49.0
var0357	190.0	189.0	120.0	78.0	62.0	51.0
var0358	187.0	134.0	82.0	51.0	32.0	16.0
var0359	135.0	143.0	142.0	198.0	185.0	184.0
var0360	247.0	233.0	221.0	212.0	197.0	193.0
var0361	123.0	134.0	145.0	145.0	152.0	143.0
var0362	175.0	179.0	161.0	144.0	110.0	85.0
var0363	359.0	338.0	278.0	271.0	264.0	216.0
var0364	382.0	568.0	878.0	1236.0	1704.0	2243.0
var0365	116.0	94.0	60.0	45.0	32.0	23.0
var0366	124.0	139.0	127.0	116.0	118.0	106.0
var0367	125.0	77.0	41.0	40.0	18.0	20.0
var0368	111.0	118.0	92.0	110.0	94.0	98.0
var0369	248.0	225.0	168.0	118.0	77.0	69.0
var0370	328.0	358.0	355.0	367.0	340.0	329.0
var0371	314.0	202.0	162.0	105.0	65.0	28.0
var0372	128.0	185.0	269.0	355.0	512.0	678.0
var0373	196.0	232.0	265.0	267.0	307.0	325.0
var0374	145.0	132.0	109.0	84.0	66.0	44.0
var0375	167.0	142.0	116.0	87.0	51.0	42.0
var0376	131.0	76.0	85.0	27.0	22.0	8.0
var0377	205.0	233.0	213.0	222.0	175.0	153.0
var0378	85.0	93.0	91.0	62.0	60.0	24.0
var0379	314.0	310.0	321.0	276.0	234.0	207.0
var0380	94.0	102.0	110.0	105.0	98.0	75.0
var0381	77.0	72.0	57.0	38.0	30.0	32.0
var0382	173.0	172.0	168.0	160.0	137.0	108.0
var0383	199.0	229.0	234.0	251.0	279.0	301.0
var0384	347.0	291.0	210.0	153.0	131.0	86.0
var0385	165.0	170.0	179.0	199.0	198.0	173.0
var0386	112.0	99.0	134.0	109.0	124.0	96.0
var0387	189.0	153.0	139.0	117.0	93.0	102.0
var0388	78.0	82.0	66.0	56.0	51.0	33.0
var0389	232.0	240.0	201.0	253.0	215.0	168.0
var0390	147.0	133.0	112.0	108.0	89.0	79.0
var0391	181.0	191.0	197.0	212.0	215.0	184.0
var0392	166.0	131.0	106.0	76.0	73.0	53.0
var0393	104.0	99.0	85.0	65.0	60.0	42.0
var0394	226.0	164.0	153.0	134.0	95.0	73.0
var0395	192.0	147.0	136.0	101.0	59.0	53.0
var0396	169.0	145.0	169.0	148.0	137.0	136.0
var0397	195.0	125.0	86.0	46.0	32.0	22.0
var0398	125.0	117.0	113.0	73.0	64.0	53.0
var0399	159.0	124.0	110.0	86.0	48.0	38.0
var0400	212.0	146.0	104.0	67.0	40.0	26.0
var0401	205.0	226.0	179.0	164.0	194.0	169.0
var0402	183.0	155.0	140.0	110.0	107.0	69.0
var0403	304.0	259.0	222.0	159.0	127.0	105.0
var0404	274.0	192.0	158.0	99.0	62.0	37.0
var0405	227.0	210.0	202.0	206.0	158.0	141.0
var0406	131.0	95.0	121.0	109.0	87.0	95.0
var0407	122.0	99.0	97.0	74.0	59.0	43.0
var0408	148.0	163.0	173.0	154.0	164.0	131.0
var0409	224.0	178.0	156.0	96.0	67.0	58.0
var0410	234.0	222.0	260.0	210.0	220.0	233.0
var0411	238.0	322.0	401.0	437.0	506.0	641.0
var0412	124.0	208.0	284.0	439.0	609.0	1001.0
var0413	149.0	159.0	191.0	181.0	162.0	178.0
var0414	125.0	126.0	117.0	105.0	59.0	44.0
var0415	214.0	148.0	127.0	109.0	69.0	48.0
var0416	193.0	233.0	205.0	216.0	217.0	200.0
var0417	240.0	242.0	248.0	279.0	264.0	261.0
var0418	120.0	139.0	163.0	167.0	172.0	178.0
var0419	166.0	150.0	148.0	126.0	97.0	63.0
var0420	342.0	288.0	253.0	206.0	149.0	124.0
var0421	125.0	122.0	107.0	98.0	79.0	82.0
var0422	226.0	263.0	214.0	175.0	154.0	127.0
var0423	114.0	87.0	56.0	42.0	23.0	18.0
var0424	73.0	95.0	102.0	125.0	146.0	135.0
var0425	170.0	211.0	162.0	157.0	137.0	129.0
var0426	58.0	39.0	20.0	13.0	5.0	5.0
var0427	136.0	83.0	54.0	25.0	14.0	12.0
var0428	176.0	167.0	166.0	142.0	97.0	130.0
var0429	334.0	279.0	237.0	159.0	121.0	89.0
var0430	179.0	225.0	219.0	213.0	252.0	237.0
var0431	161.0	142.0	105.0	106.0	74.0	58.0
var0432	210.0	206.0	210.0	182.0	140.0	144.0
var0433	445.0	463.0	404.0	404.0	369.0	336.0
var0434	109.0	76.0	43.0	27.0	15.0	13.0
var0435	153.0	141.0	144.0	128.0	99.0	107.0
var0436	211.0	157.0	125.0	86.0	63.0	50.0
var0437	194.0	222.0	222.0	221.0	246.0	227.0
var0438	215.0	157.0	94.0	59.0	35.0	28.0
var0439	143.0	151.0	176.0	221.0	175.0	161.0
var0440	156.0	168.0	157.0	125.0	100.0	81.0
var0441	134.0	119.0	84.0	59.0	49.0	31.0
var0442	113.0	166.0	207.0	237.0	293.0	323.0
var0443	132.0	128.0	160.0	173.0	187.0	185.0
var0444	97.0	94.0	92.0	69.0	63.0	46.0
var0445	108.0	80.0	65.0	42.0	21.0	25.0
var0446	328.0	245.0	179.0	151.0	102.0	70.0
var0447	164.0	113.0	71.0	70.0	39.0	31.0
var0448	244.0	304.0	404.0	425.0	495.0	505.0
var0449	138.0	125.0	122.0	113.0	122.0	111.0
var0450	155.0	145.0	113.0	91.0	100.0	100.0
var0451	129.0	108.0	103.0	104.0	85.0	80.0
var0452	287.0	253.0	210.0	156.0	124.0	110.0
var0453	251.0	236.0	232.0	192.0	161.0	145.0
var0454	143.0	187.0	175.0	204.0	169.0	154.0
var0455	149.0	127.0	150.0	151.0	156.0	140.0
var0456	347.0	267.0	215.0	204.0	122.0	98.0
var0457	215.0	151.0	128.0	102.0	63.0	41.0
var0458	99.0	86.0	80.0	62.0	42.0	61.0
var0459	197.0	188.0	235.0	264.0	279.0	253.0
var0460	143.0	98.0	105.0	101.0	74.0	39.0
var0461	263.0	277.0	226.0	208.0	186.0	165.0
var0462	91.0	74.0	83.0	51.0	51.0	32.0
var0463	206.0	146.0	94.0	71.0	44.0	26.0
var0464	168.0	104.0	85.0	67.0	40.0	22.0
var0465	277.0	284.0	288.0	248.0	259.0	264.0
var0466	238.0	155.0	89.0	73.0	43.0	27.0
var0467	137.0	174.0	218.0	242.0	216.0	250.0
var0468	159.0	147.0	233.0	281.0	318.0	364.0
var0469	127.0	118.0	114.0	99.0	85.0	97.0
var0470	140.0	149.0	98.0	113.0	126.0	131.0
var0471	330.0	308.0	325.0	310.0	275.0	253.0
var0472	173.0	214.0	207.0	207.0	242.0	198.0
var0473	127.0	159.0	152.0	162.0	160.0	138.0
var0474	255.0	402.0	480.0	588.0	739.0	893.0
var0475	298.0	367.0	473.0	542.0	700.0	838.0
var0476	230.0	295.0	325.0	367.0	340.0	349.0
var0477	147.0	165.0	143.0	115.0	100.0	76.0
var0478	192.0	143.0	113.0	72.0	65.0	44.0
var0479	132.0	124.0	123.0	104.0	80.0	63.0
var0480	210.0	262.0	305.0	388.0	493.0	556.0
var0481	118.0	118.0	94.0	87.0	59.0	60.0
var0482	158.0	145.0	102.0	94.0	69.0	50.0
var0483	173.0	156.0	170.0	168.0	134.0	95.0
var0484	128.0	105.0	170.0	133.0	111.0	109.0
var0485	199.0	168.0	157.0	111.0	82.0	79.0
var0486	148.0	90.0	69.0	69.0	59.0	48.0
var0487	223.0	287.0	322.0	361.0	353.0	380.0
var0488	157.0	113.0	103.0	81.0	55.0	29.0
var0489	145.0	116.0	94.0	68.0	47.0	46.0
var0490	315.0	258.0	245.0	183.0	173.0	148.0
var0491	193.0	250.0	335.0	438.0	556.0	578.0
var0492	211.0	213.0	180.0	136.0	92.0	129.0
var0493	197.0	193.0	151.0	142.0	115.0	97.0
var0494	340.0	242.0	170.0	122.0	90.0	45.0
var0495	179.0	295.0	374.0	483.0	538.0	606.0
var0496	247.0	390.0	484.0	549.0	673.0	716.0
