	c_0	c_1	c_2	c_3	c_4	c_5
var0093	320.0	326.0	321.0	311.0	292.0	274.0
var0094	132.0	87.0	46.0	15.0	13.0	7.0
var0095	221.0	308.0	353.0	381.0	451.0	484.0
var0096	169.0	218.0	248.0	279.0	343.0	376.0
var0097	149.0	139.0	121.0	113.0	90.0	72.0
var0098	155.0	144.0	132.0	110.0	97.0	94.0
var0099	232.0	230.0	286.0	291.0	346.0	335.0
var0100	341.0	302.0	277.0	250.0	202.0	139.0
var0101	311.0	282.0	299.0	225.0	248.0	176.0
var0102	355.0	277.0	302.0	220.0	191.0	140.0
var0103	280.0	196.0	127.0	110.0	47.0	37.0
var0104	172.0	203.0	309.0	335.0	367.0	396.0
var0105	196.0	125.0	76.0	25.0	8.0	3.0
var0106	201.0	167.0	202.0	208.0	185.0	180.0
var0107	191.0	158.0	79.0	53.0	45.0	33.0
var0108	297.0	462.0	503.0	655.0	681.0	770.0
var0109	94.0	73.0	51.0	49.0	31.0	16.0
var0110	235.0	109.0	51.0	40.0	18.0	10.0
var0111	119.0	142.0	170.0	207.0	205.0	186.0
var0112	147.0	186.0	191.0	246.0	238.0	220.0
var0113	159.0	178.0	194.0	247.0	283.0	302.0
var0114	226.0	220.0	219.0	221.0	195.0	159.0
var0115	495.0	736.0	1067.0	1427.0	1806.0	2163.0
var0116	371.0	341.0	327.0	260.0	196.0	167.0
var0117	213.0	211.0	214.0	186.0	181.0	180.0
var0118	150.0	220.0	313.0	445.0	556.0	698.0
var0119	94.0	96.0	89.0	80.0	82.0	73.0
var0120	218.0	182.0	145.0	166.0	141.0	115.0
var0121	290.0	309.0	339.0	392.0	389.0	418.0
var0122	616.0	659.0	596.0	618.0	565.0	519.0
var0123	412.0	433.0	392.0	345.0	316.0	269.0
var0124	289.0	419.0	671.0	926.0	1150.0	1589.0
var0125	95.0	101.0	114.0	131.0	138.0	124.0
var0126	176.0	169.0	146.0	115.0	90.0	68.0
var0127	154.0	132.0	116.0	80.0	75.0	52.0
var0128	187.0	220.0	318.0	378.0	456.0	500.0
var0129	278.0	204.0	122.0	99.0	49.0	30.0
var0130	232.0	191.0	222.0	187.0	164.0	131.0
var0131	320.0	338.0	441.0	538.0	599.0	550.0
var0132	144.0	178.0	179.0	158.0	190.0	166.0
var0133	136.0	90.0	66.0	45.0	26.0	19.0
var0134	269.0	237.0	157.0	121.0	75.0	58.0
var0135	201.0	181.0	186.0	188.0	156.0	117.0
var0136	138.0	136.0	141.0	98.0	91.0	77.0
var0137	134.0	125.0	153.0	156.0	141.0	114.0
var0138	195.0	207.0	251.0	207.0	190.0	176.0
var0139	180.0	207.0	200.0	178.0	180.0	181.0
var0140	292.0	240.0	192.0	133.0	87.0	73.0
var0141	265.0	246.0	215.0	180.0	129.0	148.0
var0142	163.0	230.0	215.0	227.0	248.0	249.0
var0143	207.0	259.0	239.0	235.0	197.0	213.0
var0144	203.0	207.0	133.0	113.0	73.0	76.0
var0145	133.0	119.0	93.0	69.0	43.0	39.0
var0146	264.0	180.0	93.0	58.0	22.0	13.0
var0147	112.0	130.0	150.0	158.0	149.0	172.0
var0148	144.0	128.0	102.0	105.0	51.0	50.0
var0149	87.0	62.0	33.0	24.0	8.0	5.0
var0150	278.0	292.0	257.0	266.0	199.0	221.0
var0151	232.0	168.0	111.0	79.0	34.0	16.0
var0152	133.0	108.0	87.0	55.0	39.0	22.0
var0153	330.0	235.0	159.0	149.0	90.0	72.0
var0154	407.0	459.0	460.0	502.0	488.0	429.0
var0155	116.0	99.0	88.0	44.0	46.0	38.0
var0156	173.0	170.0	206.0	185.0	171.0	141.0
var0157	380.0	447.0	458.0	508.0	528.0	552.0
var0158	184.0	143.0	114.0	79.0	62.0	32.0
var0159	128.0	121.0	106.0	93.0	69.0	67.0
var0160	178.0	76.0	55.0	20.0	9.0	13.0
var0161	273.0	201.0	179.0	193.0	161.0	128.0
var0162	242.0	213.0	207.0	177.0	117.0	99.0
var0163	462.0	506.0	504.0	478.0	493.0	474.0
var0164	188.0	209.0	213.0	207.0	178.0	183.0
var0165	259.0	165.0	142.0	105.0	54.0	56.0
var0166	208.0	126.0	91.0	64.0	35.0	26.0
var0167	215.0	217.0	275.0	266.0	255.0	275.0
var0168	172.0	219.0	259.0	232.0	212.0	221.0
var0169	154.0	147.0	163.0	138.0	152.0	93.0
var0170	292.0	257.0	261.0	253.0	206.0	173.0
var0171	93.0	127.0	176.0	226.0	250.0	237.0
var0172	240.0	390.0	463.0	543.0	698.0	808.0
var0173	95.0	150.0	248.0	347.0	588.0	714.0
var0174	287.0	226.0	188.0	171.0	112.0	56.0
var0175	145.0	155.0	132.0	120.0	120.0	117.0
var0176	259.0	232.0	165.0	151.0	83.0	66.0
var0177	174.0	99.0	50.0	21.0	8.0	4.0
var0178	163.0	162.0	163.0	156.0	122.0	93.0
var0179	102.0	96.0	86.0	51.0	34.0	12.0
var0180	172.0	123.0	97.0	68.0	53.0	34.0
var0181	114.0	91.0	61.0	48.0	46.0	23.0
var0182	256.0	282.0	245.0	216.0	186.0	188.0
var0183	117.0	62.0	30.0	12.0	5.0	6.0
var0184	193.0	199.0	215.0	173.0	128.0	118.0
var0185	134.0	132.0	93.0	69.0	60.0	37.0
var0186	116.0	95.0	66.0	54.0	36.0	37.0
var0187	157.0	181.0	160.0	166.0	141.0	131.0
var0188	152.0	109.0	73.0	17.0	13.0	4.0
var0189	148.0	150.0	172.0	179.0	172.0	163.0
var0190	300.0	187.0	136.0	68.0	58.0	46.0
var0191	179.0	248.0	347.0	362.0	434.0	473.0
var0192	226.0	213.0	211.0	179.0	168.0	121.0
var0193	66.0	41.0	21.0	11.0	3.0	3.0
var0194	150.0	132.0	133.0	90.0	56.0	41.0
var0195	199.0	162.0	162.0	94.0	82.0	43.0
var0196	522.0	452.0	306.0	268.0	184.0	136.0
var0197	345.0	215.0	98.0	57.0	20.0	9.0
var0198	289.0	267.0	185.0	203.0	124.0	95.0
var0199	189.0	90.0	30.0	16.0	2.0	2.0
var0200	325.0	392.0	406.0	443.0	462.0	471.0
var0202	301.0	166.0	158.0	106.0	90.0	62.0
var0203	434.0	271.0	194.0	103.0	58.0	51.0
var0204	257.0	252.0	226.0	192.0	188.0	118.0
var0205	363.0	209.0	127.0	113.0	54.0	29.0
var0206	99.0	76.0	47.0	31.0	10.0	16.0
var0207	103.0	175.0	248.0	327.0	397.0	520.0
var0208	240.0	220.0	246.0	229.0	173.0	177.0
var0209	326.0	324.0	251.0	256.0	220.0	154.0
var0210	89.0	62.0	55.0	26.0	21.0	11.0
var0211	65.0	46.0	38.0	44.0	40.0	43.0
var0212	277.0	401.0	566.0	775.0	1012.0	1356.0
var0213	185.0	267.0	314.0	420.0	533.0	597.0
var0214	113.0	140.0	130.0	164.0	183.0	186.0
var0216	152.0	128.0	106.0	112.0	78.0	49.0
var0217	327.0	368.0	338.0	314.0	315.0	315.0
var0218	134.0	79.0	59.0	24.0	8.0	1.0
var0219	91.0	133.0	148.0	168.0	164.0	172.0
var0220	129.0	129.0	93.0	93.0	85.0	73.0
var0221	203.0	326.0	468.0	674.0	882.0	1270.0
var0222	461.0	484.0	489.0	506.0	440.0	413.0
var0223	264.0	346.0	345.0	381.0	398.0	429.0
var0224	177.0	194.0	224.0	234.0	273.0	260.0
var0225	137.0	127.0	94.0	112.0	52.0	52.0
var0226	148.0	158.0	114.0	127.0	99.0	83.0
var0227	121.0	105.0	110.0	96.0	95.0	73.0
var0228	270.0	266.0	253.0	229.0	196.0	149.0
var0229	164.0	181.0	138.0	92.0	100.0	77.0
var0230	175.0	146.0	112.0	89.0	68.0	36.0
var0231	79.0	91.0	104.0	89.0	85.0	71.0
var0232	91.0	86.0	67.0	33.0	16.0	9.0
var0233	154.0	158.0	199.0	157.0	163.0	153.0
var0234	302.0	239.0	215.0	155.0	119.0	82.0
var0235	125.0	166.0	177.0	189.0	202.0	192.0
var0236	104.0	113.0	145.0	181.0	128.0	130.0
var0237	211.0	191.0	155.0	162.0	110.0	117.0
var0238	172.0	195.0	172.0	202.0	196.0	169.0
var0239	115.0	103.0	101.0	73.0	46.0	43.0
var0240	127.0	130.0	113.0	97.0	75.0	76.0
var0241	192.0	139.0	112.0	83.0	74.0	53.0
var0242	170.0	104.0	61.0	29.0	15.0	7.0
var0243	177.0	190.0	227.0	277.0	305.0	279.0
var0244	251.0	256.0	249.0	249.0	207.0	164.0
var0245	205.0	242.0	242.0	234.0	237.0	205.0
var0246	172.0	259.0	361.0	491.0	695.0	888.0
var0247	134.0	268.0	430.0	642.0	972.0	1328.0
var0248	140.0	122.0	157.0	119.0	115.0	119.0
var0249	251.0	216.0	195.0	150.0	105.0	71.0
var0250	128.0	181.0	195.0	210.0	213.0	198.0
var0251	419.0	410.0	402.0	369.0	342.0	261.0
var0252	144.0	129.0	98.0	119.0	65.0	45.0
var0253	138.0	115.0	144.0	139.0	126.0	106.0
var0254	212.0	338.0	370.0	385.0	463.0	480.0
var0255	196.0	108.0	88.0	46.0	21.0	15.0
var0256	200.0	129.0	59.0	36.0	25.0	9.0
var0257	390.0	509.0	488.0	546.0	551.0	572.0
var0258	257.0	274.0	296.0	340.0	319.0	313.0
var0259	244.0	350.0	431.0	452.0	564.0	573.0
var0260	450.0	537.0	529.0	571.0	613.0	548.0
var0261	201.0	206.0	224.0	210.0	184.0	152.0
var0262	231.0	293.0	359.0	456.0	527.0	602.0
var0263	205.0	160.0	159.0	143.0	87.0	72.0
var0264	273.0	287.0	290.0	261.0	242.0	236.0
var0265	181.0	326.0	519.0	671.0	997.0	1309.0
var0266	154.0	145.0	181.0	174.0	116.0	144.0
var0267	147.0	144.0	135.0	112.0	116.0	112.0
var0268	148.0	142.0	119.0	87.0	72.0	64.0
var0269	183.0	236.0	261.0	297.0	301.0	304.0
var0270	244.0	247.0	259.0	215.0	229.0	202.0
var0271	266.0	349.0	407.0	493.0	467.0	503.0
var0272	300.0	277.0	323.0	341.0	283.0	255.0
var0273	125.0	101.0	91.0	79.0	73.0	54.0
var0274	301.0	327.0	314.0	273.0	239.0	237.0
var0275	188.0	186.0	106.0	86.0	62.0	46.0
var0276	182.0	260.0	325.0	328.0	412.0	438.0
var0277	211.0	147.0	82.0	42.0	37.0	16.0
var0278	563.0	738.0	830.0	924.0	996.0	1123.0
var0279	305.0	220.0	160.0	142.0	93.0	55.0
var0280	173.0	228.0	227.0	280.0	335.0	353.0
var0281	251.0	241.0	200.0	148.0	133.0	97.0
var0282	269.0	267.0	246.0	224.0	204.0	171.0
var0283	127.0	190.0	241.0	345.0	417.0	554.0
var0284	447.0	333.0	252.0	180.0	107.0	69.0
var0285	122.0	155.0	180.0	128.0	117.0	104.0
var0286	128.0	114.0	183.0	203.0	256.0	307.0
var0287	131.0	47.0	19.0	9.0	5.0	1.0
var0288	197.0	145.0	107.0	76.0	60.0	40.0
var0289	254.0	232.0	199.0	210.0	147.0	140.0
var0290	168.0	130.0	111.0	69.0	41.0	21.0
var0291	276.0	277.0	243.0	247.0	194.0	153.0
var0292	100.0	122.0	137.0	151.0	142.0	129.0
var0293	97.0	104.0	70.0	81.0	82.0	49.0
var0294	201.0	164.0	121.0	82.0	65.0	29.0
var0295	170.0	94.0	48.0	37.0	15.0	5.0
var0296	103.0	99.0	59.0	42.0	24.0	22.0
var0297	160.0	174.0	163.0	149.0	131.0	98.0
var0298	130.0	104.0	120.0	113.0	78.0	69.0
var0299	147.0	210.0	270.0	334.0	401.0	468.0
var0300	148.0	102.0	48.0	21.0	36.0	14.0
var0301	185.0	104.0	70.0	44.0	20.0	15.0
var0302	104.0	122.0	136.0	143.0	114.0	117.0
var0303	173.0	185.0	149.0	118.0	90.0	83.0
var0304	336.0	310.0	282.0	229.0	205.0	167.0
var0305	208.0	175.0	150.0	131.0	110.0	66.0
var0306	129.0	148.0	157.0	191.0	228.0	215.0
var0307	115.0	122.0	159.0	180.0	141.0	156.0
var0308	286.0	266.0	220.0	241.0	181.0	146.0
var0309	89.0	62.0	25.0	29.0	11.0	5.0
var0310	140.0	109.0	62.0	61.0	41.0	16.0
var0311	230.0	258.0	269.0	273.0	280.0	284.0
var0312	237.0	220.0	205.0	199.0	154.0	136.0
var0313	256.0	288.0	278.0	313.0	329.0	281.0
var0314	258.0	237.0	191.0	166.0	129.0	84.0
var0315	189.0	161.0	152.0	113.0	104.0	92.0
var0316	64.0	83.0	129.0	141.0	99.0	100.0
var0317	168.0	192.0	218.0	248.0	228.0	255.0
var0318	247.0	173.0	111.0	60.0	47.0	22.0
var0319	287.0	177.0	158.0	100.0	73.0	39.0
var0320	161.0	242.0	264.0	299.0	309.0	382.0
var0321	243.0	272.0	256.0	251.0	236.0	250.0
var0322	231.0	234.0	190.0	202.0	172.0	142.0
var0323	208.0	211.0	219.0	190.0	169.0	142.0
var0324	161.0	173.0	168.0	176.0	145.0	125.0
var0325	91.0	139.0	203.0	198.0	254.0	293.0
var0326	132.0	124.0	104.0	66.0	62.0	33.0
var0327	125.0	261.0	373.0	666.0	960.0	1435.0
var0328	89.0	113.0	183.0	249.0	287.0	306.0
var0329	98.0	129.0	149.0	162.0	168.0	142.0
var0330	101.0	78.0	61.0	48.0	26.0	17.0
var0331	136.0	107.0	92.0	86.0	73.0	53.0
var0332	172.0	239.0	364.0	474.0	651.0	875.0
var0334	302.0	323.0	267.0	282.0	205.0	171.0
var0335	293.0	293.0	260.0	222.0	227.0	194.0
var0336	222.0	256.0	264.0	297.0	328.0	367.0
var0337	373.0	483.0	640.0	842.0	1007.0	1227.0
var0338	299.0	249.0	171.0	140.0	98.0	56.0
var0339	124.0	162.0	171.0	217.0	203.0	238.0
var0340	83.0	155.0	202.0	261.0	358.0	407.0
var0341	108.0	91.0	72.0	58.0	42.0	25.0
var0342	113.0	131.0	141.0	174.0	145.0	166.0
var0343	136.0	121.0	67.0	37.0	24.0	12.0
var0344	139.0	111.0	94.0	40.0	41.0	21.0
var0345	195.0	140.0	99.0	70.0	50.0	17.0
var0346	135.0	91.0	52.0	46.0	25.0	11.0
var0347	240.0	173.0	128.0	76.0	56.0	28.0
var0348	286.0	293.0	382.0	434.0	421.0	403.0
var0349	166.0	233.0	339.0	519.0	672.0	890.0
var0350	277.0	282.0	242.0	227.0	201.0	159.0
var0351	144.0	152.0	170.0	212.0	185.0	177.0
var0352	86.0	53.0	31.0	11.0	6.0	2.0
var0353	123.0	175.0	198.0	194.0	180.0	195.0
var0354	282.0	407.0	548.0	669.0	808.0	901.0
var0355	357.0	270.0	194.0	138.0	119.0	73.0
var0356	168.0	172.0	198.0	197.0	167.0	157.0
var0357	132.0	199.0	227.0	244.0	309.0	286.0
var0358	294.0	323.0	351.0	338.0	346.0	353.0
var0359	234.0	187.0	160.0	160.0	143.0	97.0
var0360	284.0	287.0	327.0	307.0	323.0	261.0
var0361	207.0	272.0	265.0	306.0	336.0	314.0
var0362	122.0	110.0	123.0	137.0	98.0	99.0
var0363	135.0	187.0	255.0	313.0	356.0	404.0
var0364	247.0	272.0	255.0	276.0	213.0	191.0
var0365	279.0	230.0	204.0	176.0	103.0	76.0
var0366	189.0	275.0	406.0	555.0	724.0	957.0
var0367	240.0	275.0	273.0	284.0	293.0	260.0
var0368	210.0	160.0	172.0	142.0	119.0	87.0
var0369	117.0	84.0	62.0	35.0	34.0	25.0
var0370	103.0	128.0	133.0	131.0	109.0	119.0
var0371	429.0	410.0	347.0	304.0	237.0	228.0
var0372	188.0	274.0	312.0	310.0	260.0	304.0
var0373	112.0	138.0	180.0	169.0	178.0	197.0
var0374	209.0	182.0	180.0	179.0	106.0	96.0
var0375	90.0	54.0	29.0	13.0	10.0	5.0
var0376	277.0	263.0	268.0	245.0	219.0	190.0
var0377	154.0	119.0	112.0	133.0	96.0	77.0
var0378	114.0	78.0	54.0	36.0	26.0	16.0
var0379	200.0	363.0	450.0	627.0	853.0	1084.0
var0380	284.0	331.0	399.0	396.0	467.0	396.0
var0381	324.0	246.0	196.0	130.0	74.0	53.0
var0382	486.0	353.0	257.0	171.0	98.0	81.0
var0383	95.0	111.0	102.0	126.0	105.0	125.0
var0384	211.0	303.0	343.0	458.0	478.0	503.0
var0385	298.0	245.0	209.0	161.0	124.0	95.0
var0386	300.0	431.0	452.0	580.0	554.0	605.0
var0387	183.0	234.0	221.0	244.0	204.0	189.0
var0388	151.0	167.0	247.0	309.0	332.0	361.0
var0389	112.0	136.0	147.0	150.0	147.0	157.0
var0390	314.0	452.0	495.0	611.0	668.0	719.0
var0391	79.0	38.0	22.0	12.0	4.0	2.0
var0392	189.0	158.0	101.0	80.0	44.0	32.0
var0393	146.0	163.0	195.0	175.0	153.0	162.0
var0394	261.0	266.0	251.0	199.0	176.0	131.0
var0395	220.0	135.0	81.0	70.0	22.0	4.0
var0396	183.0	233.0	312.0	342.0	295.0	276.0
var0397	111.0	114.0	137.0	164.0	170.0	152.0
var0398	206.0	219.0	262.0	251.0	216.0	251.0
var0399	266.0	260.0	278.0	235.0	170.0	170.0
var0400	116.0	64.0	30.0	13.0	5.0	3.0
var0401	150.0	197.0	306.0	371.0	385.0	465.0
var0402	227.0	250.0	197.0	199.0	166.0	133.0
var0403	175.0	170.0	132.0	113.0	75.0	38.0
var0404	167.0	181.0	148.0	148.0	108.0	77.0
var0405	172.0	200.0	173.0	165.0	154.0	165.0
var0406	184.0	209.0	183.0	146.0	121.0	135.0
var0407	164.0	168.0	135.0	106.0	108.0	80.0
var0408	118.0	148.0	181.0	224.0	225.0	263.0
var0409	284.0	276.0	221.0	219.0	124.0	92.0
var0410	191.0	242.0	324.0	352.0	369.0	457.0
var0411	107.0	84.0	67.0	66.0	51.0	35.0
var0412	299.0	266.0	242.0	223.0	169.0	134.0
var0413	76.0	82.0	82.0	90.0	101.0	84.0
var0414	119.0	98.0	44.0	43.0	23.0	8.0
var0415	142.0	202.0	217.0	218.0	288.0	287.0
var0416	145.0	229.0	324.0	446.0	557.0	759.0
var0417	233.0	221.0	208.0	210.0	150.0	142.0
var0418	274.0	247.0	228.0	163.0	114.0	81.0
var0419	285.0	363.0	418.0	527.0	589.0	581.0
var0420	301.0	329.0	303.0	240.0	230.0	175.0
var0421	255.0	221.0	185.0	160.0	150.0	107.0
var0422	124.0	133.0	122.0	105.0	116.0	87.0
var0423	218.0	140.0	83.0	47.0	30.0	18.0
var0424	144.0	155.0	163.0	185.0	176.0	197.0
var0425	125.0	173.0	221.0	210.0	218.0	275.0
var0426	211.0	104.0	79.0	47.0	30.0	15.0
var0427	209.0	183.0	187.0	137.0	119.0	123.0
var0428	155.0	186.0	160.0	158.0	120.0	95.0
var0429	141.0	147.0	172.0	197.0	175.0	221.0
var0430	148.0	198.0	262.0	311.0	390.0	382.0
var0431	78.0	78.0	70.0	76.0	78.0	43.0
var0432	106.0	82.0	67.0	44.0	34.0	22.0
var0433	69.0	81.0	59.0	63.0	55.0	43.0
var0434	84.0	101.0	78.0	77.0	65.0	55.0
var0435	233.0	82.0	20.0	5.0	3.0	1.0
var0436	239.0	218.0	190.0	148.0	109.0	91.0
var0437	269.0	303.0	266.0	245.0	213.0	177.0
var0438	155.0	126.0	102.0	77.0	40.0	27.0
var0439	298.0	336.0	474.0	536.0	605.0	667.0
var0440	208.0	324.0	447.0	544.0	717.0	820.0
var0441	117.0	155.0	205.0	215.0	241.0	198.0
var0442	162.0	186.0	199.0	153.0	163.0	144.0
var0443	168.0	220.0	216.0	285.0	325.0	420.0
var0444	71.0	85.0	86.0	111.0	107.0	139.0
var0445	125.0	128.0	104.0	111.0	111.0	67.0
var0446	253.0	213.0	174.0	155.0	137.0	85.0
var0447	153.0	209.0	268.0	327.0	392.0	446.0
var0448	158.0	126.0	121.0	88.0	64.0	53.0
var0449	190.0	176.0	182.0	136.0	171.0	164.0
var0450	178.0	129.0	110.0	90.0	62.0	60.0
var0451	179.0	120.0	81.0	30.0	23.0	7.0
var0452	116.0	140.0	85.0	82.0	86.0	58.0
var0453	218.0	271.0	352.0	362.0	388.0	437.0
var0454	186.0	127.0	77.0	56.0	30.0	13.0
var0455	462.0	466.0	511.0	498.0	470.0	425.0
var0456	260.0	248.0	234.0	192.0	155.0	135.0
var0457	263.0	334.0	469.0	572.0	657.0	743.0
var0458	76.0	65.0	59.0	45.0	21.0	24.0
var0459	152.0	203.0	220.0	245.0	242.0	287.0
var0460	177.0	206.0	204.0	208.0	189.0	183.0
var0461	193.0	203.0	216.0	188.0	219.0	181.0
var0462	210.0	215.0	218.0	225.0	173.0	167.0
var0463	194.0	173.0	161.0	153.0	129.0	103.0
var0464	166.0	117.0	74.0	50.0	26.0	11.0
var0465	173.0	139.0	105.0	72.0	71.0	51.0
var0466	172.0	151.0	126.0	95.0	60.0	29.0
var0467	228.0	128.0	91.0	51.0	28.0	18.0
var0468	220.0	247.0	302.0	298.0	284.0	327.0
var0469	379.0	242.0	135.0	84.0	29.0	14.0
var0470	311.0	439.0	556.0	640.0	824.0	998.0
var0471	298.0	366.0	437.0	469.0	566.0	596.0
var0472	546.0	641.0	638.0	753.0	799.0	713.0
var0473	212.0	280.0	318.0	406.0	416.0	504.0
var0474	109.0	90.0	121.0	104.0	100.0	70.0
var0475	169.0	181.0	174.0	157.0	155.0	155.0
var0476	140.0	203.0	240.0	260.0	309.0	325.0
var0477	102.0	61.0	41.0	29.0	9.0	6.0
var0478	280.0	292.0	317.0	349.0	367.0	341.0
var0479	101.0	127.0	158.0	184.0	211.0	216.0
var0480	247.0	315.0	377.0	396.0	428.0	394.0
var0481	246.0	359.0	550.0	737.0	968.0	1173.0
var0482	226.0	268.0	244.0	204.0	210.0	170.0
var0483	192.0	350.0	421.0	630.0	961.0	1267.0
var0484	246.0	247.0	210.0	210.0	175.0	137.0
var0485	176.0	202.0	176.0	189.0	179.0	169.0
var0486	122.0	109.0	98.0	105.0	99.0	47.0
var0487	320.0	203.0	128.0	63.0	39.0	32.0
var0488	151.0	195.0	281.0	374.0	390.0	462.0
var0489	206.0	210.0	160.0	140.0	121.0	71.0
var0490	141.0	153.0	177.0	182.0	126.0	111.0
var0491	274.0	209.0	191.0	113.0	106.0	84.0
var0492	280.0	252.0	320.0	265.0	240.0	229.0
var0493	110.0	116.0	112.0	118.0	96.0	81.0
var0494	154.0	182.0	204.0	190.0	194.0	184.0
var0495	244.0	278.0	269.0	256.0	245.0	195.0
var0496	172.0	162.0	180.0	124.0	108.0	84.0
var0497	136.0	154.0	127.0	140.0	121.0	115.0
var0498	257.0	340.0	369.0	397.0	443.0	478.0
var0499	343.0	363.0	421.0	386.0	441.0	374.0
