test	TP	FN	FP	TN	NAR	FDR	POWER	fdr	sim	rep	rd	mode
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim10	rep1	rd1	nopos
DIMSUM_tests	0.00657894736842105	3.654970760233918e-4	0.7697368421052632	0.19773391812865496	0.02558479532163742	0.9915254237288136	0.9473684210526316	0.1	sim10	rep1	rd1	nopos
ENRICH2_tests	0.02302631578947368	0.00511695906432748	0.5968567251461988	0.375	0	0.9628537735849056	0.8181818181818182	0.005	sim2	rep1	rd1	nopos
ROSACE_tests	0.02485380116959064	0.00146198830409356	0.20211988304093567	0.7693713450292398	0.00219298245614035	0.8904991948470209	0.9444444444444444	0.005	sim2	rep1	rd1	nopos
ROSACENP_tests	0.02412280701754386	0.00219298245614035	0.19480994152046785	0.7766812865497076	0.00219298245614035	0.8898163606010017	0.9166666666666666	0.005	sim2	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim2	rep1	rd1	nopos
DIMSUM_tests	0.00475146198830409	0.00109649122807017	0.6154970760233918	0.35635964912280704	0.0222953216374269	0.9923394225103124	0.8125	0.005	sim2	rep1	rd1	nopos
ENRICH2_tests	0.02448830409356725	0.00365497076023391	0.6279239766081871	0.3439327485380117	0	0.9624649859943976	0.8701298701298701	0.01	sim2	rep1	rd1	nopos
ROSACE_tests	0.02485380116959064	0.00146198830409356	0.23976608187134504	0.7317251461988304	0.00219298245614035	0.9060773480662984	0.9444444444444444	0.01	sim2	rep1	rd1	nopos
ROSACENP_tests	0.02485380116959064	0.00146198830409356	0.23684210526315788	0.7346491228070176	0.00219298245614035	0.9050279329608938	0.9444444444444444	0.01	sim2	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim2	rep1	rd1	nopos
DIMSUM_tests	0.00475146198830409	0.00109649122807017	0.6491228070175439	0.322733918128655	0.0222953216374269	0.9927333705980994	0.8125	0.01	sim2	rep1	rd1	nopos
ENRICH2_tests	0.02704678362573099	0.00109649122807017	0.6991959064327485	0.27266081871345027	0	0.9627579265223956	0.961038961038961	0.05	sim2	rep1	rd1	nopos
ROSACE_tests	0.02485380116959064	0.00146198830409356	0.36878654970760233	0.6027046783625731	0.00219298245614035	0.93686165273909	0.9444444444444444	0.05	sim2	rep1	rd1	nopos
ROSACENP_tests	0.02485380116959064	0.00146198830409356	0.3541666666666667	0.6173245614035088	0.00219298245614035	0.9344262295081968	0.9444444444444444	0.05	sim2	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim2	rep1	rd1	nopos
DIMSUM_tests	0.00511695906432748	7.309941520467836e-4	0.7185672514619883	0.2532894736842105	0.0222953216374269	0.9929292929292928	0.875	0.05	sim2	rep1	rd1	nopos
ENRICH2_tests	0.02704678362573099	0.00109649122807017	0.7496345029239766	0.2222222222222222	0	0.9651764705882352	0.961038961038961	0.1	sim2	rep1	rd1	nopos
ROSACE_tests	0.02521929824561403	0.00109649122807017	0.4440789473684211	0.5274122807017544	0.00219298245614035	0.9462616822429908	0.9583333333333334	0.1	sim2	rep1	rd1	nopos
ROSACENP_tests	0.02485380116959064	0.00146198830409356	0.4371345029239766	0.5343567251461988	0.00219298245614035	0.9462025316455696	0.9444444444444444	0.1	sim2	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim2	rep1	rd1	nopos
DIMSUM_tests	0.00511695906432748	7.309941520467836e-4	0.7624269005847953	0.20942982456140352	0.0222953216374269	0.9933333333333332	0.875	0.1	sim2	rep1	rd1	nopos
ENRICH2_tests	0.02704678362573099	0.00365497076023391	0.6253654970760234	0.3439327485380117	0	0.9585434173669468	0.8809523809523809	0.005	sim3	rep1	rd1	nopos
ROSACE_tests	0.02777777777777777	0.00146198830409356	0.2211257309941521	0.7467105263157895	0.00292397660818713	0.8883994126284874	0.95	0.005	sim3	rep1	rd1	nopos
ROSACENP_tests	0.02704678362573099	0.00219298245614035	0.20029239766081872	0.7675438596491229	0.00292397660818713	0.8810289389067525	0.925	0.005	sim3	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim3	rep1	rd1	nopos
DIMSUM_tests	0.00365497076023391	3.654970760233918e-4	0.6443713450292398	0.32456140350877194	0.02704678362573099	0.994359842075578	0.9090909090909092	0.005	sim3	rep1	rd1	nopos
ENRICH2_tests	0.02850877192982456	0.00219298245614035	0.6582602339181286	0.31103801169590645	0	0.9584885577434804	0.9285714285714286	0.01	sim3	rep1	rd1	nopos
ROSACE_tests	0.02814327485380116	0.00109649122807017	0.2565789473684211	0.7112573099415205	0.00292397660818713	0.9011553273427472	0.9625	0.01	sim3	rep1	rd1	nopos
ROSACENP_tests	0.02741228070175438	0.00182748538011695	0.2364766081871345	0.731359649122807	0.00292397660818713	0.8961218836565097	0.9375	0.01	sim3	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim3	rep1	rd1	nopos
DIMSUM_tests	0.00365497076023391	3.654970760233918e-4	0.6739766081871345	0.2949561403508772	0.02704678362573099	0.9946062567421792	0.9090909090909092	0.01	sim3	rep1	rd1	nopos
ENRICH2_tests	0.02997076023391812	7.309941520467836e-4	0.731359649122807	0.2379385964912281	0	0.9606337013922228	0.9761904761904762	0.05	sim3	rep1	rd1	nopos
ROSACE_tests	0.02887426900584795	3.654970760233918e-4	0.3815789473684211	0.5862573099415205	0.00292397660818713	0.929652715939448	0.9875	0.05	sim3	rep1	rd1	nopos
ROSACENP_tests	0.02777777777777777	0.00146198830409356	0.35891812865497075	0.6089181286549707	0.00292397660818713	0.9281663516068052	0.95	0.05	sim3	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim3	rep1	rd1	nopos
DIMSUM_tests	0.00365497076023391	3.654970760233918e-4	0.7489035087719298	0.22002923976608188	0.02704678362573099	0.9951432734337056	0.9090909090909092	0.05	sim3	rep1	rd1	nopos
ENRICH2_tests	0.03070175438596491	0	0.7690058479532164	0.20029239766081872	0	0.9616087751371116	1	0.1	sim3	rep1	rd1	nopos
ROSACE_tests	0.02887426900584795	3.654970760233918e-4	0.46381578947368424	0.5040204678362573	0.00292397660818713	0.9413946587537092	0.9875	0.1	sim3	rep1	rd1	nopos
ROSACENP_tests	0.02814327485380116	0.00109649122807017	0.4371345029239766	0.5307017543859649	0.00292397660818713	0.939512961508248	0.9625	0.1	sim3	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim3	rep1	rd1	nopos
DIMSUM_tests	0.00402046783625731	0	0.7825292397660819	0.18640350877192985	0.02704678362573099	0.9948884758364313	1	0.1	sim3	rep1	rd1	nopos
ENRICH2_tests	0.02448830409356725	0.00292397660818713	0.6162280701754386	0.35635964912280704	0	0.9617798060467768	0.8933333333333333	0.005	sim4	rep1	rd1	nopos
ROSACE_tests	0.02521929824561403	0.00109649122807017	0.21820175438596492	0.7521929824561403	0.00328947368421052	0.8963963963963965	0.9583333333333334	0.005	sim4	rep1	rd1	nopos
ROSACENP_tests	0.02521929824561403	0.00109649122807017	0.2010233918128655	0.7693713450292398	0.00328947368421052	0.8885298869143781	0.9583333333333334	0.005	sim4	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim4	rep1	rd1	nopos
DIMSUM_tests	0.00584795321637426	0	0.6301169590643275	0.34247076023391815	0.02156432748538011	0.9908045977011494	1	0.005	sim4	rep1	rd1	nopos
ENRICH2_tests	0.02558479532163742	0.00182748538011695	0.6374269005847953	0.33516081871345027	0	0.9614112458654906	0.9333333333333332	0.01	sim4	rep1	rd1	nopos
ROSACE_tests	0.02558479532163742	7.309941520467836e-4	0.2598684210526316	0.7105263157894737	0.00328947368421052	0.910371318822023	0.9722222222222222	0.01	sim4	rep1	rd1	nopos
ROSACENP_tests	0.02558479532163742	7.309941520467836e-4	0.23684210526315788	0.7335526315789473	0.00328947368421052	0.9025069637883008	0.9722222222222222	0.01	sim4	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim4	rep1	rd1	nopos
DIMSUM_tests	0.00584795321637426	0	0.6546052631578947	0.31798245614035087	0.02156432748538011	0.9911455451023796	1	0.01	sim4	rep1	rd1	nopos
ENRICH2_tests	0.02704678362573099	3.654970760233918e-4	0.7097953216374269	0.2627923976608187	0	0.9632936507936508	0.9866666666666668	0.05	sim4	rep1	rd1	nopos
ROSACE_tests	0.02595029239766081	3.654970760233918e-4	0.3892543859649123	0.581140350877193	0.00328947368421052	0.9375	0.9861111111111112	0.05	sim4	rep1	rd1	nopos
ROSACENP_tests	0.02558479532163742	7.309941520467836e-4	0.3709795321637427	0.5994152046783626	0.00328947368421052	0.935483870967742	0.9722222222222222	0.05	sim4	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim4	rep1	rd1	nopos
DIMSUM_tests	0.00584795321637426	0	0.7244152046783626	0.24817251461988304	0.02156432748538011	0.991991991991992	1	0.05	sim4	rep1	rd1	nopos
ENRICH2_tests	0.02704678362573099	3.654970760233918e-4	0.748172514619883	0.22441520467836257	0	0.9651107967939652	0.9866666666666668	0.1	sim4	rep1	rd1	nopos
ROSACE_tests	0.02631578947368421	0	0.4572368421052632	0.5131578947368421	0.00328947368421052	0.9455782312925172	1	0.1	sim4	rep1	rd1	nopos
ROSACENP_tests	0.02595029239766081	3.654970760233918e-4	0.44298245614035087	0.5274122807017544	0.00328947368421052	0.9446609508963368	0.9861111111111112	0.1	sim4	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim4	rep1	rd1	nopos
DIMSUM_tests	0.00584795321637426	0	0.7646198830409356	0.2079678362573099	0.02156432748538011	0.9924098671726757	1	0.1	sim4	rep1	rd1	nopos
ENRICH2_tests	0.03143274853801169	0.00292397660818713	0.6074561403508771	0.358187134502924	0	0.9508009153318078	0.9148936170212766	0.005	sim5	rep1	rd1	nopos
ROSACE_tests	0.03179824561403509	0.00109649122807017	0.2185672514619883	0.7463450292397661	0.00219298245614035	0.872992700729927	0.9666666666666666	0.005	sim5	rep1	rd1	nopos
ROSACENP_tests	0.02887426900584795	0.00402046783625731	0.20065789473684212	0.7642543859649122	0.00219298245614035	0.874203821656051	0.8777777777777778	0.005	sim5	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim5	rep1	rd1	nopos
DIMSUM_tests	0.00767543859649122	3.654970760233918e-4	0.6239035087719298	0.34100877192982454	0.02704678362573099	0.9878472222222222	0.9545454545454546	0.005	sim5	rep1	rd1	nopos
ENRICH2_tests	0.03216374269005848	0.00219298245614035	0.6337719298245614	0.33187134502923976	0	0.9517014270032932	0.9361702127659576	0.01	sim5	rep1	rd1	nopos
ROSACE_tests	0.03216374269005848	7.309941520467836e-4	0.25584795321637427	0.7090643274853801	0.00219298245614035	0.8883248730964468	0.9777777777777776	0.01	sim5	rep1	rd1	nopos
ROSACENP_tests	0.02923976608187134	0.00365497076023391	0.23026315789473684	0.7346491228070176	0.00219298245614035	0.8873239436619719	0.8888888888888888	0.01	sim5	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim5	rep1	rd1	nopos
DIMSUM_tests	0.00767543859649122	3.654970760233918e-4	0.6509502923976608	0.31396198830409355	0.02704678362573099	0.98834628190899	0.9545454545454546	0.01	sim5	rep1	rd1	nopos
ENRICH2_tests	0.03362573099415204	7.309941520467836e-4	0.7076023391812866	0.2580409356725146	0	0.9546351084812624	0.9787234042553192	0.05	sim5	rep1	rd1	nopos
ROSACE_tests	0.03252923976608187	3.654970760233918e-4	0.3746345029239766	0.5902777777777778	0.00219298245614035	0.9201077199281869	0.9888888888888888	0.05	sim5	rep1	rd1	nopos
ROSACENP_tests	0.03179824561403509	0.00109649122807017	0.35453216374269003	0.6103801169590644	0.00219298245614035	0.9176915799432356	0.9666666666666666	0.05	sim5	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim5	rep1	rd1	nopos
DIMSUM_tests	0.00804093567251462	0	0.7222222222222222	0.24269005847953215	0.02704678362573099	0.988988988988989	1	0.05	sim5	rep1	rd1	nopos
ENRICH2_tests	0.03399122807017544	3.654970760233918e-4	0.7459795321637427	0.21966374269005848	0	0.9564198687910028	0.9893617021276596	0.1	sim5	rep1	rd1	nopos
ROSACE_tests	0.03252923976608187	3.654970760233918e-4	0.4433479532163742	0.5215643274853801	0.00219298245614035	0.9316436251920124	0.9888888888888888	0.1	sim5	rep1	rd1	nopos
ROSACENP_tests	0.03216374269005848	7.309941520467836e-4	0.42543859649122806	0.5394736842105263	0.00219298245614035	0.9297124600638976	0.9777777777777776	0.1	sim5	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim5	rep1	rd1	nopos
DIMSUM_tests	0.00804093567251462	0	0.7635233918128655	0.2013888888888889	0.02704678362573099	0.989578398863098	1	0.1	sim5	rep1	rd1	nopos
ENRICH2_tests	0.02997076023391812	0.00219298245614035	0.6041666666666666	0.36366959064327486	0	0.9527377521613832	0.9318181818181818	0.005	sim6	rep1	rd1	nopos
ROSACE_tests	0.03070175438596491	3.654970760233918e-4	0.22697368421052633	0.7401315789473685	0.00182748538011695	0.8808510638297873	0.9882352941176472	0.005	sim6	rep1	rd1	nopos
ROSACENP_tests	0.03070175438596491	3.654970760233918e-4	0.20248538011695907	0.7646198830409356	0.00182748538011695	0.8683385579937304	0.9882352941176472	0.005	sim6	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim6	rep1	rd1	nopos
DIMSUM_tests	0.00511695906432748	3.654970760233918e-4	0.626827485380117	0.3406432748538012	0.02704678362573099	0.9919028340080972	0.9333333333333332	0.005	sim6	rep1	rd1	nopos
ENRICH2_tests	0.02997076023391812	0.00219298245614035	0.6366959064327485	0.33114035087719296	0	0.9550438596491228	0.9318181818181818	0.01	sim6	rep1	rd1	nopos
ROSACE_tests	0.03070175438596491	3.654970760233918e-4	0.2635233918128655	0.7035818713450293	0.00182748538011695	0.8956521739130435	0.9882352941176472	0.01	sim6	rep1	rd1	nopos
ROSACENP_tests	0.03070175438596491	3.654970760233918e-4	0.23830409356725143	0.7288011695906432	0.00182748538011695	0.8858695652173914	0.9882352941176472	0.01	sim6	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim6	rep1	rd1	nopos
DIMSUM_tests	0.00511695906432748	3.654970760233918e-4	0.6502192982456141	0.3172514619883041	0.02704678362573099	0.992191857222532	0.9333333333333332	0.01	sim6	rep1	rd1	nopos
ENRICH2_tests	0.03179824561403509	3.654970760233918e-4	0.7090643274853801	0.25877192982456143	0	0.957079427725703	0.9886363636363638	0.05	sim6	rep1	rd1	nopos
ROSACE_tests	0.03070175438596491	3.654970760233918e-4	0.375	0.5921052631578947	0.00182748538011695	0.9243243243243244	0.9882352941176472	0.05	sim6	rep1	rd1	nopos
ROSACENP_tests	0.03070175438596491	3.654970760233918e-4	0.34904970760233917	0.6180555555555556	0.00182748538011695	0.919153031761309	0.9882352941176472	0.05	sim6	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim6	rep1	rd1	nopos
DIMSUM_tests	0.00511695906432748	3.654970760233918e-4	0.7284356725146199	0.23903508771929824	0.02704678362573099	0.9930244145490782	0.9333333333333332	0.05	sim6	rep1	rd1	nopos
ENRICH2_tests	0.03179824561403509	3.654970760233918e-4	0.7580409356725146	0.2097953216374269	0	0.959740860712633	0.9886363636363638	0.1	sim6	rep1	rd1	nopos
ROSACE_tests	0.03070175438596491	3.654970760233918e-4	0.45358187134502925	0.5135233918128655	0.00182748538011695	0.9366037735849057	0.9882352941176472	0.1	sim6	rep1	rd1	nopos
ROSACENP_tests	0.03070175438596491	3.654970760233918e-4	0.42616959064327486	0.5409356725146199	0.00182748538011695	0.9328	0.9882352941176472	0.1	sim6	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim6	rep1	rd1	nopos
DIMSUM_tests	0.00511695906432748	3.654970760233918e-4	0.7660818713450293	0.2013888888888889	0.02704678362573099	0.9933649289099524	0.9333333333333332	0.1	sim6	rep1	rd1	nopos
ENRICH2_tests	0.02997076023391812	0.00511695906432748	0.6030701754385965	0.3618421052631579	0	0.9526558891454966	0.8541666666666666	0.005	sim7	rep1	rd1	nopos
ROSACE_tests	0.0310672514619883	0.00146198830409356	0.22076023391812863	0.7419590643274854	0.00475146198830409	0.8766328011611031	0.955056179775281	0.005	sim7	rep1	rd1	nopos
ROSACENP_tests	0.02412280701754386	0.00840643274853801	0.20211988304093567	0.7605994152046783	0.00475146198830409	0.8933764135702746	0.7415730337078652	0.005	sim7	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim7	rep1	rd1	nopos
DIMSUM_tests	0.00621345029239766	7.309941520467836e-4	0.618421052631579	0.34576023391812866	0.02887426900584795	0.9900526623756584	0.8947368421052632	0.005	sim7	rep1	rd1	nopos
ENRICH2_tests	0.03143274853801169	0.00365497076023391	0.6301169590643275	0.3347953216374269	0	0.9524861878453038	0.8958333333333334	0.01	sim7	rep1	rd1	nopos
ROSACE_tests	0.03143274853801169	0.00109649122807017	0.25877192982456143	0.7039473684210527	0.00475146198830409	0.8916876574307304	0.9662921348314608	0.01	sim7	rep1	rd1	nopos
ROSACENP_tests	0.02923976608187134	0.00328947368421052	0.24269005847953215	0.7200292397660819	0.00475146198830409	0.89247311827957	0.8988764044943821	0.01	sim7	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim7	rep1	rd1	nopos
DIMSUM_tests	0.00621345029239766	7.309941520467836e-4	0.6498538011695907	0.31432748538011696	0.02887426900584795	0.9905292479108636	0.8947368421052632	0.01	sim7	rep1	rd1	nopos
ENRICH2_tests	0.03362573099415204	0.00146198830409356	0.7097953216374269	0.25511695906432746	0	0.9547689282202556	0.9583333333333334	0.05	sim7	rep1	rd1	nopos
ROSACE_tests	0.03216374269005848	3.654970760233918e-4	0.3786549707602339	0.5840643274853801	0.00475146198830409	0.9217081850533808	0.9887640449438204	0.05	sim7	rep1	rd1	nopos
ROSACENP_tests	0.03179824561403509	7.309941520467836e-4	0.35489766081871343	0.6078216374269005	0.00475146198830409	0.9177693761814744	0.9775280898876404	0.05	sim7	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim7	rep1	rd1	nopos
DIMSUM_tests	0.00621345029239766	7.309941520467836e-4	0.7258771929824561	0.23830409356725143	0.02887426900584795	0.9915127309036446	0.8947368421052632	0.05	sim7	rep1	rd1	nopos
ENRICH2_tests	0.03472222222222222	3.654970760233918e-4	0.7510964912280702	0.2138157894736842	0	0.955813953488372	0.9895833333333336	0.1	sim7	rep1	rd1	nopos
ROSACE_tests	0.03216374269005848	3.654970760233918e-4	0.4608918128654971	0.501827485380117	0.00475146198830409	0.9347664936990364	0.9887640449438204	0.1	sim7	rep1	rd1	nopos
ROSACENP_tests	0.03216374269005848	3.654970760233918e-4	0.4327485380116959	0.5299707602339181	0.00475146198830409	0.930817610062893	0.9887640449438204	0.1	sim7	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.1	sim7	rep1	rd1	nopos
DIMSUM_tests	0.00657894736842105	3.654970760233918e-4	0.7668128654970761	0.1973684210526316	0.02887426900584795	0.9914933837429112	0.9473684210526316	0.1	sim7	rep1	rd1	nopos
ENRICH2_tests	0.02923976608187134	0.00292397660818713	0.6133040935672515	0.35453216374269003	0	0.9544937428896472	0.9090909090909092	0.005	sim8	rep1	rd1	nopos
ROSACE_tests	0.02887426900584795	0.00182748538011695	0.214546783625731	0.7525584795321637	0.00219298245614035	0.8813813813813814	0.9404761904761904	0.005	sim8	rep1	rd1	nopos
ROSACENP_tests	0.02558479532163742	0.00511695906432748	0.195906432748538	0.7711988304093568	0.00219298245614035	0.8844884488448844	0.8333333333333334	0.005	sim8	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim8	rep1	rd1	nopos
DIMSUM_tests	0.00548245614035087	3.654970760233918e-4	0.6323099415204678	0.33516081871345027	0.0266812865497076	0.991404011461318	0.9375	0.005	sim8	rep1	rd1	nopos
ENRICH2_tests	0.03033625730994152	0.00182748538011695	0.6443713450292398	0.32346491228070173	0	0.9550379198266522	0.9431818181818182	0.01	sim8	rep1	rd1	nopos
ROSACE_tests	0.02923976608187134	0.00146198830409356	0.24780701754385964	0.7192982456140351	0.00219298245614035	0.8944591029023746	0.9523809523809524	0.01	sim8	rep1	rd1	nopos
ROSACENP_tests	0.02558479532163742	0.00511695906432748	0.23538011695906433	0.7317251461988304	0.00219298245614035	0.9019607843137256	0.8333333333333334	0.01	sim8	rep1	rd1	nopos
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim8	rep1	rd1	nopos
DIMSUM_tests	0.00548245614035087	3.654970760233918e-4	0.6641081871345029	0.3033625730994152	0.0266812865497076	0.9918122270742358	0.9375	0.01	sim8	rep1	rd1	nopos
ENRICH2_tests	0.03143274853801169	7.309941520467836e-4	0.7277046783625731	0.2401315789473684	0	0.9585941261434762	0.9772727272727272	0.05	sim8	rep1	rd1	nopos
ROSACE_tests	0.03033625730994152	3.654970760233918e-4	0.3797514619883041	0.5873538011695907	0.00219298245614035	0.9260249554367204	0.988095238095238	0.05	sim8	rep1	rd1	nopos
