	c_0	c_1	c_2	c_3	c_4	c_5
var0112	152.0	152.0	159.0	198.0	205.0	209.0
var0113	267.0	328.0	381.0	462.0	517.0	586.0
var0114	263.0	227.0	215.0	177.0	168.0	124.0
var0115	126.0	179.0	226.0	309.0	393.0	528.0
var0116	276.0	258.0	190.0	182.0	137.0	115.0
var0117	113.0	115.0	128.0	106.0	118.0	73.0
var0118	159.0	237.0	363.0	458.0	614.0	906.0
var0119	168.0	129.0	167.0	153.0	146.0	170.0
var0120	176.0	170.0	154.0	140.0	83.0	109.0
var0121	101.0	120.0	128.0	127.0	131.0	147.0
var0122	338.0	348.0	360.0	297.0	277.0	217.0
var0123	234.0	228.0	217.0	203.0	161.0	144.0
var0124	149.0	245.0	315.0	460.0	631.0	799.0
var0125	119.0	157.0	149.0	142.0	157.0	153.0
var0126	204.0	213.0	195.0	133.0	113.0	104.0
var0127	207.0	186.0	168.0	115.0	69.0	78.0
var0128	98.0	127.0	129.0	191.0	225.0	216.0
var0129	153.0	143.0	100.0	76.0	59.0	38.0
var0130	180.0	151.0	139.0	122.0	95.0	75.0
var0131	110.0	139.0	160.0	193.0	172.0	187.0
var0132	136.0	120.0	132.0	142.0	132.0	125.0
var0133	417.0	312.0	224.0	131.0	104.0	62.0
var0134	350.0	285.0	225.0	188.0	108.0	67.0
var0135	105.0	75.0	102.0	64.0	62.0	40.0
var0136	142.0	150.0	116.0	101.0	72.0	79.0
var0137	232.0	287.0	256.0	262.0	248.0	239.0
var0138	119.0	125.0	125.0	127.0	132.0	114.0
var0139	223.0	267.0	289.0	225.0	233.0	209.0
var0140	194.0	117.0	105.0	73.0	45.0	44.0
var0141	141.0	124.0	93.0	91.0	85.0	64.0
var0142	189.0	222.0	280.0	282.0	296.0	288.0
var0143	125.0	143.0	127.0	157.0	115.0	125.0
var0144	145.0	106.0	121.0	78.0	84.0	32.0
var0145	200.0	162.0	119.0	109.0	75.0	44.0
var0146	103.0	82.0	50.0	34.0	18.0	14.0
var0147	184.0	242.0	248.0	307.0	299.0	300.0
var0148	194.0	163.0	131.0	105.0	77.0	67.0
var0149	140.0	125.0	94.0	60.0	53.0	38.0
var0150	177.0	175.0	143.0	123.0	146.0	123.0
var0151	171.0	127.0	103.0	61.0	41.0	20.0
var0152	112.0	82.0	48.0	28.0	21.0	17.0
var0153	168.0	156.0	129.0	89.0	63.0	40.0
var0154	379.0	372.0	464.0	442.0	369.0	361.0
var0155	294.0	282.0	242.0	191.0	126.0	94.0
var0156	117.0	122.0	117.0	100.0	70.0	69.0
var0157	231.0	237.0	309.0	350.0	382.0	327.0
var0158	225.0	199.0	120.0	103.0	63.0	52.0
var0159	172.0	192.0	150.0	103.0	97.0	57.0
var0160	226.0	126.0	61.0	39.0	26.0	14.0
var0161	219.0	208.0	178.0	174.0	153.0	126.0
var0162	92.0	86.0	75.0	68.0	44.0	38.0
var0163	296.0	292.0	305.0	326.0	283.0	245.0
var0164	92.0	116.0	95.0	121.0	108.0	93.0
var0165	166.0	131.0	124.0	78.0	60.0	25.0
var0166	183.0	145.0	78.0	75.0	39.0	32.0
var0167	134.0	191.0	176.0	187.0	191.0	184.0
var0168	147.0	154.0	177.0	175.0	144.0	136.0
var0169	104.0	88.0	81.0	70.0	69.0	47.0
var0170	203.0	193.0	216.0	132.0	117.0	90.0
var0171	259.0	319.0	328.0	391.0	412.0	434.0
var0172	640.0	902.0	1267.0	1525.0	1943.0	2253.0
var0173	183.0	321.0	457.0	787.0	1041.0	1524.0
var0174	174.0	139.0	129.0	84.0	56.0	43.0
var0175	212.0	237.0	243.0	175.0	181.0	158.0
var0176	154.0	127.0	89.0	60.0	44.0	21.0
var0177	251.0	145.0	81.0	50.0	33.0	16.0
var0178	340.0	329.0	336.0	260.0	217.0	179.0
var0179	176.0	190.0	166.0	130.0	86.0	81.0
var0180	150.0	108.0	93.0	65.0	39.0	25.0
var0181	240.0	207.0	169.0	98.0	85.0	47.0
var0182	199.0	167.0	181.0	150.0	142.0	111.0
var0183	127.0	61.0	31.0	29.0	9.0	4.0
var0184	127.0	144.0	141.0	110.0	80.0	82.0
var0185	188.0	184.0	152.0	133.0	87.0	57.0
var0186	237.0	165.0	101.0	72.0	32.0	29.0
var0187	296.0	338.0	320.0	321.0	309.0	260.0
var0188	158.0	63.0	37.0	21.0	10.0	6.0
var0189	197.0	239.0	229.0	209.0	230.0	234.0
var0190	476.0	328.0	271.0	183.0	132.0	70.0
var0191	186.0	225.0	262.0	325.0	382.0	421.0
var0192	239.0	247.0	217.0	217.0	190.0	155.0
var0193	173.0	70.0	44.0	26.0	2.0	1.0
var0194	376.0	310.0	317.0	239.0	172.0	141.0
var0195	285.0	237.0	186.0	142.0	80.0	55.0
var0196	288.0	246.0	185.0	154.0	126.0	82.0
var0197	179.0	105.0	35.0	24.0	12.0	6.0
var0198	169.0	158.0	141.0	111.0	78.0	68.0
var0199	163.0	86.0	54.0	23.0	16.0	5.0
var0200	200.0	194.0	245.0	247.0	309.0	273.0
var0201	312.0	108.0	45.0	11.0	1.0	3.0
var0202	288.0	222.0	151.0	132.0	93.0	61.0
var0203	345.0	239.0	169.0	98.0	51.0	27.0
var0204	253.0	208.0	211.0	163.0	173.0	142.0
var0205	171.0	84.0	53.0	34.0	26.0	6.0
var0206	252.0	199.0	166.0	99.0	79.0	51.0
var0207	281.0	446.0	592.0	814.0	922.0	1155.0
var0208	318.0	277.0	238.0	221.0	175.0	123.0
var0209	147.0	148.0	130.0	115.0	103.0	71.0
var0210	159.0	122.0	92.0	52.0	30.0	20.0
var0211	82.0	70.0	84.0	70.0	72.0	66.0
var0212	124.0	222.0	324.0	409.0	556.0	699.0
var0213	218.0	264.0	350.0	446.0	547.0	638.0
var0214	237.0	273.0	326.0	451.0	409.0	513.0
var0215	220.0	112.0	73.0	10.0	13.0	9.0
var0216	96.0	82.0	73.0	63.0	62.0	43.0
var0217	172.0	167.0	191.0	169.0	160.0	142.0
var0218	80.0	35.0	21.0	10.0	2.0	2.0
var0219	125.0	135.0	176.0	185.0	207.0	231.0
var0220	226.0	179.0	197.0	154.0	127.0	89.0
var0221	119.0	183.0	283.0	428.0	528.0	684.0
var0222	412.0	447.0	442.0	426.0	392.0	339.0
var0223	248.0	319.0	376.0	417.0	441.0	409.0
var0224	165.0	184.0	181.0	191.0	178.0	195.0
var0225	208.0	196.0	149.0	132.0	107.0	79.0
var0226	405.0	378.0	336.0	243.0	240.0	200.0
var0227	150.0	172.0	172.0	146.0	160.0	133.0
var0228	123.0	134.0	128.0	110.0	112.0	79.0
var0229	174.0	172.0	173.0	139.0	105.0	92.0
var0230	360.0	328.0	243.0	190.0	118.0	73.0
var0231	124.0	166.0	163.0	148.0	145.0	121.0
var0232	311.0	272.0	209.0	174.0	96.0	69.0
var0233	253.0	208.0	233.0	212.0	181.0	150.0
var0234	137.0	139.0	130.0	82.0	75.0	60.0
var0235	108.0	146.0	156.0	174.0	173.0	154.0
var0236	227.0	237.0	241.0	252.0	226.0	220.0
var0237	128.0	121.0	110.0	108.0	61.0	73.0
var0238	259.0	263.0	266.0	302.0	272.0	269.0
var0239	172.0	129.0	106.0	70.0	61.0	43.0
var0240	170.0	185.0	168.0	143.0	124.0	93.0
var0241	204.0	168.0	187.0	142.0	123.0	57.0
var0242	221.0	125.0	75.0	34.0	14.0	9.0
var0243	367.0	486.0	529.0	650.0	616.0	643.0
var0244	100.0	97.0	111.0	97.0	96.0	80.0
var0245	163.0	165.0	143.0	124.0	130.0	133.0
var0246	206.0	367.0	463.0	679.0	875.0	1294.0
var0247	247.0	441.0	745.0	1133.0	1674.0	2538.0
var0248	326.0	311.0	321.0	294.0	246.0	234.0
var0249	309.0	278.0	217.0	148.0	88.0	82.0
var0250	176.0	231.0	278.0	241.0	269.0	267.0
var0251	547.0	494.0	469.0	447.0	333.0	326.0
var0252	231.0	175.0	172.0	121.0	98.0	74.0
var0253	150.0	167.0	140.0	153.0	144.0	125.0
var0254	316.0	471.0	515.0	569.0	688.0	741.0
var0255	142.0	143.0	94.0	49.0	42.0	17.0
var0256	247.0	135.0	78.0	40.0	17.0	8.0
var0257	196.0	216.0	235.0	262.0	237.0	242.0
var0258	181.0	235.0	268.0	269.0	245.0	246.0
var0259	161.0	182.0	193.0	261.0	311.0	346.0
var0260	139.0	158.0	176.0	177.0	160.0	145.0
var0261	162.0	158.0	152.0	129.0	129.0	139.0
var0262	278.0	384.0	479.0	569.0	632.0	715.0
var0263	250.0	240.0	185.0	169.0	106.0	71.0
var0264	169.0	216.0	172.0	167.0	168.0	127.0
var0265	123.0	195.0	311.0	487.0	648.0	872.0
var0266	368.0	362.0	376.0	334.0	343.0	265.0
var0267	269.0	284.0	245.0	199.0	198.0	137.0
var0268	81.0	94.0	66.0	48.0	42.0	33.0
var0269	141.0	179.0	168.0	199.0	227.0	246.0
var0270	201.0	197.0	235.0	205.0	180.0	160.0
var0271	154.0	200.0	241.0	267.0	254.0	259.0
var0272	513.0	585.0	606.0	569.0	500.0	440.0
var0273	120.0	156.0	110.0	67.0	55.0	39.0
var0274	125.0	115.0	145.0	131.0	127.0	92.0
var0275	189.0	161.0	106.0	68.0	50.0	35.0
var0276	162.0	217.0	269.0	285.0	326.0	393.0
var0277	238.0	166.0	97.0	71.0	34.0	19.0
var0278	242.0	263.0	337.0	415.0	425.0	406.0
var0279	123.0	133.0	98.0	56.0	40.0	30.0
var0280	151.0	182.0	192.0	218.0	269.0	234.0
var0281	320.0	246.0	193.0	156.0	161.0	120.0
var0282	190.0	187.0	193.0	172.0	173.0	132.0
var0283	134.0	168.0	260.0	307.0	360.0	439.0
var0284	153.0	112.0	104.0	50.0	27.0	28.0
var0285	192.0	202.0	216.0	203.0	195.0	150.0
var0286	96.0	141.0	219.0	232.0	277.0	270.0
var0287	231.0	93.0	48.0	21.0	9.0	1.0
var0288	151.0	133.0	86.0	99.0	64.0	51.0
var0289	191.0	175.0	191.0	124.0	149.0	91.0
var0290	257.0	211.0	154.0	115.0	92.0	61.0
var0291	141.0	132.0	125.0	124.0	109.0	103.0
var0292	132.0	151.0	186.0	222.0	248.0	193.0
var0293	241.0	278.0	224.0	237.0	177.0	166.0
var0294	332.0	217.0	139.0	94.0	68.0	39.0
var0295	357.0	232.0	138.0	77.0	53.0	25.0
var0296	84.0	51.0	49.0	36.0	41.0	17.0
var0297	157.0	176.0	167.0	149.0	115.0	106.0
var0298	149.0	106.0	123.0	103.0	113.0	96.0
var0299	257.0	334.0	440.0	498.0	615.0	692.0
var0300	241.0	162.0	119.0	95.0	58.0	40.0
var0301	155.0	108.0	69.0	27.0	20.0	12.0
var0302	87.0	99.0	106.0	100.0	90.0	68.0
var0303	288.0	261.0	227.0	192.0	161.0	136.0
var0304	100.0	93.0	78.0	72.0	73.0	49.0
var0305	127.0	123.0	97.0	74.0	87.0	47.0
var0306	106.0	130.0	153.0	134.0	128.0	141.0
var0307	225.0	243.0	303.0	346.0	368.0	377.0
var0308	117.0	109.0	107.0	100.0	100.0	84.0
var0309	167.0	81.0	55.0	31.0	13.0	16.0
var0310	115.0	86.0	69.0	43.0	44.0	31.0
var0311	141.0	153.0	183.0	184.0	191.0	179.0
var0312	211.0	228.0	207.0	207.0	152.0	130.0
var0313	155.0	150.0	197.0	164.0	178.0	156.0
var0314	99.0	102.0	89.0	76.0	65.0	37.0
var0315	137.0	107.0	112.0	88.0	70.0	67.0
var0316	129.0	140.0	131.0	152.0	141.0	162.0
var0317	320.0	402.0	501.0	523.0	555.0	600.0
var0318	251.0	127.0	96.0	64.0	38.0	30.0
var0319	203.0	170.0	134.0	102.0	76.0	56.0
var0320	132.0	167.0	188.0	198.0	206.0	185.0
var0321	119.0	138.0	132.0	119.0	102.0	79.0
var0322	208.0	182.0	173.0	140.0	96.0	107.0
var0323	192.0	173.0	121.0	99.0	82.0	62.0
var0324	203.0	189.0	201.0	209.0	192.0	114.0
var0325	169.0	238.0	300.0	403.0	464.0	552.0
var0326	246.0	197.0	164.0	113.0	93.0	81.0
var0327	213.0	335.0	543.0	888.0	1311.0	2019.0
var0328	144.0	199.0	219.0	278.0	366.0	440.0
var0329	266.0	331.0	390.0	398.0	428.0	428.0
var0330	247.0	185.0	142.0	85.0	47.0	43.0
var0331	308.0	302.0	288.0	227.0	171.0	182.0
var0332	95.0	141.0	227.0	327.0	492.0	613.0
var0333	223.0	89.0	38.0	7.0	5.0	2.0
var0334	179.0	223.0	154.0	135.0	141.0	76.0
var0335	200.0	209.0	178.0	178.0	166.0	127.0
var0336	174.0	216.0	242.0	292.0	306.0	361.0
var0337	203.0	265.0	361.0	441.0	572.0	731.0
var0338	137.0	84.0	75.0	44.0	43.0	36.0
var0339	217.0	274.0	300.0	333.0	396.0	428.0
var0340	233.0	354.0	499.0	636.0	787.0	1046.0
var0341	139.0	139.0	134.0	81.0	73.0	55.0
var0342	182.0	201.0	169.0	205.0	212.0	181.0
var0343	236.0	159.0	95.0	56.0	48.0	16.0
var0344	114.0	100.0	74.0	58.0	43.0	28.0
var0345	289.0	162.0	164.0	117.0	80.0	60.0
var0346	156.0	125.0	80.0	57.0	31.0	10.0
var0347	169.0	122.0	66.0	59.0	33.0	19.0
var0348	123.0	142.0	163.0	186.0	175.0	203.0
var0349	199.0	309.0	489.0	690.0	931.0	1274.0
var0350	90.0	111.0	107.0	89.0	93.0	60.0
var0351	180.0	268.0	298.0	273.0	296.0	275.0
var0352	134.0	105.0	68.0	32.0	18.0	12.0
var0353	168.0	195.0	226.0	229.0	226.0	247.0
var0354	136.0	194.0	283.0	365.0	396.0	492.0
var0355	171.0	148.0	120.0	91.0	64.0	37.0
var0356	121.0	180.0	150.0	188.0	153.0	132.0
var0357	191.0	220.0	272.0	301.0	341.0	392.0
var0358	196.0	239.0	254.0	253.0	255.0	264.0
var0359	160.0	145.0	110.0	104.0	79.0	88.0
var0360	219.0	285.0	245.0	238.0	262.0	220.0
var0361	219.0	249.0	310.0	312.0	380.0	355.0
var0362	184.0	208.0	169.0	204.0	170.0	152.0
var0363	152.0	174.0	229.0	293.0	312.0	326.0
var0364	167.0	175.0	181.0	132.0	123.0	101.0
var0365	153.0	154.0	101.0	84.0	78.0	47.0
var0366	198.0	268.0	422.0	591.0	844.0	1127.0
var0367	155.0	183.0	183.0	210.0	172.0	161.0
var0368	190.0	198.0	163.0	141.0	145.0	118.0
var0369	211.0	196.0	152.0	113.0	101.0	73.0
var0370	270.0	321.0	329.0	344.0	344.0	333.0
var0371	135.0	91.0	97.0	66.0	46.0	38.0
var0372	161.0	191.0	226.0	239.0	260.0	213.0
var0373	291.0	338.0	391.0	486.0	509.0	522.0
var0374	241.0	250.0	214.0	201.0	142.0	150.0
var0375	138.0	108.0	57.0	40.0	18.0	10.0
var0376	362.0	344.0	327.0	312.0	295.0	230.0
var0377	249.0	237.0	195.0	167.0	144.0	109.0
var0378	100.0	64.0	36.0	24.0	24.0	11.0
var0379	207.0	261.0	419.0	632.0	756.0	993.0
var0380	126.0	139.0	160.0	135.0	161.0	210.0
var0381	210.0	191.0	154.0	104.0	62.0	51.0
var0382	308.0	210.0	157.0	93.0	72.0	59.0
var0383	205.0	201.0	296.0	296.0	353.0	327.0
var0384	164.0	253.0	290.0	320.0	376.0	408.0
var0385	243.0	272.0	199.0	142.0	119.0	88.0
var0386	192.0	260.0	323.0	371.0	370.0	440.0
var0387	182.0	189.0	177.0	170.0	154.0	142.0
var0388	180.0	246.0	321.0	368.0	416.0	452.0
var0389	95.0	144.0	122.0	144.0	157.0	155.0
var0390	172.0	235.0	277.0	312.0	357.0	356.0
var0391	451.0	236.0	89.0	53.0	11.0	6.0
var0392	228.0	171.0	121.0	83.0	39.0	34.0
var0393	247.0	257.0	261.0	222.0	242.0	205.0
var0394	254.0	241.0	242.0	193.0	177.0	149.0
var0395	172.0	116.0	91.0	59.0	32.0	12.0
var0396	91.0	95.0	138.0	111.0	106.0	105.0
var0397	179.0	182.0	240.0	180.0	222.0	228.0
var0398	151.0	146.0	191.0	169.0	183.0	153.0
var0399	106.0	112.0	120.0	128.0	93.0	70.0
var0400	259.0	142.0	51.0	12.0	13.0	5.0
var0401	153.0	152.0	246.0	265.0	323.0	360.0
var0402	193.0	175.0	200.0	135.0	138.0	107.0
var0403	379.0	349.0	297.0	253.0	173.0	108.0
var0404	341.0	342.0	299.0	259.0	210.0	183.0
var0405	143.0	139.0	142.0	163.0	145.0	111.0
var0406	236.0	234.0	269.0	221.0	174.0	169.0
var0407	330.0	283.0	270.0	233.0	184.0	132.0
var0408	148.0	195.0	224.0	235.0	267.0	259.0
var0409	160.0	127.0	128.0	121.0	98.0	82.0
var0410	228.0	234.0	334.0	305.0	367.0	389.0
var0411	246.0	208.0	158.0	111.0	71.0	52.0
var0412	211.0	183.0	160.0	133.0	114.0	114.0
var0413	143.0	160.0	136.0	161.0	121.0	131.0
var0414	181.0	138.0	61.0	29.0	13.0	16.0
var0415	270.0	319.0	380.0	475.0	510.0	545.0
var0416	183.0	277.0	406.0	588.0	840.0	1124.0
var0417	293.0	266.0	200.0	147.0	162.0	133.0
var0418	173.0	174.0	148.0	96.0	89.0	57.0
var0419	173.0	186.0	232.0	238.0	290.0	240.0
var0420	81.0	97.0	127.0	108.0	101.0	88.0
var0421	93.0	83.0	85.0	57.0	48.0	48.0
var0422	274.0	261.0	276.0	254.0	253.0	181.0
var0423	114.0	65.0	47.0	16.0	6.0	4.0
var0424	444.0	549.0	580.0	597.0	709.0	659.0
var0425	341.0	439.0	521.0	669.0	711.0	711.0
var0426	159.0	105.0	46.0	31.0	22.0	13.0
var0427	225.0	207.0	188.0	180.0	172.0	146.0
var0428	611.0	567.0	521.0	490.0	385.0	315.0
var0429	233.0	299.0	306.0	410.0	439.0	506.0
var0430	152.0	199.0	245.0	307.0	362.0	450.0
var0431	122.0	150.0	142.0	122.0	124.0	103.0
var0432	102.0	74.0	61.0	43.0	18.0	27.0
var0433	299.0	320.0	280.0	265.0	227.0	193.0
var0434	89.0	112.0	121.0	115.0	104.0	86.0
var0435	132.0	46.0	5.0	3.0	3.0	1.0
var0436	230.0	234.0	180.0	150.0	124.0	72.0
var0437	301.0	305.0	285.0	222.0	154.0	131.0
var0438	142.0	97.0	69.0	35.0	27.0	16.0
var0439	213.0	227.0	313.0	328.0	373.0	437.0
var0440	164.0	239.0	308.0	384.0	442.0	540.0
var0441	352.0	488.0	541.0	643.0	637.0	723.0
var0442	94.0	99.0	106.0	98.0	83.0	80.0
var0443	129.0	196.0	218.0	265.0	314.0	350.0
var0444	203.0	250.0	294.0	314.0	341.0	317.0
var0445	204.0	220.0	225.0	214.0	170.0	130.0
var0446	161.0	190.0	113.0	106.0	73.0	68.0
var0447	137.0	185.0	215.0	295.0	360.0	402.0
var0448	280.0	196.0	163.0	124.0	77.0	67.0
var0449	264.0	345.0	316.0	362.0	313.0	326.0
var0450	225.0	193.0	151.0	130.0	86.0	60.0
var0451	357.0	205.0	122.0	64.0	27.0	14.0
var0452	197.0	160.0	149.0	158.0	117.0	106.0
var0453	328.0	393.0	470.0	493.0	550.0	627.0
var0454	239.0	184.0	137.0	99.0	56.0	34.0
var0455	130.0	134.0	135.0	125.0	151.0	123.0
var0456	540.0	529.0	501.0	453.0	329.0	276.0
var0457	178.0	221.0	296.0	393.0	475.0	521.0
var0458	211.0	168.0	134.0	61.0	53.0	23.0
var0459	224.0	258.0	268.0	315.0	287.0	350.0
var0460	114.0	119.0	113.0	105.0	111.0	99.0
var0461	264.0	248.0	297.0	326.0	289.0	241.0
var0462	110.0	151.0	143.0	119.0	124.0	113.0
var0463	226.0	244.0	156.0	166.0	116.0	93.0
var0464	214.0	175.0	90.0	58.0	38.0	33.0
var0465	304.0	260.0	229.0	175.0	110.0	76.0
var0466	113.0	110.0	75.0	47.0	35.0	13.0
var0467	305.0	186.0	101.0	68.0	51.0	13.0
var0468	183.0	210.0	233.0	248.0	248.0	252.0
var0469	107.0	82.0	46.0	22.0	16.0	11.0
var0470	59.0	52.0	82.0	91.0	121.0	131.0
var0471	269.0	351.0	358.0	404.0	449.0	454.0
var0472	365.0	420.0	413.0	441.0	433.0	465.0
var0473	94.0	152.0	180.0	175.0	243.0	250.0
var0474	316.0	332.0	350.0	353.0	334.0	283.0
var0475	218.0	212.0	221.0	192.0	182.0	169.0
var0476	126.0	164.0	216.0	232.0	264.0	255.0
var0477	231.0	184.0	135.0	84.0	32.0	26.0
var0478	96.0	81.0	108.0	152.0	105.0	117.0
var0479	114.0	172.0	248.0	247.0	300.0	365.0
var0480	171.0	186.0	264.0	285.0	337.0	348.0
var0481	147.0	220.0	340.0	436.0	562.0	659.0
var0482	198.0	238.0	219.0	219.0	165.0	153.0
var0483	327.0	559.0	781.0	1140.0	1609.0	2216.0
var0484	350.0	330.0	351.0	271.0	210.0	205.0
var0485	190.0	180.0	242.0	207.0	193.0	225.0
var0486	151.0	151.0	137.0	135.0	127.0	82.0
var0487	109.0	64.0	33.0	19.0	15.0	9.0
var0488	232.0	393.0	453.0	559.0	665.0	764.0
var0489	175.0	149.0	109.0	93.0	70.0	53.0
var0490	99.0	132.0	98.0	107.0	108.0	95.0
var0491	298.0	280.0	202.0	134.0	126.0	105.0
var0492	148.0	157.0	164.0	166.0	132.0	145.0
var0493	185.0	203.0	132.0	139.0	125.0	105.0
var0494	170.0	187.0	243.0	222.0	222.0	205.0
var0495	255.0	264.0	243.0	242.0	226.0	176.0
var0496	149.0	152.0	111.0	80.0	87.0	72.0
