	c_0	c_1	c_2	c_3	c_4	c_5
var0164	161.0	209.0	273.0	274.0	290.0	290.0
var0165	224.0	216.0	186.0	148.0	140.0	94.0
var0166	164.0	209.0	249.0	308.0	294.0	312.0
var0167	256.0	213.0	237.0	279.0	212.0	216.0
var0168	140.0	103.0	61.0	23.0	20.0	12.0
var0169	72.0	62.0	77.0	51.0	53.0	1672.0
var0170	177.0	159.0	169.0	170.0	181.0	169.0
var0171	168.0	202.0	195.0	220.0	210.0	221.0
var0172	150.0	184.0	188.0	197.0	217.0	193.0
var0173	236.0	274.0	372.0	408.0	412.0	422.0
var0174	209.0	158.0	124.0	90.0	78.0	51.0
var0175	141.0	111.0	78.0	58.0	28.0	16.0
var0176	128.0	67.0	25.0	14.0	8.0	3.0
var0177	101.0	111.0	110.0	105.0	107.0	90.0
var0178	90.0	99.0	75.0	57.0	31.0	35.0
var0179	120.0	154.0	174.0	215.0	233.0	227.0
var0180	180.0	156.0	126.0	108.0	97.0	63.0
var0181	114.0	143.0	178.0	184.0	219.0	233.0
var0182	215.0	279.0	284.0	297.0	264.0	269.0
var0183	132.0	184.0	244.0	296.0	368.0	449.0
var0184	103.0	106.0	97.0	74.0	81.0	57.0
var0185	166.0	148.0	118.0	81.0	67.0	40.0
var0186	132.0	191.0	236.0	273.0	355.0	455.0
var0187	296.0	211.0	173.0	119.0	80.0	46.0
var0188	253.0	248.0	261.0	255.0	250.0	241.0
var0189	260.0	308.0	265.0	300.0	241.0	281.0
var0190	193.0	213.0	285.0	413.0	461.0	541.0
var0191	159.0	154.0	122.0	144.0	94.0	80.0
var0192	123.0	129.0	126.0	163.0	151.0	135.0
var0193	181.0	144.0	122.0	75.0	55.0	39.0
var0194	319.0	359.0	347.0	357.0	355.0	311.0
var0195	135.0	84.0	71.0	37.0	23.0	16.0
var0196	155.0	196.0	202.0	234.0	234.0	251.0
var0197	156.0	184.0	165.0	161.0	152.0	154.0
var0198	193.0	156.0	102.0	77.0	34.0	38.0
var0199	154.0	130.0	132.0	114.0	78.0	72.0
var0200	148.0	141.0	170.0	198.0	171.0	148.0
var0201	160.0	182.0	189.0	202.0	187.0	256.0
var0202	92.0	75.0	74.0	53.0	51.0	53.0
var0203	127.0	164.0	215.0	253.0	262.0	300.0
var0204	227.0	250.0	267.0	237.0	207.0	202.0
var0205	197.0	178.0	175.0	163.0	153.0	122.0
var0206	168.0	217.0	303.0	332.0	311.0	322.0
var0207	178.0	189.0	227.0	208.0	211.0	248.0
var0208	139.0	161.0	194.0	208.0	206.0	201.0
var0209	129.0	164.0	187.0	139.0	143.0	118.0
var0210	165.0	148.0	168.0	175.0	161.0	158.0
var0211	99.0	81.0	89.0	103.0	89.0	68.0
var0212	191.0	195.0	183.0	178.0	157.0	143.0
var0213	109.0	134.0	162.0	205.0	205.0	215.0
var0214	233.0	178.0	142.0	148.0	112.0	85.0
var0215	114.0	139.0	138.0	122.0	122.0	107.0
var0216	116.0	95.0	94.0	81.0	50.0	30.0
var0217	236.0	292.0	286.0	312.0	365.0	330.0
var0218	335.0	246.0	226.0	138.0	120.0	55.0
var0219	58.0	80.0	143.0	174.0	259.0	317.0
var0220	119.0	126.0	105.0	86.0	77.0	66.0
var0221	244.0	261.0	274.0	243.0	255.0	247.0
var0222	113.0	102.0	117.0	114.0	89.0	51.0
var0223	158.0	112.0	85.0	73.0	46.0	30.0
var0224	159.0	173.0	169.0	204.0	158.0	144.0
var0225	160.0	147.0	199.0	196.0	199.0	221.0
var0226	120.0	130.0	119.0	103.0	82.0	65.0
var0227	156.0	122.0	82.0	62.0	40.0	21.0
var0228	143.0	118.0	111.0	116.0	94.0	88.0
var0229	183.0	119.0	102.0	71.0	43.0	30.0
var0230	253.0	254.0	207.0	199.0	159.0	141.0
var0231	118.0	118.0	88.0	47.0	36.0	20.0
var0232	224.0	190.0	151.0	85.0	61.0	33.0
var0233	177.0	127.0	91.0	53.0	32.0	24.0
var0234	214.0	190.0	169.0	161.0	124.0	127.0
var0235	131.0	150.0	156.0	157.0	132.0	151.0
var0236	357.0	251.0	196.0	102.0	64.0	58.0
var0237	110.0	128.0	121.0	111.0	111.0	75.0
var0238	77.0	102.0	102.0	107.0	127.0	134.0
var0239	182.0	226.0	270.0	264.0	255.0	239.0
var0240	164.0	156.0	123.0	101.0	70.0	65.0
var0241	98.0	122.0	160.0	151.0	193.0	166.0
var0242	182.0	187.0	179.0	182.0	161.0	127.0
var0243	139.0	128.0	113.0	128.0	93.0	58.0
var0244	226.0	248.0	263.0	189.0	134.0	117.0
var0245	251.0	403.0	432.0	573.0	683.0	782.0
var0246	107.0	120.0	129.0	152.0	7625.0	158.0
var0247	299.0	330.0	323.0	367.0	333.0	307.0
var0248	188.0	192.0	169.0	179.0	140.0	124.0
var0249	166.0	173.0	136.0	120.0	92.0	76.0
var0251	286.0	324.0	312.0	263.0	216.0	196.0
var0252	251.0	341.0	488.0	780.0	990.0	1371.0
var0253	89.0	73.0	78.0	49.0	30.0	32.0
var0254	80.0	110.0	96.0	101.0	111.0	97.0
var0255	164.0	225.0	251.0	276.0	306.0	273.0
var0256	246.0	327.0	461.0	580.0	745.0	882.0
var0257	110.0	94.0	94.0	83.0	63.0	67.0
var0258	173.0	165.0	106.0	97.0	69.0	46.0
var0259	157.0	187.0	177.0	142.0	141.0	103.0
var0260	151.0	152.0	197.0	236.0	247.0	277.0
var0261	114.0	101.0	111.0	92.0	62.0	57.0
var0262	109.0	88.0	132.0	122.0	136.0	109.0
var0263	126.0	144.0	137.0	122.0	120.0	112.0
var0264	174.0	161.0	161.0	137.0	106.0	110.0
var0265	269.0	344.0	422.0	589.0	576.0	667.0
var0266	288.0	379.0	452.0	467.0	485.0	496.0
var0267	166.0	243.0	361.0	516.0	563.0	797.0
var0268	116.0	102.0	61.0	56.0	42.0	18.0
var0269	257.0	208.0	176.0	128.0	64.0	61.0
var0270	176.0	160.0	136.0	151.0	127.0	85.0
var0271	106.0	130.0	112.0	127.0	110.0	108.0
var0272	87.0	94.0	116.0	93.0	110.0	103.0
var0273	83.0	109.0	96.0	84.0	105.0	120.0
var0274	182.0	166.0	120.0	96.0	62.0	31.0
var0275	182.0	251.0	313.0	379.0	397.0	426.0
var0276	209.0	167.0	143.0	123.0	85.0	82.0
var0277	264.0	232.0	217.0	181.0	135.0	104.0
var0278	223.0	210.0	196.0	144.0	126.0	78.0
var0279	72.0	111.0	116.0	121.0	101.0	97.0
var0280	196.0	267.0	219.0	248.0	233.0	189.0
var0281	178.0	193.0	200.0	229.0	221.0	224.0
var0282	123.0	129.0	138.0	127.0	139.0	119.0
var0283	287.0	232.0	238.0	198.0	149.0	114.0
var0284	229.0	247.0	265.0	274.0	275.0	225.0
var0285	168.0	168.0	144.0	125.0	91.0	71.0
var0286	142.0	150.0	169.0	179.0	201.0	189.0
var0287	174.0	142.0	141.0	133.0	76.0	70.0
var0288	263.0	307.0	413.0	542.0	629.0	669.0
var0289	188.0	177.0	170.0	159.0	142.0	145.0
var0290	87.0	111.0	137.0	98.0	108.0	93.0
var0291	251.0	224.0	234.0	199.0	172.0	151.0
var0292	107.0	128.0	131.0	120.0	105.0	91.0
var0293	44.0	40.0	18.0	24.0	18.0	11.0
var0294	196.0	246.0	303.0	355.0	443.0	482.0
var0295	166.0	138.0	72.0	55.0	41.0	17.0
var0296	73.0	111.0	120.0	169.0	213.0	238.0
var0297	85.0	100.0	83.0	79.0	75.0	62.0
var0298	181.0	211.0	41.0	174.0	179.0	135.0
var0299	126.0	133.0	145.0	144.0	145.0	133.0
var0300	72.0	93.0	80.0	114.0	86.0	64.0
var0301	152.0	212.0	329.0	534.0	689.0	972.0
var0302	201.0	118.0	77.0	44.0	17.0	17.0
var0303	128.0	136.0	160.0	174.0	187.0	183.0
var0304	128.0	126.0	124.0	132.0	97.0	90.0
var0305	218.0	267.0	252.0	298.0	248.0	215.0
var0306	119.0	155.0	180.0	202.0	259.0	259.0
var0307	144.0	200.0	337.0	408.0	455.0	615.0
var0308	265.0	261.0	197.0	147.0	98.0	63.0
var0309	172.0	257.0	281.0	360.0	374.0	407.0
var0310	106.0	69.0	106.0	89.0	83.0	49.0
var0311	126.0	148.0	147.0	141.0	132.0	125.0
var0312	147.0	251.0	410.0	618.0	846.0	1190.0
var0313	313.0	259.0	200.0	151.0	106.0	80.0
var0314	207.0	169.0	203.0	144.0	117.0	104.0
var0315	205.0	225.0	304.0	361.0	345.0	396.0
var0316	251.0	208.0	192.0	166.0	133.0	83.0
var0317	132.0	103.0	83.0	66.0	46.0	27.0
var0318	224.0	186.0	172.0	121.0	78.0	52.0
var0319	151.0	153.0	163.0	109.0	108.0	79.0
var0320	177.0	141.0	105.0	69.0	36.0	23.0
var0321	182.0	157.0	169.0	151.0	98.0	87.0
var0322	352.0	350.0	369.0	324.0	292.0	251.0
var0323	209.0	156.0	154.0	136.0	111.0	81.0
var0324	324.0	87.0	473.0	566.0	525.0	547.0
var0325	116.0	116.0	106.0	118.0	95.0	76.0
var0326	352.0	66.0	255.0	213.0	131.0	117.0
var0327	207.0	214.0	199.0	233.0	212.0	163.0
var0328	96.0	129.0	148.0	146.0	113.0	84.0
var0329	145.0	100.0	64.0	51.0	22.0	13.0
var0330	137.0	113.0	54.0	54.0	30.0	23.0
var0331	212.0	155.0	97.0	77.0	46.0	31.0
var0332	212.0	236.0	247.0	234.0	215.0	205.0
var0333	209.0	223.0	265.0	293.0	310.0	334.0
var0334	155.0	135.0	163.0	157.0	145.0	140.0
var0335	158.0	223.0	201.0	156.0	146.0	127.0
var0336	123.0	140.0	107.0	105.0	84.0	71.0
var0337	65.0	65.0	72.0	64.0	71.0	67.0
var0338	79.0	110.0	161.0	212.0	219.0	248.0
var0339	220.0	266.0	281.0	303.0	310.0	70.0
var0340	128.0	118.0	116.0	78.0	46.0	33.0
var0341	144.0	177.0	217.0	213.0	211.0	204.0
var0342	272.0	200.0	111.0	56.0	30.0	18.0
var0343	209.0	255.0	255.0	248.0	222.0	189.0
var0344	138.0	144.0	155.0	156.0	137.0	106.0
var0345	157.0	262.0	251.0	309.0	352.0	323.0
var0346	257.0	275.0	282.0	270.0	304.0	245.0
var0347	122.0	153.0	149.0	104.0	136.0	138.0
var0348	168.0	195.0	194.0	174.0	172.0	160.0
var0349	313.0	290.0	281.0	257.0	198.0	150.0
var0350	112.0	80.0	55.0	37.0	43.0	27.0
var0351	271.0	306.0	382.0	437.0	402.0	434.0
var0352	184.0	195.0	199.0	166.0	113.0	89.0
var0353	401.0	603.0	848.0	1229.0	80489.0	2128.0
var0354	115.0	130.0	138.0	177.0	141.0	168.0
var0355	201.0	135.0	109.0	93.0	63.0	32.0
var0356	224.0	181.0	142.0	117.0	62.0	44.0
var0357	157.0	161.0	112.0	72.0	65.0	43.0
var0358	170.0	119.0	105.0	75.0	29.0	25.0
var0359	121.0	145.0	146.0	190.0	159.0	170.0
var0360	225.0	215.0	202.0	191.0	181.0	176.0
var0361	99.0	129.0	118.0	148.0	126.0	122.0
var0362	167.0	164.0	174.0	126.0	89.0	92.0
var0363	313.0	284.0	280.0	290.0	226.0	198.0
var0364	390.0	569.0	872.0	1206.0	1470.0	1919.0
var0365	97.0	71.0	58.0	39.0	38.0	13.0
var0366	104.0	124.0	134.0	113.0	84.0	81.0
var0367	107.0	52.0	58.0	30.0	15.0	14.0
var0368	113.0	78.0	107.0	120.0	86.0	90.0
var0369	237.0	198.0	150.0	97.0	82.0	44.0
var0370	333.0	354.0	351.0	311.0	281.0	279.0
var0371	275.0	218.0	132.0	89.0	54.0	40.0
var0372	122.0	168.0	268.0	346.0	459.0	614.0
var0373	212.0	213.0	245.0	268.0	288.0	279.0
var0374	146.0	148.0	112.0	92.0	64.0	50.0
var0375	180.0	138.0	111.0	70.0	54.0	27.0
var0376	119.0	72.0	65.0	25.0	18.0	10.0
var0377	200.0	212.0	211.0	205.0	163.0	132.0
var0378	90.0	89.0	94.0	64.0	41.0	29.0
var0379	262.0	325.0	298.0	266.0	228.0	207.0
var0380	100.0	111.0	114.0	107.0	73.0	72.0
var0381	68.0	80.0	58.0	45.0	23.0	13.0
var0382	7406.0	160.0	138.0	154.0	122.0	92.0
var0383	192.0	216.0	216.0	233.0	260.0	221.0
var0384	304.0	266.0	216.0	160.0	108.0	72.0
var0385	160.0	186.0	170.0	207.0	185.0	165.0
var0386	98.0	108.0	125.0	94.0	96.0	79.0
var0387	181.0	141.0	118.0	138.0	102.0	85.0
var0388	70.0	65.0	55.0	52.0	41.0	31.0
var0389	220.0	273.0	227.0	227.0	183.0	138.0
var0390	126.0	146.0	105.0	114.0	88.0	70.0
var0391	147.0	182.0	182.0	217.0	169.0	174.0
var0392	160.0	135.0	117.0	83.0	54.0	61.0
var0393	98.0	97.0	92.0	85.0	45.0	25.0
var0394	182.0	189.0	156.0	124.0	71.0	69.0
var0395	143.0	160.0	119.0	90.0	78.0	43.0
var0396	123.0	137.0	152.0	144.0	141.0	126.0
var0397	168.0	113.0	68.0	41.0	30.0	22.0
var0398	120.0	109.0	108.0	75.0	63.0	52.0
var0399	155.0	99.0	91.0	69.0	55.0	31.0
var0400	215.0	160.0	80.0	70.0	42.0	18.0
var0401	153.0	183.0	175.0	181.0	148.0	156.0
var0402	184.0	143.0	133.0	112.0	86.0	61.0
var0403	311.0	244.0	199.0	144.0	123.0	85.0
var0404	226.0	167.0	131.0	100.0	51.0	35.0
var0405	189.0	175.0	204.0	193.0	153.0	116.0
var0406	105.0	112.0	109.0	115.0	85.0	79.0
var0407	98.0	90.0	77.0	65.0	44.0	34.0
var0408	131.0	155.0	151.0	158.0	148.0	101.0
var0409	231.0	155.0	134.0	98.0	63.0	41.0
var0410	226.0	204.0	226.0	226.0	208.0	209.0
var0411	228.0	309.0	369.0	440.0	442.0	533.0
var0412	108.0	197.0	279.0	435.0	554.0	815.0
var0413	150.0	180.0	187.0	183.0	148.0	133.0
var0414	119.0	119.0	95.0	73.0	67.0	54.0
var0415	177.0	136.0	120.0	106.0	75.0	58.0
var0416	221.0	219.0	184.0	205.0	175.0	155.0
var0417	203.0	222.0	226.0	246.0	248.0	242.0
var0418	114.0	149.0	137.0	155.0	143.0	169.0
var0419	132.0	151.0	142.0	128.0	98.0	72.0
var0420	322.0	273.0	231.0	169.0	120.0	99.0
var0421	96.0	92.0	106.0	88.0	77.0	77.0
var0422	234.0	203.0	177.0	168.0	130.0	132.0
var0423	100.0	84.0	52.0	25.0	16.0	10.0
var0424	70.0	69.0	101.0	143.0	134.0	109.0
var0425	180.0	166.0	172.0	175.0	142.0	113.0
var0426	65.0	44.0	21.0	9.0	7.0	3.0
var0427	131.0	91.0	51.0	21.0	15.0	14.0
var0428	144.0	162.0	133.0	108.0	125.0	90.0
var0429	294.0	246.0	223.0	168.0	106.0	87.0
var0430	168.0	166.0	209.0	191.0	224.0	208.0
var0431	139.0	134.0	119.0	106.0	74.0	69.0
var0432	206.0	190.0	193.0	170.0	117.0	113.0
var0433	351.0	437.0	366.0	414.0	316.0	298.0
var0434	109.0	63.0	36.0	34.0	10.0	18.0
var0435	132.0	129.0	115.0	127.0	108.0	119.0
var0436	187.0	142.0	126.0	92.0	57.0	44.0
var0437	183.0	207.0	200.0	209.0	208.0	227.0
var0438	192.0	147.0	104.0	71.0	46.0	31.0
var0439	131.0	138.0	174.0	201.0	166.0	152.0
var0440	153.0	144.0	133.0	105.0	90.0	88.0
var0441	110.0	102.0	71.0	77.0	32.0	30.0
var0442	105.0	161.0	211.0	218.0	248.0	327.0
var0443	114.0	130.0	147.0	151.0	156.0	152.0
var0444	97.0	86.0	87.0	63.0	64.0	47.0
var0445	102.0	67.0	56.0	34.0	35.0	23.0
var0446	291.0	214.0	165.0	157.0	74.0	59.0
var0447	150.0	97.0	75.0	57.0	46.0	20.0
var0448	206.0	284.0	398.0	420.0	421.0	457.0
var0449	113.0	136.0	114.0	122.0	108.0	97.0
var0450	143.0	102.0	130.0	100.0	83.0	70.0
var0451	104.0	95.0	107.0	77.0	65.0	55.0
var0452	233.0	232.0	150.0	157.0	111.0	93.0
var0453	247.0	205.0	193.0	187.0	153.0	122.0
var0454	123.0	162.0	153.0	183.0	169.0	126.0
var0455	131.0	131.0	125.0	140.0	157.0	138.0
var0456	345.0	268.0	214.0	169.0	108.0	80.0
var0457	178.0	156.0	111.0	75.0	57.0	45.0
var0458	80.0	75.0	67.0	67.0	42.0	45.0
var0459	177.0	219.0	241.0	292.0	259.0	252.0
var0460	135.0	82.0	102.0	80.0	58.0	39.0
var0461	233.0	246.0	223.0	202.0	170.0	125.0
var0462	91.0	74.0	83.0	69.0	35.0	33.0
var0463	182.0	128.0	92.0	65.0	42.0	18.0
var0464	152.0	106.0	66.0	53.0	24.0	8.0
var0465	254.0	226.0	294.0	278.0	253.0	217.0
var0466	217.0	155.0	94.0	70.0	48.0	19.0
var0467	148.0	165.0	173.0	226.0	224.0	240.0
var0468	142.0	180.0	220.0	265.0	303.0	347.0
var0469	110.0	101.0	110.0	105.0	84.0	71.0
var0470	116.0	111.0	121.0	130.0	120.0	119.0
var0471	299.0	285.0	327.0	302.0	268.0	217.0
var0472	180.0	199.0	192.0	185.0	154.0	180.0
var0473	112.0	124.0	118.0	140.0	130.0	123.0
var0474	238.0	355.0	454.0	580.0	639.0	748.0
var0475	217.0	372.0	439.0	538.0	591.0	698.0
var0476	195.0	232.0	310.0	339.0	339.0	295.0
var0477	143.0	144.0	128.0	134.0	97.0	56.0
var0478	163.0	115.0	123.0	83.0	42.0	29.0
var0479	136.0	122.0	100.0	82.0	67.0	55.0
var0480	147.0	242.0	317.0	397.0	419.0	480.0
var0481	121.0	123.0	100.0	90.0	70.0	50.0
var0482	129.0	119.0	110.0	74.0	11.0	46.0
var0483	160.0	159.0	179.0	170.0	129.0	85.0
var0484	111.0	123.0	154.0	154.0	104.0	97.0
var0485	175.0	163.0	152.0	109.0	87.0	69.0
var0486	103.0	99.0	90.0	58.0	51.0	41.0
var0487	214.0	279.0	311.0	318.0	376.0	380.0
var0488	122.0	97.0	92.0	73.0	41.0	19.0
var0489	134.0	105.0	90.0	57.0	47.0	30.0
var0490	252.0	267.0	211.0	193.0	153.0	102.0
var0491	175.0	246.0	312.0	386.0	462.0	522.0
var0492	199.0	202.0	179.0	131.0	120.0	94.0
var0493	159.0	155.0	163.0	133.0	88.0	103.0
var0494	344.0	266.0	148.0	111.0	64.0	45.0
var0495	200.0	263.0	334.0	457.0	499.0	603.0
var0496	246.0	336.0	433.0	505.0	524.0	647.0
var0497	119.0	117.0	97.0	84.0	61.0	54.0
